ID	adj.P.Val	P.Value	t	B	logFC	NAME	GENE_SYMBOL
54216	0.262	0.0316	2.1969839	-3.91286	0.29654667	A_23_P11201	GPR34
25614	0.264	0.032	-2.1928755	-3.92099	-0.20352087	A_33_P3230886	OR2T11
62209	0.264	0.0322	2.190014	-3.92664	0.15263149	A_23_P361744	ATXN3L
49589	0.266	0.0327	2.1837136	-3.93906	0.12855277	A_23_P114445	MAGEE1
13378	0.268	0.0333	2.175795	-3.95464	0.11563063	A_32_P26969	ERICH1
39349	0.269	0.0335	2.1734055	-3.95933	0.13576126	A_23_P106103	AKAP5
23879	0.27	0.0337	2.1701102	-3.96579	0.30208877	A_33_P3266998	FAM106CP
30870	0.27	0.0337	-2.169875	-3.96625	-0.14740215	A_33_P3385706	OR52I1
27241	0.271	0.0341	-2.1658384	-3.97415	-0.13678664	A_32_P310503	OR2M2
19345	0.271	0.0341	2.1652948	-3.97521	0.19975055	A_23_P350107	TRIM56
6145	0.272	0.0342	-2.1638254	-3.97808	-0.43770069	A_33_P3381851	KRTAP10-10
61030	0.272	0.0343	2.1631526	-3.9794	0.18143892	A_24_P388662	CABS1
55918	0.272	0.0344	2.1618796	-3.98189	0.13921934	A_33_P3344086	HIST1H2AJ
35426	0.273	0.0345	2.1598746	-3.9858	0.18758017	A_23_P118894	PRR15L
2834	0.274	0.0348	2.1563845	-3.99261	0.17551832	A_23_P119789	TMEM185B
2774	0.274	0.0348	2.1559865	-3.99338	0.11931162	A_33_P3403018	LCE5A
26027	0.274	0.0349	-2.1554356	-3.99445	-0.17521076	A_24_P49106	TCEAL7
52725	0.274	0.0349	2.1549293	-3.99544	0.19135249	A_33_P3266078	OR2AG1
48045	0.275	0.0353	2.1502727	-4.0045	0.20564048	A_23_P411296	CEBPB
61572	0.277	0.0358	-2.1448823	-4.01497	-0.29651228	A_23_P121657	HS3ST1
29641	0.277	0.0358	-2.1444108	-4.01588	-0.11964772	A_23_P30200	PCDHB16
12760	0.278	0.0359	-2.1426071	-4.01938	-0.1565302	A_33_P3255706	OR6K6
30826	0.28	0.0366	-2.1350868	-4.03393	-0.11159714	A_33_P3261605	LINC00483
56449	0.281	0.0369	2.1318642	-4.04015	0.13732026	A_23_P114445	MAGEE1
19055	0.281	0.037	-2.1296841	-4.04436	-0.14975513	A_23_P164559	CHAMP1
21105	0.282	0.0372	-2.1283575	-4.04691	-0.12614604	A_23_P147311	ACTRT1
2817	0.282	0.0373	2.1267835	-4.04994	0.28838154	A_24_P788878	C2CD4B
36794	0.282	0.0373	2.1262348	-4.051	0.13960408	A_19_P00808120	FAM200B
46334	0.284	0.0377	2.1215364	-4.06004	0.09828793	A_23_P69863	PCDHB5
12135	0.284	0.0379	2.1200238	-4.06294	0.13245342	A_23_P66967	CETN1
8153	0.284	0.0379	2.1196418	-4.06368	0.14786976	A_23_P372860	HIST1H2AC
15598	0.286	0.0385	2.1133191	-4.0758	0.14955202	A_23_P120254	DUSP22
54832	0.286	0.0386	-2.1114278	-4.07942	-0.28424071	A_23_P121657	HS3ST1
16900	0.287	0.0388	2.1099639	-4.08222	0.17939441	A_33_P3276475	CHMP1B
22598	0.288	0.039	-2.1076862	-4.08657	-0.35543566	A_23_P48307	PABPC3
25762	0.29	0.0395	-2.1023255	-4.0968	-0.17218778	A_33_P3224535	OR5D18
17765	0.291	0.0397	2.0999303	-4.10137	0.20269551	A_23_P167005	GPR160
53054	0.292	0.0401	-2.0948408	-4.11105	-0.74062087	A_33_P3324495	ZFP41
21166	0.294	0.0406	-2.0900087	-4.12022	-0.10013436	A_23_P217341	MAGEB1
23927	0.294	0.0406	-2.0895768	-4.12104	-0.42966561	A_33_P3411315	KRTAP3-3
45223	0.295	0.041	-2.0859669	-4.12788	-0.20142258	A_32_P209230	CITED4
5363	0.297	0.0414	2.0809367	-4.1374	0.19029199	A_23_P66050	B3GNT9
28310	0.298	0.0418	-2.0774515	-4.14398	-0.54145598	A_23_P93282	HIST1H3J
4328	0.299	0.0419	2.0763977	-4.14597	0.10161879	A_33_P3254579	KRTAP1-5
51700	0.299	0.042	2.0750908	-4.14843	0.10167066	A_32_P199551	SPTSSB
46811	0.299	0.0421	2.0742058	-4.1501	0.17059676	A_23_P119789	TMEM185B
9276	0.299	0.0421	2.0741891	-4.15013	0.14296166	A_23_P112341	RMI1
46995	0.3	0.0424	2.0710795	-4.15599	0.17455356	A_23_P119789	TMEM185B
23270	0.301	0.0424	2.0704672	-4.15714	0.23646042	A_23_P129577	TIGD7
25497	0.302	0.0428	-2.0667258	-4.16417	-0.13258664	A_33_P3272748	RNASE10
8650	0.303	0.0432	2.062954	-4.17125	0.14833239	A_33_P3317664	MGAT1
28682	0.303	0.0432	-2.062367	-4.17235	-0.38229138	A_23_P159237	GPR20
55977	0.305	0.0437	-2.0578617	-4.18079	-0.15711129	A_32_P34920	FOXD1
46135	0.306	0.0439	-2.0552415	-4.18569	-0.15974575	A_33_P3317752	KRTAP4-7
37577	0.306	0.044	2.0547998	-4.18652	0.16227448	A_23_P128698	SPRY2
23898	0.307	0.0443	2.0514866	-4.1927	0.21015763	A_33_P3328883	HGC6.3
35952	0.308	0.0447	-2.0478304	-4.19952	-0.12120344	A_23_P108564	B3GALT1
28956	0.309	0.0449	-2.0456368	-4.20361	-0.19317889	A_33_P3313065	OR5C1
9839	0.309	0.045	2.0444093	-4.20589	0.4006125	A_23_P149529	TACSTD2
19723	0.311	0.0458	-2.0371618	-4.21936	-0.15039395	A_23_P107963	FUT1
43103	0.312	0.0459	2.0355301	-4.22238	0.23318319	A_33_P3317376	RHOG
882	0.312	0.046	2.0348371	-4.22367	0.18050175	A_33_P3331601	THNSL1
14406	0.313	0.0461	-2.0336083	-4.22594	-0.14504497	A_23_P112311	TRIM32
51310	0.313	0.0462	-2.0332282	-4.22665	-0.14826667	A_32_P18470	TCEAL5
32563	0.313	0.0462	-2.0331369	-4.22682	-0.13792987	A_23_P121413	DNAJB8
20532	0.313	0.0463	2.0322325	-4.22849	0.34317808	A_23_P74609	G0S2
37294	0.313	0.0463	-2.0321131	-4.22871	-0.11019965	A_23_P38634	OR1G1
25758	0.313	0.0463	-2.0320132	-4.2289	-0.24058874	A_33_P3226557	PRR23B
47223	0.313	0.0463	-2.0318649	-4.22917	-0.12891317	A_32_P192545	TCEAL6
30192	0.313	0.0463	2.0318039	-4.22928	0.23088362	A_23_P18372	B3GNT5
47889	0.313	0.0463	-2.0316614	-4.22955	-0.24468305	A_23_P121657	HS3ST1
34006	0.313	0.0464	2.0308063	-4.23113	0.19549508	A_32_P150391	C17orf100
61104	0.314	0.0467	2.0286381	-4.23514	0.10098726	A_33_P3366171	CTAGE1
25866	0.314	0.0467	-2.0281826	-4.23598	-0.14366681	A_33_P3283147	OR5M11
28131	0.314	0.0468	-2.0273776	-4.23747	-0.13047435	A_33_P3417195	C17orf82
34349	0.314	0.0468	-2.026882	-4.23838	-0.23817498	A_33_P3230189	SLITRK6
62478	0.315	0.0471	2.0243889	-4.24299	0.15901271	A_32_P183970	C15orf62
38333	0.315	0.0472	-2.0234569	-4.2447	-0.13033684	A_23_P108492	MARS2
1848	0.316	0.0475	-2.0210359	-4.24917	-0.12892192	A_33_P3391429	ZNF672
19359	0.316	0.0476	-2.0200354	-4.25101	-0.3755104	A_33_P3350202	MOCS3
2193	0.317	0.0481	2.0151392	-4.26001	0.17885671	A_33_P3229083	HIST1H2BK
29689	0.317	0.0481	-2.0146153	-4.26098	-0.14301805	A_23_P376114	TAS2R46
37741	0.317	0.0482	2.0145184	-4.26116	0.20291944	A_23_P385835	GPR27
32510	0.318	0.0483	-2.0128023	-4.26431	-0.47899221	A_33_P3317317	KRTAP5-4
34162	0.318	0.0484	-2.0126975	-4.2645	-0.1338019	A_23_P107963	FUT1
59824	0.319	0.0486	2.0105831	-4.26838	0.23104908	A_23_P133058	MRFAP1L1
24315	0.319	0.0486	-2.0102025	-4.26908	-0.11469614	A_32_P205053	UBXN10
42921	0.319	0.0486	-2.0100475	-4.26936	-0.11209086	A_23_P108437	FZD5
54097	0.319	0.0488	2.008836	-4.27158	0.2423655	A_23_P11201	GPR34
15954	0.32	0.0489	-2.007336	-4.27433	-0.24589159	A_33_P3363310	KRTAP5-10
10268	0.32	0.0489	2.0072068	-4.27456	0.11862286	A_33_P3318187	CENPBD1
28389	0.32	0.0491	-2.0053949	-4.27788	-0.13107145	A_33_P3342375	MAGEA6
15868	0.32	0.0493	-2.0042562	-4.27996	-0.13766628	A_23_P257905	CENPB
45278	0.322	0.05	-1.9973264	-4.29262	-0.33942905	A_23_P140527	FOXB1
26952	0.323	0.0503	1.9952917	-4.29632	0.17212779	A_19_P00809624	FAM200B
26268	0.323	0.0503	-1.9949785	-4.2969	-0.20887452	A_23_P126248	RNF186
1115	0.324	0.0509	1.9898533	-4.30622	0.13593488	A_33_P3343496	OR5M1
10908	0.326	0.0517	-1.9828053	-4.31901	-0.18023121	A_33_P3365072	LCE6A
40911	0.329	0.0526	-1.9748919	-4.33332	-0.30400478	A_33_P3385762	OR52W1
54172	0.329	0.0527	-1.9736067	-4.33564	-0.27029346	A_24_P831309	C1orf229
58386	0.33	0.0529	1.9724443	-4.33773	0.22089528	A_23_P126528	KCNA10
61713	0.331	0.0535	1.9670858	-4.34738	0.18907665	A_23_P411296	CEBPB
25170	0.332	0.0539	-1.9638627	-4.35318	-0.11952001	A_33_P3385716	OR52K1
39077	0.334	0.0547	1.9573905	-4.36478	0.29301272	A_23_P38795	FPR1
5288	0.334	0.0547	1.9567186	-4.36599	0.11035162	A_23_P59825	TAS2R16
56312	0.335	0.0553	1.9521094	-4.37423	0.12956583	A_33_P3327504	OR51V1
44908	0.336	0.0556	-1.9498722	-4.37823	-0.18478162	A_19_P00315506	KIAA0040
3504	0.337	0.0561	-1.9456082	-4.38583	-0.20589609	A_23_P101073	OR1E1
18322	0.338	0.0563	1.9435111	-4.38957	0.19262259	A_23_P411296	CEBPB
13191	0.339	0.0566	1.9412772	-4.39354	0.10147718	A_23_P306215	FAM84A
17613	0.339	0.0566	1.941259	-4.39357	0.1738736	A_23_P428887	KLHL34
27282	0.34	0.057	1.9383448	-4.39875	0.16786483	A_33_P3331307	CDC42EP3
36531	0.34	0.0572	1.9367661	-4.40155	0.19487093	A_23_P411296	CEBPB
32362	0.34	0.0574	1.9347827	-4.40507	0.26128037	A_33_P3322999	C10orf105
17192	0.341	0.0576	1.9334738	-4.40739	0.1412795	A_33_P3344127	HIST1H2AC
61143	0.341	0.0576	1.9334238	-4.40748	0.23237148	A_23_P11201	GPR34
38612	0.341	0.0577	-1.9326344	-4.40888	-0.12941989	A_33_P3300212	BLCAP
642	0.341	0.0577	1.9324806	-4.40915	0.16856398	A_23_P8013	HIST1H2BL
27523	0.342	0.058	-1.9306244	-4.41243	-0.12989767	A_33_P3293763	KRTAP10-7
38874	0.343	0.0587	-1.924797	-4.42273	-0.15154435	A_23_P207868	KRTAP9-4
61939	0.343	0.0588	1.9242447	-4.42371	0.12340272	A_23_P347029	TAS2R50
4496	0.343	0.0588	1.924049	-4.42405	0.12927506	A_23_P83134	GAS1
12855	0.343	0.0588	1.9239737	-4.42418	0.15879357	A_32_P149174	C6orf226
35741	0.344	0.0589	-1.9234023	-4.42519	-0.1569778	A_23_P112311	TRIM32
47217	0.344	0.0589	-1.9228654	-4.42614	-0.32937093	A_33_P3393537	PTAFR
34698	0.345	0.0595	1.9185406	-4.43376	0.08852939	A_33_P3303121	RAP2B
24270	0.346	0.0597	-1.9167103	-4.43697	-0.12731976	A_23_P375524	LCE1D
23460	0.347	0.0602	-1.9134814	-4.44265	-0.25998774	A_33_P3268910	SPRY1
53829	0.348	0.0605	1.9111034	-4.44682	0.27536076	A_23_P56759	KRCC1
28454	0.348	0.0605	-1.9107142	-4.4475	-0.14615817	A_33_P3336627	OR10G9
42842	0.348	0.0606	-1.9100142	-4.44873	-0.19223858	A_23_P310931	CNR2
50258	0.35	0.0613	1.9051479	-4.45725	0.18585515	A_23_P411296	CEBPB
41047	0.35	0.0613	-1.9050349	-4.45745	-0.24834892	A_23_P395374	HIST1H4D
57123	0.35	0.0613	1.9047178	-4.458	0.1764091	A_33_P3226985	CDK5R1
25127	0.351	0.0619	1.8999534	-4.46632	0.18560744	A_23_P411296	CEBPB
56318	0.352	0.0621	1.8989097	-4.46814	0.11828434	A_23_P59045	HIST1H2AE
23706	0.352	0.0623	1.8974115	-4.47075	0.17595424	A_24_P494454	SPIN3
30744	0.352	0.0624	-1.8968695	-4.4717	-0.13582147	A_32_P460757	TAAR6
50900	0.355	0.063	1.8917283	-4.48064	0.15314442	A_33_P3247803	RBM12B
22937	0.355	0.0631	1.8912334	-4.4815	0.18346862	A_23_P411296	CEBPB
22653	0.355	0.0633	-1.8898372	-4.48393	-0.17174394	A_33_P3260680	OR2T4
8614	0.356	0.0638	1.8865698	-4.48959	0.12353889	A_23_P11262	F8A1
55913	0.359	0.065	1.8778185	-4.50473	0.18854037	A_23_P62227	CXorf21
35908	0.359	0.0653	1.8754901	-4.50875	0.22779914	A_23_P11201	GPR34
14755	0.359	0.0654	-1.8745225	-4.51042	-0.24450243	A_23_P400378	GPBAR1
60584	0.359	0.0654	1.8744208	-4.51059	0.11102399	A_23_P106103	AKAP5
52565	0.359	0.0654	1.8743637	-4.51069	0.24015793	A_23_P14564	GPR65
3921	0.36	0.0657	1.8724192	-4.51404	0.18873814	A_32_P99432	TRAPPC5
22219	0.36	0.0659	1.8712249	-4.5161	0.11667279	A_23_P114445	MAGEE1
51179	0.361	0.066	-1.8705818	-4.5172	-0.6025442	A_33_P3270435	HIGD2B
8481	0.361	0.066	1.8703608	-4.51758	0.0982736	A_23_P402123	TAS2R1
47598	0.361	0.0661	-1.8695491	-4.51898	-0.23090116	A_33_P3247042	FPR3
40595	0.361	0.0662	1.8689654	-4.51998	0.17241822	A_23_P106405	NDN
25590	0.362	0.0663	-1.8681668	-4.52136	-0.15220134	A_32_P407293	PRR18
14153	0.362	0.0665	1.8669438	-4.52346	0.13762287	A_23_P25813	EDDM3A
45998	0.362	0.0666	-1.8661794	-4.52477	-0.13487301	A_23_P108437	FZD5
35194	0.363	0.0667	-1.8654481	-4.52603	-0.11097557	A_23_P353524	IVL
48200	0.364	0.0669	1.8637401	-4.52896	0.10707052	A_23_P310372	IFNK
31497	0.365	0.0677	1.8584201	-4.53807	0.24097595	A_23_P11201	GPR34
7129	0.366	0.068	1.8563064	-4.54168	0.13046384	A_23_P20255	COMMD5
25566	0.367	0.0685	-1.852655	-4.54791	-0.10766748	A_24_P409230	OR10A2
23236	0.368	0.0689	-1.8503166	-4.5519	-0.15525787	A_33_P3268582	OR4F29
54551	0.368	0.0689	1.8498734	-4.55265	0.08412461	A_23_P110052	FOXL2
39851	0.369	0.0693	1.8475435	-4.55662	0.21571186	A_23_P59783	OR2A14
51101	0.369	0.0694	1.84647	-4.55845	0.12275694	A_23_P11262	F8A1
1737	0.37	0.0697	1.844621	-4.56159	0.11899486	A_23_P11262	F8A1
28787	0.371	0.0703	-1.8409847	-4.56776	-0.16709996	A_23_P108265	OR7C2
27843	0.372	0.0704	-1.8397666	-4.56983	-0.12732654	A_23_P108492	MARS2
52438	0.373	0.0712	1.8348815	-4.5781	0.09368619	A_33_P3410816	CLDN20
51693	0.373	0.0714	-1.8334678	-4.58049	-0.19320452	A_33_P3230090	LUZP6
41239	0.374	0.0719	-1.8301369	-4.58611	-0.16199904	A_23_P63521	LCE2C
8215	0.375	0.0723	1.8276518	-4.5903	0.12107784	A_23_P112341	RMI1
49194	0.376	0.0728	-1.8238068	-4.59678	-0.188411	A_23_P27239	OR1D2
60536	0.377	0.0731	1.8221014	-4.59964	0.17624076	A_23_P411296	CEBPB
62510	0.378	0.0736	1.8190145	-4.60483	0.14798385	A_23_P410725	ZNF491
34600	0.378	0.0737	-1.8183798	-4.60589	-0.38437544	A_23_P25155	GPR84
36355	0.378	0.0737	-1.8180738	-4.6064	-0.09690613	A_23_P53884	MAB21L1
14510	0.38	0.0743	1.8141839	-4.61292	0.13033451	A_32_P16918	C21orf62
1773	0.38	0.0745	1.8133033	-4.6144	0.12360858	A_32_P144421	ZNF518B
9284	0.381	0.0747	1.8117037	-4.61707	0.11150969	A_24_P356601	HEXIM1
30316	0.384	0.0764	1.8010863	-4.63477	0.12119301	A_23_P11262	F8A1
27753	0.385	0.0767	-1.7992903	-4.63776	-0.11934524	A_23_P399864	RBMXL3
61353	0.385	0.0769	1.7982012	-4.63957	0.20644781	A_23_P146539	IFNA8
16501	0.386	0.077	-1.7975593	-4.64063	-0.11208392	A_23_P108437	FZD5
26993	0.386	0.0773	-1.7954779	-4.64409	-0.2465884	A_24_P142495	KRTAP1-3
9545	0.387	0.0774	-1.7947502	-4.64529	-0.13562937	A_21_P0000201	RAB6C
29675	0.387	0.0775	1.7939933	-4.64655	0.11798258	A_33_P3229246	HIST2H2BE
6308	0.387	0.0776	1.7932789	-4.64773	0.19521664	A_33_P3281273	S1PR4
20403	0.387	0.0778	1.7923698	-4.64924	0.14684374	A_23_P119789	TMEM185B
20917	0.389	0.0785	1.7882753	-4.65601	0.20662284	A_23_P319617	CHST7
38510	0.389	0.0787	-1.7865928	-4.65879	-0.11925643	A_33_P3252583	OR9I1
56415	0.39	0.0791	1.784251	-4.66265	0.11791394	A_23_P134517	PURB
18492	0.39	0.0792	1.7839411	-4.66317	0.10619753	A_23_P395582	ZFP42
2733	0.39	0.0794	1.7824762	-4.66558	0.10402582	A_23_P427014	CLDN8
50437	0.391	0.0799	1.7796896	-4.67017	0.1059513	A_32_P164246	FOXQ1
12229	0.393	0.0808	-1.7738331	-4.67979	-0.21441802	A_23_P27215	UBB
15832	0.394	0.0811	-1.7724058	-4.68213	-0.13568296	A_23_P108437	FZD5
44962	0.395	0.0818	-1.7680027	-4.68934	-0.21012263	A_33_P3283237	YY2
53591	0.395	0.0819	-1.7676099	-4.68998	-0.38729541	A_23_P151637	RNASE2
32941	0.396	0.0822	-1.765959	-4.69268	-0.13067842	A_33_P3326271	OR13C2
15576	0.396	0.0823	1.7653289	-4.69371	0.1363526	A_24_P80181	TMEM127
11753	0.397	0.0829	1.7617148	-4.69961	0.09704242	A_24_P318134	ZC3H10
5273	0.397	0.083	1.7609971	-4.70078	0.12490581	A_23_P37231	OR11G2
16840	0.398	0.0836	-1.7574819	-4.7065	-0.14618904	A_23_P122077	GCNT4
28569	0.399	0.0839	-1.7559854	-4.70893	-0.09618469	A_23_P94434	HRCT1
17499	0.4	0.0844	1.7531478	-4.71354	0.09391897	A_33_P3210653	OR51A4
44350	0.4	0.0848	-1.7507432	-4.71744	-0.15106547	A_23_P122077	GCNT4
28879	0.402	0.0853	-1.7479269	-4.722	-0.19863726	A_23_P317450	DNAJB3
7662	0.402	0.0856	-1.7460339	-4.72507	-0.17473345	A_23_P258525	MC3R
35301	0.402	0.0856	-1.74577	-4.72549	-0.12256259	A_23_P411235	C17orf77
11448	0.402	0.0857	-1.7456676	-4.72566	-0.08367138	A_23_P87727	CAPZA3
6090	0.403	0.0859	1.7445824	-4.72741	0.11453264	A_23_P112341	RMI1
48465	0.403	0.0861	1.7431819	-4.72967	0.08860845	A_33_P3262281	OR10G7
31423	0.403	0.0862	-1.7424547	-4.73085	-0.12917989	A_23_P105118	OR51G1
19389	0.403	0.0865	1.7409301	-4.73331	0.22318822	A_33_P3222203	OXER1
39162	0.404	0.0867	-1.7397387	-4.73523	-0.11648572	A_33_P3334423	SPRR2G
8362	0.406	0.0876	1.7344342	-4.74377	0.13082615	A_24_P399694	ZCCHC3
62029	0.407	0.0878	1.7334906	-4.74528	0.10214964	A_24_P365954	THAP11
26061	0.407	0.0879	-1.732999	-4.74607	-0.10122031	A_23_P11256	MAGEE2
33957	0.407	0.088	-1.7322811	-4.74723	-0.10846525	A_33_P3294302	PHLDA1
29939	0.407	0.0882	-1.7315188	-4.74845	-0.08670798	A_23_P114210	POU3F4
17309	0.408	0.0887	-1.7287357	-4.75291	-0.1010871	A_32_P227605	RGS9BP
44062	0.409	0.089	-1.7269062	-4.75584	-0.11262212	A_33_P3263232	LRRC3
50640	0.409	0.089	-1.7267838	-4.75604	-0.18505225	A_23_P19115	GSPT2
30750	0.409	0.0892	1.7255684	-4.75799	0.12250979	A_33_P3242234	F8A2
29852	0.411	0.0897	1.7230006	-4.76209	0.19724281	A_23_P159839	C1GALT1C1
20120	0.411	0.0901	-1.7209636	-4.76534	-0.38351983	A_32_P1712	RNASE2
29935	0.412	0.0906	-1.718193	-4.76976	-0.10651435	A_33_P3357303	OR5W2
51067	0.413	0.091	1.7157225	-4.7737	0.11657908	A_24_P681301	UBC
16225	0.413	0.091	-1.7156976	-4.77374	-0.18388648	A_24_P160466	GPRIN1
20629	0.414	0.0912	-1.7149192	-4.77498	-0.08884136	A_23_P106922	CHST6
17964	0.414	0.0913	-1.7143697	-4.77585	-0.29994585	A_33_P3411632	TMEM121
44465	0.414	0.0913	-1.7141673	-4.77617	-0.17486533	A_23_P145238	HIST1H2BK
24737	0.414	0.0915	-1.7133405	-4.77749	-0.09963018	A_23_P108564	B3GALT1
27177	0.415	0.0918	-1.7116406	-4.78019	-0.16427866	A_23_P111088	OR2B2
52849	0.416	0.0923	1.7089532	-4.78445	0.15974726	A_23_P149545	HIST2H2BE
25454	0.416	0.0925	-1.7081017	-4.7858	-0.20612024	A_23_P81018	PDHA2
15011	0.417	0.0927	-1.7065479	-4.78826	-0.21451566	A_23_P431346	PRR15
62288	0.417	0.093	1.7054678	-4.78997	0.13788584	A_23_P339652	TAS2R40
59907	0.417	0.093	1.7054254	-4.79004	0.09289099	A_23_P705	OR10R2
42866	0.419	0.0938	-1.7007623	-4.79741	-0.32170683	A_33_P3273906	OR10G4
29232	0.42	0.0943	-1.6982937	-4.80131	-0.09764955	A_33_P3261147	OR11H4
32114	0.421	0.0946	-1.6965252	-4.8041	-0.12322752	A_23_P117873	CHRM5
52225	0.423	0.0955	1.6918053	-4.81152	0.26275843	A_24_P274831	GIMAP7
27614	0.423	0.0956	-1.6916237	-4.81181	-0.15154563	A_23_P122077	GCNT4
40959	0.423	0.0956	1.6915526	-4.81192	0.11409022	A_23_P11262	F8A1
13157	0.423	0.0958	1.6902575	-4.81395	0.22596825	A_23_P11201	GPR34
59993	0.425	0.0969	1.6846336	-4.82277	0.10810556	A_33_P3402020	CCDC8
46966	0.425	0.0969	1.6845933	-4.82283	0.11458527	A_33_P3391285	OR9K2
20316	0.426	0.097	-1.6840707	-4.82365	-0.14056596	A_23_P103349	OCLM
33424	0.428	0.098	-1.6789473	-4.83166	-0.09173862	A_33_P3310009	DCAF8L2
13961	0.429	0.0985	-1.6767656	-4.83506	-0.11536795	A_23_P112311	TRIM32
694	0.429	0.0987	1.675618	-4.83685	0.12415967	A_23_P118894	PRR15L
27007	0.429	0.099	1.673996	-4.83938	0.11021171	A_23_P11262	F8A1
32263	0.429	0.099	1.6739174	-4.8395	0.11540891	A_33_P3288824	H2AFB3
50714	0.43	0.0996	1.6712023	-4.84372	0.1037463	A_33_P3305373	OR8K1
26770	0.43	0.0996	-1.6709884	-4.84405	-0.17023612	A_33_P3300610	OR7G2
334	0.431	0.0997	1.6705571	-4.84472	0.14068477	A_21_P0000105	MTRNR2L5
26509	0.433	0.101	-1.6657979	-4.85211	-0.15466675	A_23_P59261	TPBG
58814	0.433	0.101	1.6649757	-4.85338	0.10888477	A_23_P11262	F8A1
40695	0.433	0.101	1.664578	-4.854	0.11060403	A_23_P11262	F8A1
27963	0.433	0.101	-1.6644977	-4.85412	-0.12955698	A_33_P3382999	PSAPL1
2421	0.434	0.101	1.6621257	-4.85779	0.08345798	A_21_P0000601	RAG2
61714	0.434	0.101	1.6618891	-4.85816	0.11844003	A_33_P3342153	USP17L2
2605	0.435	0.102	1.6601	-4.86092	0.09643218	A_23_P62099	MAGEC2
11350	0.435	0.102	1.6572601	-4.8653	0.14960614	A_33_P3280421	CDC14C
25974	0.436	0.103	-1.6548379	-4.86904	-0.38285066	A_23_P59099	OR11A1
25620	0.437	0.103	-1.6531465	-4.87164	-0.10793288	A_23_P117873	CHRM5
54651	0.437	0.103	-1.6519429	-4.87349	-0.18117468	A_23_P6535	KLHDC7B
54998	0.438	0.104	1.6497169	-4.87691	0.37980063	A_24_P20873	HIST1H4I
50595	0.438	0.104	-1.6490801	-4.87789	-0.15468392	A_23_P144476	SPRY1
41278	0.439	0.105	-1.6458725	-4.88281	-0.22345711	A_33_P3340649	KRTAP19-8
27682	0.439	0.105	-1.6453131	-4.88367	-0.09413704	A_23_P213375	PCDHB2
22277	0.441	0.106	1.6398045	-4.89209	0.11202601	A_23_P217938	SPHAR
9083	0.442	0.106	1.6394642	-4.89261	0.09118992	A_23_P7397	PCDHB10
18578	0.442	0.106	-1.6377653	-4.89521	-0.12068396	A_33_P3348594	OR5R1
61366	0.443	0.106	1.6375502	-4.89553	0.15862401	A_33_P3253578	OR8B2
51775	0.443	0.107	-1.6366701	-4.89688	-0.12169417	A_32_P235796	BBS12
46406	0.445	0.108	1.6322781	-4.90356	0.12394336	A_33_P3257856	ZNF501
37244	0.446	0.108	-1.6297979	-4.90733	-0.13907398	A_33_P3209615	KRTAP4-8
39983	0.446	0.108	1.6289235	-4.90866	0.24372395	A_23_P109913	CXCR6
10776	0.447	0.109	-1.6261956	-4.9128	-0.15144544	A_33_P3240512	KCTD12
54986	0.447	0.109	1.6253468	-4.91408	0.12811771	A_23_P29110	CCT8L2
12591	0.448	0.109	1.6243986	-4.91552	0.07379136	A_33_P3388456	NANOS2
14	0.448	0.109	1.6231731	-4.91737	0.1169564	A_23_P103349	OCLM
15678	0.448	0.11	-1.6229429	-4.91772	-0.10688434	A_23_P360924	CLDN17
1108	0.448	0.11	1.6227053	-4.91808	0.09667717	A_23_P118894	PRR15L
24839	0.449	0.11	-1.6200855	-4.92204	-0.09289164	A_23_P157920	IFNA16
54870	0.449	0.11	-1.6198921	-4.92233	-0.33982374	A_23_P111092	OR2H1
32098	0.45	0.111	-1.6178625	-4.9254	-0.10339964	A_33_P3213408	OR10AD1
51198	0.45	0.111	1.6178414	-4.92543	0.082926	A_33_P3289401	OR52J3
36502	0.451	0.111	-1.6155582	-4.92887	-0.09964638	A_33_P3298120	HEPN1
2145	0.451	0.111	1.6151553	-4.92948	0.081939	A_33_P3260684	OR2T6
37414	0.451	0.111	-1.6143776	-4.93065	-0.09164254	A_23_P149121	DIRAS3
35355	0.452	0.112	-1.6108419	-4.93597	-0.1410882	A_24_P933011	TMEM200C
42028	0.452	0.112	1.6107178	-4.93615	0.17612713	A_33_P3395605	TMEM119
48383	0.452	0.112	-1.6106882	-4.9362	-0.15955767	A_33_P3382399	KRTAP3-1
3354	0.454	0.113	-1.6072149	-4.94141	-0.22946952	A_24_P258235	OR5L2
4130	0.454	0.113	-1.6069294	-4.94184	-0.18320576	A_23_P138725	MARVELD1
30890	0.456	0.114	-1.6013617	-4.95017	-0.20941841	A_23_P111088	OR2B2
30320	0.456	0.115	1.5992951	-4.95326	0.22087918	A_23_P25566	GPR183
18735	0.456	0.115	1.5991593	-4.95346	0.10235859	A_24_P240187	LRRN1
39020	0.457	0.115	1.5978953	-4.95535	0.12452741	A_23_P45389	RAB9A
40274	0.457	0.115	-1.5975348	-4.95589	-0.13782106	A_24_P144377	DEXI
31229	0.457	0.115	-1.5971707	-4.95643	-0.10603754	A_33_P3265709	OR2Y1
25077	0.458	0.115	-1.5959446	-4.95826	-0.14910008	A_23_P122077	GCNT4
14640	0.459	0.116	1.5933502	-4.96212	0.13726155	A_23_P387071	ZNF830
53987	0.459	0.116	-1.5922509	-4.96375	-0.25906992	A_23_P420196	SOCS1
