Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Autosomal dominant Charcot-Marie-Tooth disease type 2E ORPHA:99939	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	SMIM10L2A;ZCCHC12;CCDC177;SLITRK1;TMEM200C;SLITRK3;NAP1L3;NAP1L2;FBLL1;CCDC184
Autosomal dominant deafness-onychodystrophy syndrome ORPHA:79499	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CCR1;C3AR1;RNASE6;FPR1;OLIG1;FPR2;GPR84;TNFAIP8L2;RNASE2;TLR2
Autosomal dominant keratitis ORPHA:2334	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	ZCCHC12;CCDC177;SOX1;SLITRK1;FOXG1;SLITRK5;PNMA2;POU3F2;POU3F3;CDK5R2
Autosomal dominant omodysplasia ORPHA:93328	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	FZD2;FOXD1;MARVELD1;FZD7;H2AFX;IER5L;ZBTB12;SOX12;CHST14;FJX1
Autosomal recessive spastic paraplegia type 35 ORPHA:171629	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CLDN4;CLDN3;TMEM125;SOWAHB;PRR15L;GJB3;PRR15;SFN;SOWAHA;GRHL2
Beta-thalassemia intermedia ORPHA:231222	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CXCR1;IGKC;P2RY14;RNASE6;FPR1;FPR2;IGLC2;GIMAP7;MPEG1;GAPT
Beta-thalassemia major ORPHA:231214	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CXCR1;IGKC;P2RY14;RNASE6;FPR1;FPR2;IGLC2;GIMAP7;MPEG1;GAPT
Bleeding disorder due to P2Y12 defect ORPHA:36355	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	P2RY12;GP9;GPR34;P2RY14;C2ORF88;RNASE6;FPR1;GIMAP7;MPEG1;GAPT
CCDC115-CDG ORPHA:468684	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	LSM10;OST4;RNF113A;C6ORF226;B3GALT4;RHOG;TBCC;COX14;BORCS6;COMMD5
CINCA syndrome ORPHA:1451	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CCR1;CXORF21;GPR65;C3AR1;RNASE6;FPR1;FPR2;TNFAIP8L2;RNASE2;GAPT
Cataract-glaucoma syndrome ORPHA:162	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	KBTBD13;FOXC2;RGS9BP;KCNJ12;MYADML2;FZD9;HSPB3;MAFA;KLF14;LRRC30
Charcot-Marie-Tooth disease type 1F ORPHA:101085	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	SMIM10L2A;ZCCHC12;CCDC177;SLITRK1;TMEM200C;SLITRK3;NAP1L3;NAP1L2;FBLL1;CCDC184
Charcot-Marie-Tooth disease type 2B5 ORPHA:228374	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	SMIM10L2A;ZCCHC12;CCDC177;SLITRK1;TMEM200C;SLITRK3;NAP1L3;NAP1L2;FBLL1;CCDC184
Childhood encephalopathy due to thiamine pyrophosphokinase deficiency ORPHA:293955	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	SPN;TLR1;ARL11;CXORF21;GPR65;GPR183;TNFAIP8L2;GPR18;C16ORF54;GAPT
Childhood-onset hypophosphatasia ORPHA:247667	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	GPR27;CXCR1;C10ORF105;CXCR2;FPR1;LRRC4;OXER1;LRRN1;FPR2;CSNK1A1L
Colobomatous optic disc-macular atrophy-chorioretinopathy syndrome ORPHA:435930	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	SOX3;MAGEL2;NEUROD4;SLN;TMEM215;MAB21L1;SOX11;INSM2;OR10R2;BHLHE23
Cone dystrophy with supernormal rod response ORPHA:209932	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	TAS2R50;ZNF594;CLDN20;TAS2R30;TAS2R31;RBM12B;TAS2R13;GPR75;TAS2R3;TAS2R19
Congenital hereditary endothelial dystrophy type I ORPHA:98975	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CLDN4;CLDN3;TMEM125;SOWAHB;PRR15L;GJB3;PRR15;SFN;GRHL2;FUT3
Dihydropteridine reductase deficiency ORPHA:226	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	ENHO;SMIM10L2B;HEPN1;TCEAL6;TCEAL5;RNF208;PRR18;GPR62;FAM43B;CDK5R2
Dominant beta-thalassemia ORPHA:231226	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CXCR1;IGKC;P2RY14;RNASE6;FPR1;FPR2;IGLC2;GIMAP7;MPEG1;GAPT
Early-onset calcifying leukoencephalopathy-skeletal dysplasia ORPHA:556985	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CCR1;TIFAB;GPR34;C3AR1;RNASE6;FPR1;FPR3;CCR5;MPEG1;TLR2
Early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome ORPHA:439212	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	SOX2;TCEAL7;MAGEL2;TCEAL5;TRIL;TMEM200C;SLITRK3;PCDHB15;LRRC4C;LRRC3B
Familial cold urticaria ORPHA:47045	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CCR1;CXORF21;GPR65;C3AR1;RNASE6;FPR1;FPR2;TNFAIP8L2;RNASE2;GAPT
Familial mitral valve prolapse ORPHA:741	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	ARMCX4;TCEAL7;ARMCX1;MAGEL2;ARMCX2;PABPC5;NAP1L3;NDN;CD248;GPRASP1
Fatty acid hydroxylase-associated neurodegeneration ORPHA:329308	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CLDN4;CLDN3;TMEM125;SOWAHB;PRR15L;GJB3;PRR15;SFN;SOWAHA;GRHL2
Feingold syndrome type 1 ORPHA:391641	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	SOX2;CLDN6;SOX3;MAGEL2;TCEAL5;TRIL;LRRTM1;TMEM200C;SOX11;LRRN1
Foveal hypoplasia-presenile cataract syndrome ORPHA:2253	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	ZCCHC12;CCDC177;SOX1;SLITRK1;FOXG1;SLITRK5;PNMA2;POU3F2;POU3F3;CDK5R2
Fructose-1,6-bisphosphatase deficiency ORPHA:348	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CCR1;CEBPA;PTAFR;RNASE6;FPR3;CCR5;TLR5;ASCL2;MPEG1;TLR2
GM2 gangliosidosis, AB variant ORPHA:309246	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	HCAR2;CCR1;HCAR3;TIFAB;CLDN23;PTAFR;RNASE6;FPR3;MGAT1;GPR84
Ghosal hematodiaphyseal dysplasia ORPHA:1802	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CCR1;CXORF21;GPR65;C3AR1;RNASE6;FPR1;FPR2;TNFAIP8L2;MPEG1;GAPT
Hemoglobin C disease ORPHA:2132	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CXCR1;IGKC;P2RY14;RNASE6;FPR1;FPR2;IGLC2;GIMAP7;MPEG1;GAPT
Hemoglobin C-beta-thalassemia syndrome ORPHA:231242	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CXCR1;IGKC;P2RY14;RNASE6;FPR1;FPR2;IGLC2;GIMAP7;MPEG1;GAPT
Hemoglobin D disease ORPHA:90039	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CXCR1;IGKC;P2RY14;RNASE6;FPR1;FPR2;IGLC2;GIMAP7;MPEG1;GAPT
Hemoglobin E disease ORPHA:2133	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CXCR1;IGKC;P2RY14;RNASE6;FPR1;FPR2;IGLC2;GIMAP7;MPEG1;GAPT
Hemoglobin E-beta-thalassemia syndrome ORPHA:231249	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CXCR1;IGKC;P2RY14;RNASE6;FPR1;FPR2;IGLC2;GIMAP7;MPEG1;GAPT
Hereditary sensory and autonomic neuropathy type 8 ORPHA:478664	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	FOXD4;ATOH7;VGF;RGS9BP;GPRIN1;H2AFX;C19ORF73;SOX12;CTXN1;TEX19
Hyperammonemia due to N-acetylglutamate synthase deficiency ORPHA:927	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	ZNHIT2;FKBPL;PARS2;CLDN23;DOLK;HPS6;ANG;UFSP1;CCDC71;ADAT3
Infantile hypophosphatasia ORPHA:247651	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	GPR27;CXCR1;C10ORF105;CXCR2;FPR1;LRRC4;OXER1;LRRN1;FPR2;CSNK1A1L
Isolated optic nerve hypoplasia/aplasia ORPHA:137902	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	ZCCHC12;CCDC177;SOX1;SLITRK1;FOXG1;SLITRK5;PNMA2;POU3F2;POU3F3;CDK5R2
Isolated oxycephaly ORPHA:63440	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	TCEAL7;SOX1;SLITRK1;TRIL;MAB21L1;SLITRK3;LRRC3B;ASCL1;POU3F2;POU3F3
Kaposiform hemangioendothelioma ORPHA:2122	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	ISLR;TMEM125;TRIL;GJA4;APLNR;FAM84A;PCDHB4;CLEC14A;SOD3;ADRA2A
Mendelian susceptibility to mycobacterial diseases due to complete IL12B deficiency ORPHA:319558	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	ADAM29;MAS1;CNR2;PCDHB1;CHRM5;C9ORF66;OTUD6A;OR7D2;CCR4;PPIAL4G
Mendelian susceptibility to mycobacterial diseases due to complete IL12RB1 deficiency ORPHA:319552	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	SPN;CNR2;CXORF21;GPR65;RHOH;TNFAIP8L2;CCR4;S1PR4;GPR18;C16ORF54
Metaphyseal chondrodysplasia, Spahr type ORPHA:2501	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	SPRR3;CLDN4;FGFBP1;GJB4;ACTBL2;GJB3;TACSTD2;SLITRK6;SFN;SPRR1B
Morning glory disc anomaly ORPHA:35737	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	ZCCHC12;CCDC177;SOX1;SLITRK1;FOXG1;SLITRK5;PNMA2;POU3F2;POU3F3;CDK5R2
Muckle-Wells syndrome ORPHA:575	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CCR1;CXORF21;GPR65;C3AR1;RNASE6;FPR1;FPR2;TNFAIP8L2;RNASE2;GAPT
Multiple mitochondrial dysfunctions syndrome type 4 ORPHA:457406	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	BLOC1S4;IMP3;PIGBOS1;C14ORF119;COX14;GEMIN7;MRPL57;RPP38;RPP25L;TMEM60
Neonatal acute respiratory distress due to SP-B deficiency ORPHA:217563	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	ADAM29;CYSLTR1;CNR2;PCDHB1;C5AR2;C9ORF66;KCNJ15;OR7D2;PPIAL4G;GDPGP1
Non-epidermolytic palmoplantar keratoderma ORPHA:2337	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	SPRR3;TMEM125;GJB4;RASSF10;GJB3;LRRC10B;GJB5;TACSTD2;SPRR1B;FUT3
Obesity due to CEP19 deficiency ORPHA:397615	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	TIGD3;ZC3H10;FRAT1;LINC00694;CNR2;PIGBOS1;CXCR2;ANXA2R;FFAR2;EID2B
Oculocutaneous albinism type 3 ORPHA:79433	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	LCE1A;LCE2B;LCE2C;LCE2A;KCNS3;LCE6A;C1ORF68;PCDHB4;TRAM1L1;LCE2D
Odontohypophosphatasia ORPHA:247685	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	GPR27;CXCR1;C10ORF105;CXCR2;FPR1;LRRC4;OXER1;LRRN1;FPR2;CSNK1A1L
Pancreatic insufficiency-anemia-hyperostosis syndrome ORPHA:199337	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	OR51E1;CLDN5;ISLR;FOXS1;GJA5;GJA4;APLNR;CLEC14A;RNASE1;SOD3
Perinatal lethal hypophosphatasia ORPHA:247623	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	GPR27;CXCR1;C10ORF105;CXCR2;FPR1;LRRC4;OXER1;LRRN1;FPR2;CSNK1A1L
Prenatal benign hypophosphatasia ORPHA:247638	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	GPR27;CXCR1;C10ORF105;CXCR2;FPR1;LRRC4;OXER1;LRRN1;FPR2;CSNK1A1L
Prune belly syndrome ORPHA:2970	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	LINGO2;CHRM3;CHRM1;TCEAL5;FUT9;SLITRK1;LRRTM1;TCEAL2;TMEM200C;SLITRK3
SURF1-related Charcot-Marie-Tooth disease type 4 ORPHA:391351	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	LSM10;SF3B5;DPM3;C6ORF226;TMEM203;SCO2;COX14;RPP25L;TMEM187;COMMD5
Severe myopia-generalized joint laxity-short stature syndrome ORPHA:527450	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	FAM220A;PURB;ZBTB39;ZBTB6;EXOC8;ATXN1L;ZBTB33;ZBTB5;ADO;ZBED4
Sickle cell anemia ORPHA:232	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CXCR1;IGKC;P2RY14;RNASE6;FPR1;FPR2;IGLC2;GIMAP7;MPEG1;GAPT
Sickle cell-beta-thalassemia disease syndrome ORPHA:251359	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CXCR1;IGKC;P2RY14;RNASE6;FPR1;FPR2;IGLC2;GIMAP7;MPEG1;GAPT
Sickle cell-hemoglobin C disease syndrome ORPHA:251365	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CXCR1;IGKC;P2RY14;RNASE6;FPR1;FPR2;IGLC2;GIMAP7;MPEG1;GAPT
Sickle cell-hemoglobin D disease syndrome ORPHA:251370	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CXCR1;IGKC;P2RY14;RNASE6;FPR1;FPR2;IGLC2;GIMAP7;MPEG1;GAPT
Sickle cell-hemoglobin E disease syndrome ORPHA:251375	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CXCR1;IGKC;P2RY14;RNASE6;FPR1;FPR2;IGLC2;GIMAP7;MPEG1;GAPT
Snowflake vitreoretinal degeneration ORPHA:91496	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	TAS2R50;TAS2R30;TAS2R43;GPR22;TAS2R13;TAS2R46;GPR52;HIST1H1E;TIGD1;POU5F2
Spinocerebellar ataxia type 23 ORPHA:101108	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CCDC177;TCEAL6;TCEAL5;SLITRK1;LRRTM1;TCEAL2;HTR1A;PABPC1L2B;LRRC3B;POU3F4
Split hand-split foot-deafness syndrome ORPHA:71271	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	GJA1;FOXC1;FOXG1;FAM84A;TWIST1;GAS1;ADRA2C;TRAM1L1;SOX21;PCDHB10
Spondyloepimetaphyseal dysplasia, Missouri type ORPHA:93356	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	SPRR3;CLDN4;FGFBP1;GJB4;ACTBL2;GJB3;TACSTD2;SLITRK6;SFN;SPRR1B
Subcutaneous panniculitis-like T-cell lymphoma ORPHA:86884	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CCR1;CXORF21;GPR65;GPR183;C3AR1;RNASE6;TNFAIP8L2;CCR5;GIMAP7;MPEG1
Thrombomodulin-related bleeding disorder ORPHA:436169	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	HCAR2;THBD;CEBPB;MAFB;CEBPD;P2RY2;FPR1;G0S2;KCTD12;TLR2
Timothy syndrome ORPHA:65283	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	CHRM2;ARMCX4;TCEAL7;ISLR;FIBIN;NAP1L3;KCNA4;CD248;GPRASP1;CDR1
Tubulinopathy-associated dysgyria ORPHA:467166	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	ZCCHC12;TCEAL7;MAGEL2;PNMA2;FBLL1;CTXN1;SCG2;FJX1;CCDC184;PCDHB10
Tufted angioma ORPHA:1063	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	ISLR;TMEM125;TRIL;GJA4;APLNR;FAM84A;PCDHB4;CLEC14A;SOD3;ADRA2A
WHIM syndrome ORPHA:51636	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	GPR174;CXORF21;GPR65;GPR183;RNASE6;KCNA3;RHOH;TNFAIP8L2;GIMAP7;S1PR4
Xq21 microdeletion syndrome ORPHA:1435	10/101	0.7281621701024986	0.9999961656375117	0	0	0.8534153071598005	0.27073021328809294	SOX2;SOX3;CCDC177;SOX1;TCEAL5;FUT9;SLITRK1;LRRC3B;POU3F3;POU3F4
Adenosine monophosphate deaminase deficiency ORPHA:45	10/102	0.7394714448100219	0.9999961656375117	0	0	0.8440911702738939	0.2547632693038496	CCR1;TLR1;SAMD9L;IGKC;PTAFR;RNASE6;IGLC2;CCR5;MPEG1;LRRC30
Familial isolated hypoparathyroidism due to impaired PTH secretion ORPHA:189466	10/102	0.7394714448100219	0.9999961656375117	0	0	0.8440911702738939	0.2547632693038496	CNR2;C5AR2;CXCR2;FFAR2;TLR10;OR52K1;CCR4;PPIAL4G;GPR18;C16ORF54
Hemochromatosis type 2 ORPHA:79230	10/102	0.7394714448100219	0.9999961656375117	0	0	0.8440911702738939	0.2547632693038496	MAS1;CYSLTR1;PGBD4;PCDHB1;C5AR2;GPR82;OR7D2;CYP8B1;GDPGP1;CPN2
Isolated growth hormone deficiency type IB ORPHA:231671	10/102	0.7394714448100219	0.9999961656375117	0	0	0.8440911702738939	0.2547632693038496	MOS;SOX3;OR1S2;OR10H3;OR10H4;SOX14;NANOGP8;OR52A1;OR13A1;VRTN
Nasu-Hakola disease ORPHA:2770	10/102	0.7394714448100219	0.9999961656375117	0	0	0.8440911702738939	0.2547632693038496	CCR1;TIFAB;GPR34;PTAFR;C3AR1;RNASE6;FPR3;CCR5;MPEG1;TLR2
Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome ORPHA:538574	10/102	0.7394714448100219	0.9999961656375117	0	0	0.8440911702738939	0.2547632693038496	HCAR3;FGFBP2;LINC00694;CXCR1;CXCR2;RNASE6;FPR2;TNFAIP8L2;S1PR4;ASPRV1
Spinocerebellar ataxia type 37 ORPHA:363710	10/102	0.7394714448100219	0.9999961656375117	0	0	0.8440911702738939	0.2547632693038496	TCEAL7;MAGEL2;TCEAL5;LRRTM1;TCEAL2;TMEM200C;SLITRK3;NAP1L3;LRRC3B;TMEM229A
Spondyloepimetaphyseal dysplasia with joint laxity ORPHA:93359	10/102	0.7394714448100219	0.9999961656375117	0	0	0.8440911702738939	0.2547632693038496	RBM15B;FZD7;TRNP1;FZD8;B3GALT6;ADO;GPRASP2;FJX1;CENPB;PHLDA3
X-linked hypohidrotic ectodermal dysplasia ORPHA:181	10/102	0.7394714448100219	0.9999961656375117	0	0	0.8440911702738939	0.2547632693038496	SMIM10L2B;C8ORF48;GJA1;PCDHB2;PABPC5;FZD8;PCDHB5;ADRA2C;GPRASP2;PHLDA3
Acquired schizencephaly ORPHA:485275	10/103	0.7504601255233826	0.9999961656375117	0	0	0.8349675524608025	0.23969309981540568	NEUROD1;KLLN;NEUROD2;SLITRK2;GPR85;SLITRK5;SOX11;LPAR4;LRRC4C;CHST5
Pediatric systemic lupus erythematosus ORPHA:93552	10/103	0.7504601255233826	0.9999961656375117	0	0	0.8349675524608025	0.23969309981540568	CCR1;TLR1;SOCS3;CEBPB;C3AR1;RHOG;MGAT1;GPR84;TICAM1;CCR5
Follicular lymphoma ORPHA:545	10/104	0.7611272090998724	0.9999961656375117	0	0	0.8260380541756491	0.2254710309245431	CCR1;TLR1;CXORF21;GPR65;GPR183;RNASE6;TNFAIP8L2;CCR5;GIMAP7;MPEG1
NON RARE IN EUROPE: Dementia with Lewy body ORPHA:1648	10/104	0.7611272090998724	0.9999961656375117	0	0	0.8260380541756491	0.2254710309245431	ENHO;SMIM10L2B;KCNF1;TCEAL6;TCEAL5;TCEAL2;FAM43B;FBLL1;TPBGL;PNMA6A
Diffuse cutaneous systemic sclerosis ORPHA:220393	10/105	0.7714725162064245	0.9999961656375117	0	0	0.8172965453280779	0.21205104720220402	CCR1;TLR1;IGKC;CXORF21;PTAFR;RNASE6;IGLC3;IGLC2;CCR5;MPEG1
Multiple endocrine neoplasia type 1 ORPHA:652	10/105	0.7714725162064245	0.9999961656375117	0	0	0.8172965453280779	0.21205104720220402	GJD3;IRF2BP1;KCTD11;HPS6;ZBTB22;ABHD16B;TICAM1;CENPB;ADAT3;TMEM187
Primary biliary cholangitis ORPHA:186	10/108	0.8005873445316579	0.9999961656375117	0	0	0.7921424076238425	0.1761801077308656	SPN;ARL11;CNR2;CXORF21;GPR65;PTAFR;RHOH;TLR10;S1PR4;C16ORF54
Omenn syndrome ORPHA:39041	10/109	0.8096585610514728	0.9999961656375117	0	0	0.7840964713211409	0.16555620661460407	GPR174;SPN;CXORF21;GPR65;RHOH;RAG2;S1PR4;GPR18;RAG1;C16ORF54
Delta-beta-thalassemia ORPHA:231237	9/100	0.8184263846480624	0.9999961656375117	0	0	0.7677355669429645	0.15383257709444162	GP9;LINC00694;CXCR1;OR2W3;CXCR2;FPR1;FPR2;RNASE2;GAPT
Hemoglobin M disease ORPHA:330041	9/100	0.8184263846480624	0.9999961656375117	0	0	0.7677355669429645	0.15383257709444162	GP9;CXCR1;IGKC;CXCR2;FPR1;FPR2;IGLC2;GIMAP7;MPEG1
Acro-renal-ocular syndrome ORPHA:959	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	CLDN6;SOX3;PCDHB2;SKIDA1;ZFP42;SOX11;NANOGP8;VRTN;RPRM
Acute mast cell leukemia ORPHA:566393	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	BEX4;ARMCX4;TCEAL7;P2RY1;APLNR;LRRC4;NAP1L3;NDN;GPRASP1
Alpha-1-antitrypsin deficiency ORPHA:60	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	HCAR2;CCR1;HCAR3;PTAFR;RNASE6;FPR1;FPR2;MPEG1;TLR2
Anterior segment developmental anomaly ORPHA:88632	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	FOXE3;FOXD2;FZD2;FOXD1;H2AFX;SP6;SOX12;ADRA2C;CTXN1
Aplasia of lacrimal and salivary glands ORPHA:86815	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	TMEM100;TCEAL7;GJA1;ISLR;MAGEL2;TRIL;PABPC5;APLNR;FIBIN
Atypical chronic myeloid leukemia ORPHA:98824	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	CXCR1;CXCR2;RNASE6;FPR1;FFAR2;FPR2;RNASE2;MPEG1;GAPT
Autosomal recessive cerebral atrophy ORPHA:363969	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	RNF223;CLDN4;GJB4;PRR15L;STX19;GCNT3;FUT2;GRHL2;FUT3
Autosomal recessive severe congenital neutropenia due to CSF3R deficiency ORPHA:420702	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	CXCR1;CXCR2;RNASE6;FPR1;FFAR2;FPR2;RNASE2;MPEG1;GAPT
Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency ORPHA:423384	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	COA4;DDX28;SF3B5;POP7;NXT1;IMP3;KTI12;GEMIN7;RPP25L
Autosomal recessive spastic paraplegia type 74 ORPHA:468661	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	ZNF891;EXOSC6;PGBD4;FEM1A;CHST12;PCDHB1;C12ORF60;OR7D2;GDPGP1
Biliary atresia with splenic malformation syndrome ORPHA:244283	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	MAGEL2;AMER3;TCEAL5;LRRTM1;TCEAL2;GPR148;KCNA5;INSM1;CDK5R2
Bleeding diathesis due to thromboxane synthesis deficiency ORPHA:220443	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	GP9;CNR2;CHST12;C5AR2;BLOC1S3;TRAPPC5;RHOG;ANXA2R;GP5
Blomstrand lethal chondrodysplasia ORPHA:50945	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	SMIM10L2B;TMEM100;TCEAL7;GJA1;ISLR;TRIL;APLNR;FIBIN;SOD3
Bullous diffuse cutaneous mastocytosis ORPHA:280785	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	BEX4;ARMCX4;TCEAL7;P2RY1;APLNR;LRRC4;NAP1L3;NDN;GPRASP1
Charcot-Marie-Tooth disease type 1C ORPHA:101083	9/101	0.8272565669838801	0.9999961656375117	0	0	0.759347538912182	0.14400296637221996	HCAR2;CCR1;HCAR3;CXCR1;PTAFR;FPR1;RHOG;FPR2;TLR2
