Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Brain - Substantia Nigra Male 60-69 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	FOXB1;CHST6;KCNJ10;TRIL;KCNE5;PRR18;OLIG1;GPR62;OLIG2;TMEM229A;CCDC160
Whole Blood Female 30-39 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	TLR1;ARL11;GP9;FRAT2;CXCR1;PTAFR;RHOG;TNFAIP8L2;TLR5;S1PR4;C16ORF54
Colon - Sigmoid Male 20-29 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	CHRM2;GJC1;HRH1;INAFM2;UBXN10;NPY4R;MAB21L2;TNFAIP8L1;LRRC3;MRGPRD;QRFP
Artery - Coronary Male 30-39 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	C11ORF96;FOXC2;FOXS1;GPR20;KCNA5;S1PR3;FOXL1;PCDHB12;SMIM10;PCDHB9;PCDHB7
Esophagus - Mucosa Male 40-49 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	TMEM184A;RNF223;SPRR3;GJB2;FGFBP1;SAMD9;GJB6;TACSTD2;CALML3;SFN;SPRR2A
Pituitary Female 40-49 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	UBTFL1;OR13C9;NEUROD4;PCDHB1;C2CD4A;GJB7;PRLHR;GPR148;INSM1;OR13C2;OR13C5
Brain - Putamen (Basal Ganglia) Female 50-59 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	ANKRD34B;CHST6;LRRC10B;GPR88;HTR1D;GPR52;DRD1;SOWAHA;TMEM229A;POU3F4;SLC18A3
Breast - Mammary Tissue Male 70-79 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	CLDN5;JUN;SPAAR;JUND;GJA4;S1PR1;TWIST1;C2CD4B;CLEC14A;SPRY1;ADRB2
Brain - Substantia Nigra Male 40-49 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	P2RY12;FOXB1;CHST6;OR2L13;TRIL;KCNE5;MKRN3;PRR18;OLIG1;GPR62;ZNF488
Vagina Female 70-79 Up	11/100	0.40162101572429676	0.9999674121603924	0	0	1.127447506486678	1.0285099086682326	RNF223;LCE3D;ZNF83;LPAR6;CRCT1;PABPC4L;IER5L;SUMO4;MRGPRE;SUPT20HL1;OR2A14
Vagina Female 50-59 Up	8/73	0.4350585013417981	0.9999674121603924	0	0	1.122506543735594	0.9342338767375424	RNF223;LCE3D;LCE3A;GJB2;LPAR6;GJB6;ERVV-1;LCE3E
Breast - Mammary Tissue Female 60-69 Up	5/44	0.44257759411504877	0.9999674121603924	0	0	1.169189161075571	0.9530522400742564	SPAAR;HCAR1;MRGPRX3;CITED4;MRGPRX4
Artery - Coronary Male 70-79 Up	10/96	0.48023592483679256	0.9999674121603924	0	0	1.060344521819321	0.7777391520015451	C11ORF96;FOXC2;FOXC1;FOXS1;TAS2R30;KCNA5;BLID;FOXL1;RNF152;PCDHB8
Colon - Transverse Male 60-69 Up	4/37	0.5042432361104023	0.9999674121603924	0	0	1.1052235482037813	0.7567427128562846	NPY4R;PTGDR2;MAB21L2;RXFP4
Spleen Female 60-69 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	ZNF80;OR2AJ1;CNR2;GPR171;GPR182;CXCR6;OR9G4;CCR5;OR5AK2;MPEG1
Pituitary Female 50-59 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	UBTFL1;OR13C9;NEUROD4;PCDHB1;C2CD4A;GJB7;GPR148;INSM1;OR13C2;SSTR5
Artery - Tibial Male 40-49 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	C11ORF96;FOXC2;FOXC1;AMIGO2;HTR1B;KCNA5;FOXL1;SMIM10;ADRA2C;RHOB
Brain - Cortex Male 40-49 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	BHLHA9;KCNJ4;SLITRK1;KCNS2;ENC1;OR14I1;HTR1A;RNF208;ELFN2;SPRN
Pituitary Male 40-49 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	UBTFL1;NEUROD4;PCDHB1;C2CD4A;GJB7;PRLHR;GPR148;INSM1;ASCL1;OR13C2
Brain - Caudate (Basal Ganglia) Male 60-69 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	ANKRD34B;C1QTNF4;TMEM158;LRRC10B;TRIL;GPR88;HTR1D;DRD1;POU3F2;POU3F4
Brain - Putamen (Basal Ganglia) Male 60-69 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	C1QTNF4;KCNF1;LRRC10B;GPR88;HTR1D;PRR18;DRD1;OLIG2;SOWAHA;SLC18A3
Colon - Sigmoid Female 20-29 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	CHRM2;GJC1;INAFM2;UBXN10;NPY4R;MAB21L2;TNFAIP8L1;MRGPRD;SOX11;QRFP
Vagina Female 20-29 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	RNF223;LCE3D;GJB2;FGFBP1;LCE3A;LPAR5;GJB6;CRCT1;TACSTD2;PRLHR
Uterus Female 20-29 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	GJC1;LINGO2;ISLR;TMEM158;TMEM200A;MYADM;GAS1;POMGNT2;SERTM1;SOX4
Brain - Hippocampus Female 60-69 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	HRK;NEUROD6;MKRN3;PRR18;OLIG1;GPR62;OLIG2;ZNF488;POU3F3;NEUROG3
Brain - Putamen (Basal Ganglia) Female 60-69 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	IFNA6;KCNJ10;LRRC10B;TRIL;GPR88;GPR85;PRR18;OLIG1;OLIG2;SLC18A3
Artery - Tibial Female 50-59 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	C11ORF96;FOXC2;FOXC1;GJA4;AMIGO2;HTR1B;KCNA5;SMIM10;TOB2;RHOB
Skin - Not Sun Exposed (Suprapubic) Male 20-29 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	SPRR4;PSAPL1;XCR1;CALML5;GJB4;GJB3;GJB5;SP6;OR5P2;C1ORF74
Esophagus - Mucosa Male 20-29 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	RNF223;SPRR3;GJB2;FGFBP1;SAMD9;GJB6;TACSTD2;SFN;SPRR2A;SPRR2D
Ovary Female 30-39 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	ARMCX4;CHST7;CCDC8;FOXL2NB;TCEAL1;FOXL2;LPAR4;SOX4;C21ORF62;HS3ST1
Artery - Tibial Female 30-39 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	C11ORF96;FOXC2;FOXC1;ALDH1B1;AMIGO2;ACKR3;SMIM10;JUNB;TOB1;RHOB
Brain - Anterior Cingulate Cortex (BA24) Female 40-49 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	SMIM10L2B;HRK;SMIM10L2A;NEUROD6;SLITRK1;ENC1;OR14I1;RNF182;ELFN2;DRD5
Brain - Caudate (Basal Ganglia) Female 40-49 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	ANKRD34B;LRRC10B;CHRM4;GPR88;GPR85;GPR75;DRD1;OR12D2;POU3F2;POU3F4
Esophagus - Mucosa Female 40-49 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	TMEM184A;RNF223;SPRR3;GJB2;FGFBP1;SAMD9;TACSTD2;SFN;SPRR2A;SPRR2D
Ovary Female 40-49 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	CHST7;CCDC8;FOXL2NB;TCEAL1;FOXL2;LPAR4;FFAR1;SOX4;C21ORF62;HS3ST1
Small Intestine - Terminal Ileum Female 40-49 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	GPR152;ZNF80;CNR2;GPR171;MRGPRX4;OR13A1;GPR82;CHST5;ATOH1;NEUROG3
Artery - Tibial Female 40-49 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	C11ORF96;FOXC2;FOXC1;ALDH1B1;AMIGO2;HTR1B;KCNA5;SMIM10;TOB2;RHOB
Brain - Spinal Cord (Cervical C-1) Female 50-59 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	PAQR8;GPR151;GJC2;GJB1;KCNJ10;OR5J2;OR2L13;OR9A2;GPR62;ZNF488
Brain - Cortex Male 20-29 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	BHLHA9;KCNJ4;KCNF1;CHRM1;SLITRK1;KCNS2;OR14I1;ELFN2;EPOP;SPRN
Brain - Substantia Nigra Male 70-79 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	SOX2;GPR151;FOXB1;C10ORF105;TRIL;KCNE5;PRLHR;PRR18;PPIAL4G;CCDC160
Uterus Female 40-49 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	GJC1;LINGO2;ISLR;TMEM158;TMEM200A;TCEAL1;GAS1;POMGNT2;SERTM1;SUPT20HL1
Brain - Frontal Cortex (BA9) Female 50-59 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	BHLHA9;C3ORF80;HTR1E;SLITRK1;KCNS2;NPBWR2;ENC1;RNF208;NAP1L2;PNMA6A
Adipose - Subcutaneous Male 70-79 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	SMIM3;CLDN5;KRTAP13-4;LRRN4CL;G0S2;COX14;SPRY1;KCTD12;ADRA2A;ZBED3
Brain - Frontal Cortex (BA9) Male 40-49 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	BHLHA9;C1ORF216;C3ORF80;SLITRK1;KCNS2;ENC1;OR14I1;NAP1L2;PNMA2;PNMA6A
Small Intestine - Terminal Ileum Male 70-79 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	GPR174;GPR152;ZNF80;GPR171;OR56B1;SUMO4;OR13A1;OR52N4;OR5D14;ZNF860
Adipose - Subcutaneous Female 70-79 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	MAS1L;SPAAR;HTR1F;HILPDA;S1PR1;ACKR3;SPRY1;THRSP;ADRA2A;PHLDA3
Skin - Not Sun Exposed (Suprapubic) Female 70-79 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	XCR1;GJB4;CAPNS2;GJB3;TREX2;OR5P3;SPTSSB;OR10A3;ASCL2;OR10A6
Pituitary Female 70-79 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	ARC;NEUROD4;RPEL1;PCDHB1;SLITRK1;OR10G3;C2CD4A;GJB7;INSM1;ASCL1
Esophagus - Mucosa Female 70-79 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	TMEM184A;RNF223;RNF222;ARL4D;ERVMER34-1;OLIG3;LPAR6;IFNE;CALML3;SFN
Artery - Tibial Female 70-79 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	C11ORF96;FOXC2;FOXC1;AMIGO2;HTR1B;KCNA5;FOXL1;SMIM10;PCDHB7;RHOB
Brain - Anterior Cingulate Cortex (BA24) Female 20-29 Up	10/100	0.533722166654282	0.9999674121603924	0	0	1.012992148223465	0.6360373708237415	SMIM10L2B;HRK;ATOH7;SMIM10L2A;C1ORF216;NEUROD6;ENC1;OR1L1;NAP1L5;DRD5
Artery - Coronary Female 30-39 Up	2/20	0.6017818749069291	0.9999674121603924	0	0	1.0129395218002812	0.5144317019350378	GPR34;FPR3
Breast - Mammary Tissue Male 60-69 Up	7/74	0.6061786756537866	0.9999674121603924	0	0	0.9522842639593908	0.47669492543158315	CLDN5;RAB6C;SPAAR;HCAR1;NPY2R;S1PR1;KLHDC7A
Adipose - Subcutaneous Male 50-59 Up	8/86	0.6251443725046169	0.9999674121603924	0	0	0.9347449570913258	0.4391176248338202	CLDN5;KRTAP13-4;HTR1F;S1PR1;CLEC14A;SPRY1;KCTD12;ADRA2A
Breast - Mammary Tissue Male 40-49 Up	6/65	0.6313700527021404	0.9999674121603924	0	0	0.926863245878802	0.42623023701748125	CLDN5;SPAAR;HCAR1;NPY2R;S1PR1;ADRB2
Bladder Male 40-49 Up	4/45	0.6621394169883095	0.9999674121603924	0	0	0.8891745886541481	0.3665881396443483	CHRM3;OR10H1;P2RY14;SLITRK6
Pancreas Male 50-59 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	GPR119;OR10G4;OR6M1;LENG9;OR8D4;BHLHA15;RNF186;CHST4;OR4D5
Esophagus - Mucosa Male 50-59 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	TMEM184A;RNF223;SPRR3;GJB2;FGFBP1;CALML3;SFN;SPRR2A;SPRR2D
Colon - Transverse Male 50-59 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	OMP;FZD5;CDC42EP5;NPY4R;REP15;RXFP4;PRR15;GCNT3;ATOH1
Skin - Sun Exposed (Lower Leg) Male 60-69 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	KPRP;PSAPL1;CALML5;GJB4;C2CD4D;RASSF10;C1ORF68;SRY;POU3F1
Artery - Tibial Male 60-69 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	C11ORF96;FOXC2;FOXC1;ALDH1B1;AMIGO2;HTR1B;FOXL1;SMIM10;RHOB
Esophagus - Mucosa Male 60-69 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	TMEM184A;RNF223;RNF222;SPRR3;GJB2;FGFBP1;CRCT1;CALML3;SFN
Esophagus - Mucosa Female 60-69 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	TMEM184A;RNF223;RNF222;SPRR3;GJB2;CRCT1;CALML3;SFN;SPRR2A
Uterus Female 50-59 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	LINGO2;ZCCHC12;ISLR;TMEM200A;TCEAL1;GAS1;ZBTB12;POMGNT2;SERTM1
Pituitary Male 60-69 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	NEUROD4;PCDHB1;OR10G3;C2CD4A;GJB7;PRLHR;INSM1;ASCL1;OR13C2
Brain - Cortex Male 50-59 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	BHLHA9;KCNJ4;CHRM1;KCNS2;LRRC4;RNF208;ELFN2;SPRN;PNMA6A
Brain - Anterior Cingulate Cortex (BA24) Male 50-59 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	SMIM10L2B;SMIM10L2A;ENC1;RNF182;CEND1;RNF208;ELFN2;DRD5;PNMA6A
Whole Blood Female 20-29 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	ARL11;FRAT2;PTAFR;CXCR2;TNFAIP8L2;TLR5;S1PR4;RAG1;C16ORF54
Adipose - Visceral (Omentum) Female 20-29 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	CCDC71L;SMIM3;SOCS3;CDC42EP4;CDC42EP2;BDKRB1;GPBAR1;G0S2;ZBED3
Esophagus - Mucosa Female 50-59 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	TMEM184A;SPRR3;GJB2;FGFBP1;LPAR5;SAMD9;TACSTD2;CALML3;SPRR2A
Artery - Tibial Male 20-29 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	C11ORF96;FOXC2;FOXC1;ALDH1B1;AMIGO2;HTR1B;HRCT1;SMIM10;RHOB
Brain - Hippocampus Female 40-49 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	HRK;SMIM10L2A;FOXD4L6;NEUROD6;ENC1;HTR1A;BHLHE22;FOXD4L3;NEUROG3
Pancreas Female 40-49 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	ASCL5;GPR119;GPR150;OR10G4;LENG9;OR8D4;BHLHA15;RNF186;OR4D5
Vagina Female 40-49 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	RNF223;SPRR3;LCE3D;GJB2;LCE3A;LPAR6;GJB6;CRCT1;LCE3E
Colon - Transverse Female 40-49 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	OMP;PTGDR2;NPY4R;REP15;RXFP4;PRR15;RNF186;CHST5;ATOH1
Pituitary Male 20-29 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	GPR173;ARC;OR13C9;NEUROD4;PCDHB1;OR10G3;C2CD4A;INSM1;OR13C5
Brain - Hippocampus Male 20-29 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	HRK;NEUROD6;LRRTM1;ENC1;HTR1A;BHLHE22;ELFN2;FOXD4L3;NEUROG3
Pituitary Male 70-79 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	OR13C9;NEUROD4;PCDHB1;C2CD4A;INSM1;ASCL1;OR13C2;OR13C5;SSTR5
Brain - Cortex Male 70-79 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	BHLHA9;KCNJ4;FOXG1;NPBWR2;OR2M4;CEND1;RNF208;ELFN2;PNMA6A
Brain - Frontal Cortex (BA9) Female 40-49 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	C3ORF80;SLITRK1;KCNS2;NPBWR2;ENC1;OR14I1;HTR1A;PNMA2;USP17L22
Brain - Putamen (Basal Ganglia) Female 40-49 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	FOXE3;LRRC10B;GPR88;GPR85;OR5AN1;DRD1;LRRC3B;PPIAL4G;SLC18A3
Nerve - Tibial Female 20-29 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	FOXD3;FOXD2;FGFBP2;FOXD1;TMEM215;SMCO3;OR2AT4;ACKR2;OR6B2
Skin - Sun Exposed (Lower Leg) Male 70-79 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	SPRR2G;PSAPL1;GJB4;LCE5A;C1ORF68;SPTSSB;OR5P2;SRY;OR10A6
Artery - Tibial Male 70-79 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	C11ORF96;KBTBD13;FOXC2;FOXC1;PCDHB16;HTR1B;FOXL1;SMIM10;RHOB
Minor Salivary Gland Female 40-49 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	ASCL3;MRGPRX3;GPR21;RNASE8;TMEM200C;SLITRK6;RNF183;FUT2;CCDC160
Minor Salivary Gland Female 20-29 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	TIGD2;RNASE8;TMEM200C;TACSTD2;SLITRK6;FUT2;OR9G4;SOX4;CCDC160
Esophagus - Mucosa Male 70-79 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	TMEM184A;RNF223;RNF222;SPRR3;GJB2;RAP2B;GJB6;CRCT1;CALML3
Brain - Anterior Cingulate Cortex (BA24) Male 30-39 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	BHLHA9;P2RY12;C1ORF216;ENC1;HTR1A;RNF182;PRSS35;LRRC3B;SSTR4
Cervix - Endocervix Female 40-49 Up	9/100	0.666001825033222	0.9999674121603924	0	0	0.9011659072634682	0.3662904793501539	ISLR;FOXL2NB;FOXL2;ADRA2C;SERTM1;OR4C15;ELFN1;SOX4;OR10AC1
Adipose - Visceral (Omentum) Female 40-49 Up	6/68	0.6751555786032017	0.9999674121603924	0	0	0.881867727205774	0.34640833840422847	SOCS3;SPAAR;GAS1;GPR4;SPRY1;THRSP
Esophagus - Muscularis Female 60-69 Up	5/65	0.7827264312148228	0.9999674121603924	0	0	0.7590855307640297	0.18595472300674892	CHRM3;CYSLTR1;TPBG;SLITRK3;S1PR3
Adipose - Subcutaneous Female 60-69 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	SMIM3;CLDN5;SPAAR;S1PR1;CLEC14A;ACKR2;KCTD12;ADRA2A
Artery - Tibial Female 60-69 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	C11ORF96;FOXC2;FOXC1;AMIGO2;HTR1B;KCNA5;FOXL1;RHOB
Brain - Cortex Female 60-69 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	BHLHA9;KCNJ4;CHRM1;FOXD4L6;FOXG1;RNF208;ELFN2;PNMA6A
Spleen Male 50-59 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	OR2AJ1;CNR2;GPR182;CXCR6;OR9G4;CCR5;OR5AK2;MPEG1
Testis Male 60-69 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	CCT8L2;KRTAP20-4;EID3;NAA11;NACA2;DDX53;CCDC70;USP29
Pancreas Male 60-69 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	GPR119;GPR150;OR10G4;OR6M1;BHLHA15;RNF186;CHST4;OR4D5
Pancreas Female 60-69 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	GPR119;GPR150;OR10G4;OR8D4;BHLHA15;RNF186;CHST4;OR4D5
Whole Blood Female 50-59 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	HCAR2;HCAR3;CXCR1;CXCR2;RHOG;KCNJ15;FPR2;TLR2
Pituitary Male 50-59 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	NEUROD4;PCDHB1;OR10G3;GJB7;PRLHR;INSM1;ASCL1;OR13C2
Brain - Frontal Cortex (BA9) Male 50-59 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	BHLHA9;C3ORF80;NEUROD6;KCNS2;NPBWR2;ENC1;OR14I1;NAP1L2
Ovary Female 60-69 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	CHST7;FOXL2NB;FOXL2;LPAR4;FFAR1;C21ORF62;HS3ST1;TCEAL9
Esophagus - Mucosa Female 20-29 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	RNF223;SPRR3;GJB2;FGFBP1;SAMD9;TACSTD2;SPRR2A;SPRR2D
Esophagus - Gastroesophageal Junction Female 20-29 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	CHRM3;CYSLTR1;INAFM2;MAGEB17;SLITRK3;MRGPRD;S1PR3;RAB9B
Ovary Female 20-29 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	CHST7;FOXL2NB;TCEAL1;FOXL2;LPAR4;FFAR1;SOX4;HS3ST1
Artery - Tibial Female 20-29 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	C11ORF96;FOXC2;FOXC1;AMIGO2;HTR1B;KCNA5;SMIM10;RHOB
Esophagus - Mucosa Male 30-39 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	TMEM184A;SPRR3;GJB2;FGFBP1;SAMD9;GJB6;TACSTD2;SPRR2A
Minor Salivary Gland Male 30-39 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	ASCL3;RNASE8;TMEM200C;SLITRK6;GCNT3;FUT2;PHLDA1;CCDC160
Brain - Caudate (Basal Ganglia) Female 60-69 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	SOX2;ANKRD34B;MC4R;LRRC10B;TRIL;GPR88;DRD1;POU3F4
Ovary Female 50-59 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	CHST7;FOXL2NB;FOXL2;LPAR4;SOX4;C21ORF62;HS3ST1;TCEAL9
Adipose - Subcutaneous Female 50-59 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	SMIM3;CLDN5;KRTAP13-4;S1PR1;CLEC14A;ACKR2;KCTD12;ADRA2A
Breast - Mammary Tissue Male 20-29 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	CEBPA;RAB6C;SPAAR;HCAR1;NPY2R;G0S2;ADRA2A;ZBED3
Colon - Transverse Male 20-29 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	CDC42EP5;NPY4R;REP15;RXFP4;PRR15;GCNT3;CHST5;ATOH1
Nerve - Tibial Male 20-29 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	FOXD3;FOXD2;FGFBP2;FOXD1;TMEM215;SMCO3;KCTD11;OR6B2
Brain - Amygdala Male 50-59 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	SOX2;SOX1;TRIL;OLIG1;OLIG2;KCTD4;ELFN2;LRRC3B
Cells - EBV-transformed Lymphocytes Male 60-69 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	OR2T3;GPR15;TIFA;GPR55;CCR8;B3GNT2;TLR10;OR6S1
Brain - Spinal Cord (Cervical C-1) Male 60-69 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	PAQR8;GJC2;OR5J2;CHRM5;OR9A2;GPR62;HSPA2;ZNF488
Esophagus - Mucosa Female 30-39 Up	8/100	0.7838521165810345	0.9999674121603924	0	0	0.7918828802967739	0.19285112062566345	SPRR3;GJB2;FGFBP1;SOWAHB;SAMD9;GJB6;TACSTD2;SPRR2A
