Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Vegetative stage	2/27	0.8298124488221114	0.9999961489507013	0	0	0.621422300263389	0.11592979081496099	PPP3R2;TAAR8
Enterocyte	1/15	0.8373645287348396	0.9999961489507013	0	0	0.5549426440167994	0.09849998028604573	MGAT1
Gbm cell	1/15	0.8373645287348396	0.9999961489507013	0	0	0.5549426440167994	0.09849998028604573	SOX2
L-1210 cell	1/15	0.8373645287348396	0.9999961489507013	0	0	0.5549426440167994	0.09849998028604573	HIST1H2AM
Mucilage	1/15	0.8373645287348396	0.9999961489507013	0	0	0.5549426440167994	0.09849998028604573	PYDC1
Muscle stem cell	1/15	0.8373645287348396	0.9999961489507013	0	0	0.5549426440167994	0.09849998028604573	CCDC140
Myelocyte	1/15	0.8373645287348396	0.9999961489507013	0	0	0.5549426440167994	0.09849998028604573	FUT4
Oral squamous cell carcinoma cell	1/15	0.8373645287348396	0.9999961489507013	0	0	0.5549426440167994	0.09849998028604573	DNAJB7
Palatine uvula	1/15	0.8373645287348396	0.9999961489507013	0	0	0.5549426440167994	0.09849998028604573	SMCP
Spermatocyte	1/15	0.8373645287348396	0.9999961489507013	0	0	0.5549426440167994	0.09849998028604573	FUT3
Tou	1/15	0.8373645287348396	0.9999961489507013	0	0	0.5549426440167994	0.09849998028604573	ADAT3
Vitreous humor	1/15	0.8373645287348396	0.9999961489507013	0	0	0.5549426440167994	0.09849998028604573	H3F3C
nd7/23	1/15	0.8373645287348396	0.9999961489507013	0	0	0.5549426440167994	0.09849998028604573	GPR151
Theca cell	2/28	0.8448959147839691	0.9999961489507013	0	0	0.5974876747484298	0.1007016702764542	REP15;FOXL2
Ureter	2/28	0.8448959147839691	0.9999961489507013	0	0	0.5974876747484298	0.1007016702764542	CHRM3;CHRM4
Chondrosarcoma cell	3/40	0.8497880662626752	0.9999961489507013	0	0	0.6296691948865862	0.10249018088490992	FOXD4;GJC2;TMEM119
CEM cell	1/16	0.8559187071966697	0.9999961489507013	0	0	0.5179172151528448	0.08057749589336627	ERVW-1
Groin	1/16	0.8559187071966697	0.9999961489507013	0	0	0.5179172151528448	0.08057749589336627	POU3F1
Hca-F cell	1/16	0.8559187071966697	0.9999961489507013	0	0	0.5179172151528448	0.08057749589336627	CDC42EP5
Marrow cell	1/16	0.8559187071966697	0.9999961489507013	0	0	0.5179172151528448	0.08057749589336627	THBD
NCI-H1299 cell	1/16	0.8559187071966697	0.9999961489507013	0	0	0.5179172151528448	0.08057749589336627	MORF4L2
Pulmonary vein	1/16	0.8559187071966697	0.9999961489507013	0	0	0.5179172151528448	0.08057749589336627	GJA5
SCHNEIDER-2 cell	1/16	0.8559187071966697	0.9999961489507013	0	0	0.5179172151528448	0.08057749589336627	GPR148
Spermatogonium	1/16	0.8559187071966697	0.9999961489507013	0	0	0.5179172151528448	0.08057749589336627	NEUROG3
rtg2	1/16	0.8559187071966697	0.9999961489507013	0	0	0.5179172151528448	0.08057749589336627	HSPA6
sc1	1/16	0.8559187071966697	0.9999961489507013	0	0	0.5179172151528448	0.08057749589336627	ERVW-1
Myeloid progenitor cell	2/29	0.8587538896676933	0.9999961489507013	0	0	0.5753259844568009	0.08760655955222668	CEBPA;FUT4
Blood clot	5/63	0.8592612901154363	0.9999961489507013	0	0	0.6692686623721107	0.10151615905398312	P2RY12;THBD;P2RY1;GP1BA;BHLHE22
Gill	3/41	0.8614104088790601	0.9999961489507013	0	0	0.6130642812565009	0.0914595183002441	ZNHIT2;CLDN3;CLDN12
Periosteum	2/30	0.8714696191791189	0.9999961489507013	0	0	0.5547472720431457	0.0763189537647599	SOX2;BHLHE22
Blastomere	3/42	0.8722348485890328	0.9999961489507013	0	0	0.5973109016587278	0.08165035121595152	SOX2;NOG;ADO
Cervical mucus	1/17	0.8723569384433939	0.9999961489507013	0	0	0.4855199648968846	0.0663009584300807	HIST3H3
Ciliary body	1/17	0.8723569384433939	0.9999961489507013	0	0	0.4855199648968846	0.0663009584300807	GJB6
Interstitial cell	1/17	0.8723569384433939	0.9999961489507013	0	0	0.4855199648968846	0.0663009584300807	GJA1
Juice	1/17	0.8723569384433939	0.9999961489507013	0	0	0.4855199648968846	0.0663009584300807	TAS2R19
Megakaryocyte cell line	1/17	0.8723569384433939	0.9999961489507013	0	0	0.4855199648968846	0.0663009584300807	GP1BA
Morula	1/17	0.8723569384433939	0.9999961489507013	0	0	0.4855199648968846	0.0663009584300807	HIST1H2AB
Np	1/17	0.8723569384433939	0.9999961489507013	0	0	0.4855199648968846	0.0663009584300807	BASP1
Ovum	1/17	0.8723569384433939	0.9999961489507013	0	0	0.4855199648968846	0.0663009584300807	ZNF830
Phrenic nerve	1/17	0.8723569384433939	0.9999961489507013	0	0	0.4855199648968846	0.0663009584300807	HTR1A
Wes	1/17	0.8723569384433939	0.9999961489507013	0	0	0.4855199648968846	0.0663009584300807	OR1B1
Wing disc	1/17	0.8723569384433939	0.9999961489507013	0	0	0.4855199648968846	0.0663009584300807	FZD2
mbl2	1/17	0.8723569384433939	0.9999961489507013	0	0	0.4855199648968846	0.0663009584300807	MAGEA3
NIH-3T3 cell	9/109	0.8863780491731467	0.9999961489507013	0	0	0.6982826948480846	0.08422108197995107	CEBPA;JUN;CEBPB;RAP2B;CEBPD;IRS1;ERVW-1;GAS1;RHOB
Embryoid body	4/55	0.8865609410182062	0.9999961489507013	0	0	0.6088769426927185	0.07331207940844356	SOX2;SOX1;NOG;FUT4
Cement gland	1/18	0.8869204338279106	0.9999961489507013	0	0	0.45693415584750796	0.05483210019021732	NOG
Epidermal stem cell	1/18	0.8869204338279106	0.9999961489507013	0	0	0.45693415584750796	0.05483210019021732	IVL
Feather bud	1/18	0.8869204338279106	0.9999961489507013	0	0	0.45693415584750796	0.05483210019021732	NOG
GH4-C1 cell	1/18	0.8869204338279106	0.9999961489507013	0	0	0.45693415584750796	0.05483210019021732	SCG2
Inferior vena cava	1/18	0.8869204338279106	0.9999961489507013	0	0	0.45693415584750796	0.05483210019021732	IVL
Limb bud	1/18	0.8869204338279106	0.9999961489507013	0	0	0.45693415584750796	0.05483210019021732	MAB21L2
Malpighian tubule	1/18	0.8869204338279106	0.9999961489507013	0	0	0.45693415584750796	0.05483210019021732	CRH
PC-3 cell	1/18	0.8869204338279106	0.9999961489507013	0	0	0.45693415584750796	0.05483210019021732	TOB2
Retinal ganglion cell	1/18	0.8869204338279106	0.9999961489507013	0	0	0.45693415584750796	0.05483210019021732	DCAF4L2
Silk gland	1/18	0.8869204338279106	0.9999961489507013	0	0	0.45693415584750796	0.05483210019021732	LCE1A
Style	1/18	0.8869204338279106	0.9999961489507013	0	0	0.45693415584750796	0.05483210019021732	PPP1R3B
Trophoblast	14/161	0.8900744223255984	0.9999961489507013	0	0	0.7385785735300299	0.08600762198391336	UCN;ERVFRD-1;IFNA1;TPBG;ERV3-1;TACSTD2;ASCL2;SOX2;GJA1;GJB3;ERVW-1;CRH;PLAC1;PHLDA2
Whole plant	3/44	0.8916590650033168	0.9999961489507013	0	0	0.5681095150872457	0.06514593252913177	NOG;FOXL2;IVL
Hair follicle	2/32	0.8937917126531646	0.9999961489507013	0	0	0.517705589698566	0.05812928541465291	KRTAP5-9;GJB6
MEL cell	2/32	0.8937917126531646	0.9999961489507013	0	0	0.517705589698566	0.05812928541465291	HIST1H2BO;MAGEA1
Melanocyte	1/19	0.8998229183279427	0.9999961489507013	0	0	0.4315245478036176	0.04555056288344685	CGGBP1
A-431 cell	1/19	0.8998229183279427	0.9999961489507013	0	0	0.4315245478036176	0.04555056288344685	JUN
Epi	1/19	0.8998229183279427	0.9999961489507013	0	0	0.4315245478036176	0.04555056288344685	DCAF12L1
Gastrointestinal stromal tumor cell	1/19	0.8998229183279427	0.9999961489507013	0	0	0.4315245478036176	0.04555056288344685	ZNF501
Oocyst	1/19	0.8998229183279427	0.9999961489507013	0	0	0.4315245478036176	0.04555056288344685	TAAR6
Trophozoite	1/19	0.8998229183279427	0.9999961489507013	0	0	0.4315245478036176	0.04555056288344685	CHRM2
Motoneuron	3/46	0.9083910323062587	0.9999961489507013	0	0	0.5416245365689248	0.05203947004037441	ANG;GEMIN7;UBQLN2
Somite	4/58	0.9095624279158705	0.9999961489507013	0	0	0.5749528086962182	0.054500721705767724	FOXC2;MSGN1;NRARP;LRRN1
Hepatoblastoma cell	1/20	0.9112537611520577	0.9999961489507013	0	0	0.4087896353432946	0.03799040209384915	CPN2
Squamous cell carcinoma cell	1/20	0.9112537611520577	0.9999961489507013	0	0	0.4087896353432946	0.03799040209384915	FUT3
Adult liver stem cell	1/20	0.9112537611520577	0.9999961489507013	0	0	0.4087896353432946	0.03799040209384915	FOXL1
BGC-823 cell	1/20	0.9112537611520577	0.9999961489507013	0	0	0.4087896353432946	0.03799040209384915	OR2D2
af1	1/20	0.9112537611520577	0.9999961489507013	0	0	0.4087896353432946	0.03799040209384915	PNRC2
wc1	1/20	0.9112537611520577	0.9999961489507013	0	0	0.4087896353432946	0.03799040209384915	ZNF501
Acute promyelocytic leukemia cell	2/34	0.9124611539211974	0.9999961489507013	0	0	0.4852941176470588	0.04445768030497891	CCDC85B;IER2
Conceptus	2/34	0.9124611539211974	0.9999961489507013	0	0	0.4852941176470588	0.04445768030497891	IFNA1;ASCL2
U2-OS cell	2/34	0.9124611539211974	0.9999961489507013	0	0	0.4852941176470588	0.04445768030497891	H2AFX;TOR1AIP2
Autonomic nervous system	5/70	0.9129918525038753	0.9999961489507013	0	0	0.5969568892645816	0.05433998411522324	MC4R;CRH;ADRB1;ASCL1;SLC18A3
Umbilical vein endothelial cell	3/47	0.9158461118962344	0.9999961489507013	0	0	0.5292849443047072	0.04652781377358593	ARL4A;S1PR1;CHST2
Primordium	8/104	0.9176764068820493	0.9999961489507013	0	0	0.6464201877934272	0.055534248222722536	SOX2;NANOS1;NANOS2;CCDC8;NOG;FOXL2;SRY;FUT4
Ureteric bud	2/35	0.9205967196720755	0.9999961489507013	0	0	0.4705616303509192	0.038931074584244205	FOXD1;SPRY1
Abscission zone	1/21	0.9213807500550676	0.9999961489507013	0	0	0.3883282141290039	0.03179705928132637	ARL14
Chorioallantois	1/21	0.9213807500550676	0.9999961489507013	0	0	0.3883282141290039	0.03179705928132637	ANG
Chorionic villus	1/21	0.9213807500550676	0.9999961489507013	0	0	0.3883282141290039	0.03179705928132637	SRY
Cotton fibre	1/21	0.9213807500550676	0.9999961489507013	0	0	0.3883282141290039	0.03179705928132637	TBCC
Fascicle	1/21	0.9213807500550676	0.9999961489507013	0	0	0.3883282141290039	0.03179705928132637	OMP
Fer	1/21	0.9213807500550676	0.9999961489507013	0	0	0.3883282141290039	0.03179705928132637	C5ORF30
GH3 cell	1/21	0.9213807500550676	0.9999961489507013	0	0	0.3883282141290039	0.03179705928132637	SSTR2
JEG-3 cell	1/21	0.9213807500550676	0.9999961489507013	0	0	0.3883282141290039	0.03179705928132637	ZNHIT2
LNCaP cell	1/21	0.9213807500550676	0.9999961489507013	0	0	0.3883282141290039	0.03179705928132637	OR51E2
nuc1	1/21	0.9213807500550676	0.9999961489507013	0	0	0.3883282141290039	0.03179705928132637	UTP3
Keratinocyte	11/137	0.9221547156667258	0.9999961489507013	0	0	0.6769432027254857	0.054861010487752056	SPRR2E;SPRR3;FOXE1;CHRM5;CRCT1;RNASE7;SFN;SPRR1A;SPRR1B;IVL;SPRR2D
Rectal cancer cell	2/36	0.928015996082625	0.9999961489507013	0	0	0.45669575995455247	0.034118054647325424	FAM156B;FAM156A
Bloodstream form	2/36	0.928015996082625	0.9999961489507013	0	0	0.45669575995455247	0.034118054647325424	TKTL2;PEX2
Pulp	2/36	0.928015996082625	0.9999961489507013	0	0	0.45669575995455247	0.034118054647325424	GJB6;DNAJB7
HEp-2 cell	1/22	0.9303525505545975	0.9999961489507013	0	0	0.3698154996970267	0.026697601492828866	IFNB1
Hemolymph	1/22	0.9303525505545975	0.9999961489507013	0	0	0.3698154996970267	0.026697601492828866	BIRC8
Megagametophyte	1/22	0.9303525505545975	0.9999961489507013	0	0	0.3698154996970267	0.026697601492828866	DOLK
Myeloid cell line	1/22	0.9303525505545975	0.9999961489507013	0	0	0.3698154996970267	0.026697601492828866	CEBPA
Reticulum	1/22	0.9303525505545975	0.9999961489507013	0	0	0.3698154996970267	0.026697601492828866	SLN
Tubercle	1/22	0.9303525505545975	0.9999961489507013	0	0	0.3698154996970267	0.026697601492828866	FAM220A
g2	1/22	0.9303525505545975	0.9999961489507013	0	0	0.3698154996970267	0.026697601492828866	H2AFX
Lamina propria	3/50	0.9350092132034535	0.9999961489507013	0	0	0.4954167017071735	0.033291455438693336	RAG2;RAG1;TLR2
rab9	3/50	0.9350092132034535	0.9999961489507013	0	0	0.4954167017071735	0.033291455438693336	RAB9A;RAB9B;RAB40AL
ChaGo-K-1 cell	1/23	0.938300883434309	0.9999961489507013	0	0	0.3529857593043201	0.022479760473356408	PRR9
Hepa-RG cell	1/23	0.938300883434309	0.9999961489507013	0	0	0.3529857593043201	0.022479760473356408	CYP8B1
Tuber	1/23	0.938300883434309	0.9999961489507013	0	0	0.3529857593043201	0.022479760473356408	PYDC1
Schwann cell	5/75	0.93942129125291	0.9999961489507013	0	0	0.554160125588697	0.0346301539109776	SOX2;JUN;GJB1;KCNA1;POU3F1
Kinetoplastid	3/51	0.9404433889596557	0.9999961489507013	0	0	0.4850680720245938	0.029785034787665206	SF3B5;PEX2;CTXN1
Flagellum	2/38	0.9409318790381318	0.9999961489507013	0	0	0.4312749975612135	0.02625797730096794	TLR5;TSSK2
Middle ear	2/38	0.9409318790381318	0.9999961489507013	0	0	0.4312749975612135	0.02625797730096794	DOLK;TLR2
Notochord	2/38	0.9409318790381318	0.9999961489507013	0	0	0.4312749975612135	0.02625797730096794	MSGN1;NOG
Cerebellar Purkinje cell	1/24	0.9453424561000674	0.9999961489507013	0	0	0.3376194745979358	0.018976925464740817	ATXN1L
Mo-B cell	1/24	0.9453424561000674	0.9999961489507013	0	0	0.3376194745979358	0.018976925464740817	DNAJC28
Optic cup	1/24	0.9453424561000674	0.9999961489507013	0	0	0.3376194745979358	0.018976925464740817	MAB21L2
Procyclic form	2/39	0.9465322167818214	0.9999961489507013	0	0	0.41959518781292265	0.02305686932579719	TKTL2;PEX2
Female pudendum	1/25	0.9515806728123832	0.9999961489507013	0	0	0.3235337136170835	0.016057240580024286	SRY
Meiotic cell	2/40	0.9516239848355529	0.9999961489507013	0	0	0.40853010489348923	0.020257086227426183	HUS1B;HSPA2
Ectoderm	10/136	0.9552066725396321	0.9999961489507013	0	0	0.6151318089644081	0.028189984272382118	NEUROD1;FZD1;SOX3;FOXD3;FOXE3;SOX1;FOXG1;NOG;NEUROG1;NEUROG2
Vas deferens	2/41	0.9562502932469302	0.9999961489507013	0	0	0.3980324621237703	0.017806215909004757	HRH1;P2RY2
Insulinoma cell	1/26	0.9571071504385581	0.9999961489507013	0	0	0.31057481351469945	0.013615577732122436	KCNA5
Rhabdomyosarcoma cell	1/26	0.9571071504385581	0.9999961489507013	0	0	0.31057481351469945	0.013615577732122436	NEUROD1
Mononuclear cell	2/42	0.9604510370022613	0.9999961489507013	0	0	0.3880597014925373	0.01565909165336962	THBD;MAGEA3
Pituitary gland tumor cell	1/27	0.9620030617671093	0.9999961489507013	0	0	0.2986127518817295	0.011567554957440128	PTTG2
Hypodermal seam cell	1/27	0.9620030617671093	0.9999961489507013	0	0	0.2986127518817295	0.011567554957440128	MAGEH1
Meniscus	1/27	0.9620030617671093	0.9999961489507013	0	0	0.2986127518817295	0.011567554957440128	SPRR2G
N1E-115 cell	1/27	0.9620030617671093	0.9999961489507013	0	0	0.2986127518817295	0.011567554957440128	RAP2B
Neurofibrillary tangle	1/27	0.9620030617671093	0.9999961489507013	0	0	0.2986127518817295	0.011567554957440128	PRNP
Vestibular hair cell	1/27	0.9620030617671093	0.9999961489507013	0	0	0.2986127518817295	0.011567554957440128	ATOH1
Palate	4/69	0.9623923428591137	0.9999961489507013	0	0	0.4773556847370556	0.01829850918868131	SMCP;FOXE1;NHLH1;PRSS35
Uterine endometrial cancer cell	2/43	0.9642630691103565	0.9999961489507013	0	0	0.3785734169896572	0.013776713800823187	ACTBL2;ZBTB33
BTO:0000964	20/247	0.9645527388279909	0.9999961489507013	0	0	0.6819617168921289	0.024612522221374195	KCNJ4;RSC1A1;KCNE2;KCNJ10;GPR12;KCNJ11;KCNJ12;KCNA1;KCNA3;KCNA4;KCNA5;GPR3;BHLHE22;MOS;GJB2;H1F0;GJB1;GJA3;GJA4;KCNJ2
Cementum	1/28	0.9663403255026549	0.9999961489507013	0	0	0.2875367688882388	0.009845029794484393	CEMP1
Imaginal disc	1/28	0.9663403255026549	0.9999961489507013	0	0	0.2875367688882388	0.009845029794484393	KLHL25
Pavement epithelium	1/28	0.9663403255026549	0.9999961489507013	0	0	0.2875367688882388	0.009845029794484393	IVL
Swiss-3T3 cell	1/28	0.9663403255026549	0.9999961489507013	0	0	0.2875367688882388	0.009845029794484393	RAP2B
BTO:0002979	2/44	0.9677203750614164	0.9999961489507013	0	0	0.3695388603202475	0.012125346842230732	RNASE3;FUT2
Lymphocyte	5/84	0.9694688173075532	0.9999961489507013	0	0	0.49077757685352624	0.01521752486675314	PCBP1;KCNA3;S1PR5;HIST2H2BE;HIST2H2AC
AtT-20 cell	1/29	0.9701826610249374	0.9999961489507013	0	0	0.27725192753714034	0.008392669498206887	CRH
PC-12 cell	1/29	0.9701826610249374	0.9999961489507013	0	0	0.27725192753714034	0.008392669498206887	NEUROD6
Sertoli cell	4/72	0.9707197076495956	0.9999961489507013	0	0	0.45621833970846687	0.013557675790078626	GJA1;CLDN3;FOXL2;SRY
Aorta endothelium	1/30	0.9735865226036067	0.9999961489507013	0	0	0.2676763855895659	0.007165316809273631	SAMD9
Hematopoietic stem cell	1/30	0.9735865226036067	0.9999961489507013	0	0	0.2676763855895659	0.007165316809273631	DUSP22
Fat body	1/30	0.9735865226036067	0.9999961489507013	0	0	0.2676763855895659	0.007165316809273631	BIRC8
Microspore	1/30	0.9735865226036067	0.9999961489507013	0	0	0.2676763855895659	0.007165316809273631	YY2
Urethra	1/30	0.9735865226036067	0.9999961489507013	0	0	0.2676763855895659	0.007165316809273631	SRY
Scolopidium	2/46	0.9736934576312017	0.9999961489507013	0	0	0.3527017319818022	0.009402587332958071	NEUROD4;FUT4
Mesoderm	5/86	0.9739178863828508	0.9999961489507013	0	0	0.47860534527201193	0.012648718206661625	FZD1;FOXD3;FZD7;NOG;SRY
U-937 cell	4/74	0.9752763628468427	0.9999961489507013	0	0	0.443133316595531	0.01109357629094979	CEBPB;JUN;IFNA1;IFNB1
Peripheral nerve	11/157	0.975382364784178	0.9999961489507013	0	0	0.5835471543193852	0.01454533055541726	SOX2;NEUROD1;JUN;OMP;GJB1;KCNA1;MRGPRD;POU3F1;NEUROG1;ATOH1;NEUROG2
Astrocytoma cell	2/47	0.9762644244211012	0.9999961489507013	0	0	0.3448444054238611	0.008283784235523851	POU5F1B;LRRN2
Macrophage	1/31	0.9766019276203022	0.9999961489507013	0	0	0.25873921310516307	0.006125949338658883	TLR5
Neutrophil	1/31	0.9766019276203022	0.9999961489507013	0	0	0.25873921310516307	0.006125949338658883	HCAR3
Ascidian	1/31	0.9766019276203022	0.9999961489507013	0	0	0.25873921310516307	0.006125949338658883	SPTSSB
Endochondral bone	1/31	0.9766019276203022	0.9999961489507013	0	0	0.25873921310516307	0.006125949338658883	DSEL
Preosteoblast	1/31	0.9766019276203022	0.9999961489507013	0	0	0.25873921310516307	0.006125949338658883	NOG
Shoot tip	1/31	0.9766019276203022	0.9999961489507013	0	0	0.25873921310516307	0.006125949338658883	SPRN
Trigeminal nerve	1/31	0.9766019276203022	0.9999961489507013	0	0	0.25873921310516307	0.006125949338658883	OST4
Blood vessel endothelium	8/124	0.9774025209514767	0.9999961489507013	0	0	0.5343613404565323	0.01221374481616667	GJA1;JUN;GJA5;P2RY2;GJA4;AGTR2;HSPB3;SOD3
3T3-L1 cell	5/88	0.9777574403268128	0.9999961489507013	0	0	0.46701972726069113	0.010504980966051283	CEBPA;SOCS3;CEBPB;CEBPD;IRS1
Embryonic fibroblast	5/88	0.9777574403268128	0.9999961489507013	0	0	0.46701972726069113	0.010504980966051283	SOX2;JUN;IFNB1;H2AFX;FUT4
Plant embryo	3/62	0.9779587727207839	0.9999961489507013	0	0	0.3943860119247002	0.008789982563001756	TWIST1;PYDC1;ZBTB22
Stratified epithelium	2/48	0.9785913753947579	0.9999961489507013	0	0	0.3373287017597435	0.007300168679033322	KPRP;IVL
Choriocarcinoma cell	1/32	0.9792731900233934	0.9999961489507013	0	0	0.25037863239394753	0.005244086639591523	FAM110A
Cob	1/32	0.9792731900233934	0.9999961489507013	0	0	0.25037863239394753	0.005244086639591523	HMGN4
High endothelial venule	1/32	0.9792731900233934	0.9999961489507013	0	0	0.25037863239394753	0.005244086639591523	CHST4
Sciatic nerve	1/32	0.9792731900233934	0.9999961489507013	0	0	0.25037863239394753	0.005244086639591523	JUN
Femur	3/63	0.9799170547495258	0.9999961489507013	0	0	0.3877909530083443	0.007867250367901545	AMIGO2;TWIST1;HYLS1
Conjunctiva	2/49	0.9806965036359122	0.9999961489507013	0	0	0.33013281527282234	0.006435028648908224	IFNA2;RNASE3
Periodontal ligament	2/49	0.9806965036359122	0.9999961489507013	0	0	0.33013281527282234	0.006435028648908224	DNAJB7;CEMP1
Endoderm	5/90	0.9810635570987034	0.9999961489507013	0	0	0.4559793148028442	0.008717427789880092	NEUROD1;FOXD3;SOX1;NOG;NEUROG3
Pancreatic cancer cell line	1/33	0.9816395706234522	0.9999961489507013	0	0	0.24254058797718298	0.004494537590327474	RXFP4
Distal tip	1/33	0.9816395706234522	0.9999961489507013	0	0	0.24254058797718298	0.004494537590327474	OR1J2
Filopodium	1/33	0.9816395706234522	0.9999961489507013	0	0	0.24254058797718298	0.004494537590327474	RHOG
Merozoite	1/33	0.9816395706234522	0.9999961489507013	0	0	0.24254058797718298	0.004494537590327474	HSPB3
Thyroid nodule	1/33	0.9816395706234522	0.9999961489507013	0	0	0.24254058797718298	0.004494537590327474	OTUD1
adipose-derived stem cell	1/33	0.9816395706234522	0.9999961489507013	0	0	0.24254058797718298	0.004494537590327474	SOX2
Cancer stem cell	4/78	0.9824629749441232	0.9999961489507013	0	0	0.41908516600959483	0.007414714792700461	SOX2;TWIST1;DNAJB8;SRY
Hair cell	5/91	0.9825381319179449	0.9999961489507013	0	0	0.45065167390748784	0.007938736164683137	SOX2;NEUROD1;KCNJ10;NEUROG1;ATOH1
Colonic mucosa	2/50	0.9826001156332635	0.9999961489507013	0	0	0.32323675738952296	0.005673788238338676	TOR4A;RNF186
Umbilical vein	1/34	0.9837358528918657	0.9999961489507013	0	0	0.23517757655537383	0.003856409010770736	PHLDA2
Seminiferous epithelium	1/34	0.9837358528918657	0.9999961489507013	0	0	0.23517757655537383	0.003856409010770736	GJA1
Acute lymphoblastic leukemia cell	2/51	0.9843207738143214	0.9999961489507013	0	0	0.31662217125656233	0.00500372119723256	SOX2;IFNA1
Sputum	2/51	0.9843207738143214	0.9999961489507013	0	0	0.31662217125656233	0.00500372119723256	RNASE3;RNASE2
Amyloid plaque	1/35	0.9855928536878882	0.9999961489507013	0	0	0.22824768345249463	0.0033123159916306176	PRNP
Mast cell	10/154	0.9856018109675886	0.9999961489507013	0	0	0.5376896720509056	0.007798032003267751	CYSLTR1;HRH1;CYSLTR2;PTGDR2;MRGPRX2;C3AR1;CRH;RNASE3;RNASE2;TLR2
lat1	1/36	0.9872378748474046	0.9999961489507013	0	0	0.22171378424120855	0.002847749631308509	RRAGA
Leydig cell	2/53	0.9872795477486603	0.9999961489507013	0	0	0.3041711855945188	0.003894014700809521	FOXL2;SRY
Vasculature	7/121	0.9881830824595849	0.9999961489507013	0	0	0.4756138035365581	0.005653760289404083	CLDN5;THBD;GJA5;GJA4;CD248;AGTR2;SOD3
Leukocyte	14/203	0.9883234952865556	0.9999961489507013	0	0	0.5730770488052042	0.006730910540464565	IFNA13;IFNA1;PTAFR;ADRB2;FUT4;IFNW1;FUT5;CYSLTR1;LPAR6;P2RY2;MGAT2;TLR5;TLR2;ARF6
Gingiva	3/69	0.9885990385911292	0.9999961489507013	0	0	0.3524174551842536	0.004040977342234164	DNAJB7;IVL;TLR2
Cochlear hair cell	1/37	0.9886951046970006	0.9999961489507013	0	0	0.21554287943054945	0.002450567637824518	ATOH1
Inner hair cell	1/37	0.9886951046970006	0.9999961489507013	0	0	0.21554287943054945	0.002450567637824518	ATOH1
Outer hair cell	1/37	0.9886951046970006	0.9999961489507013	0	0	0.21554287943054945	0.002450567637824518	ATOH1
Alveolar bone	3/70	0.9896383962223718	0.9999961489507013	0	0	0.3471378286433445	0.0036156692202971522	SOX2;ZNF22;CEMP1
Substantia nigra	3/71	0.9905860825768826	0.9999961489507013	0	0	0.3420134852359916	0.0032349374281488473	S1PR1;SOX14;SPRY2
Tibia	3/71	0.9905860825768826	0.9999961489507013	0	0	0.3420134852359916	0.0032349374281488473	BHLHA9;TWIST1;HYLS1
Colorectum	1/39	0.9911294623627561	0.9999961489507013	0	0	0.20417542320038798	0.0018192265169895431	NEUROG1
non-neuronal cell	1/39	0.9911294623627561	0.9999961489507013	0	0	0.20417542320038798	0.0018192265169895431	SLC18A3
SH-SY5Y cell	3/72	0.9914498196110547	0.9999961489507013	0	0	0.33703767352160546	0.0028941232515820535	PRNP;JUN;GPRASP2
Acute myeloid leukemia cell	2/57	0.9916544003768193	0.9999961489507013	0	0	0.28198579296033205	0.002363215526622388	CEBPA;FUT4
Optic nerve	2/57	0.9916544003768193	0.9999961489507013	0	0	0.28198579296033205	0.002363215526622388	ATOH7;SOX3
Bronchoalveolar lavage	5/100	0.9917233532156788	0.9999961489507013	0	0	0.40775014459224984	0.003388847495875599	CYSLTR1;CXCR2;RNASE3;SOD3;TLR2
Neonate	4/87	0.992082076484011	0.9999961489507013	0	0	0.3734516272471256	0.002968730082051996	GJB2;FOXE1;KCNJ11;SCO2
Photoreceptor cell	1/40	0.992142394116262	0.9999961489507013	0	0	0.19892890494031346	0.0015692784256757877	ZBED4
Anther	1/41	0.9930396682137391	0.9999961489507013	0	0	0.19394471259324264	0.001354639405744167	ZNF830
Orbit	1/41	0.9930396682137391	0.9999961489507013	0	0	0.19394471259324264	0.001354639405744167	SPIN3
Branchial arch	3/75	0.9936056955214633	0.9999961489507013	0	0	0.32293954033084465	0.002071604063759679	ZNHIT2;LRRN2;LRRN1
Carcinoma cell	1/42	0.9938344850169394	0.9999961489507013	0	0	0.1892036515801753	0.001170148952383902	ZNF770
Cancellous bone	1/42	0.9938344850169394	0.9999961489507013	0	0	0.1892036515801753	0.001170148952383902	HYLS1
Dental pulp	1/42	0.9938344850169394	0.9999961489507013	0	0	0.1892036515801753	0.001170148952383902	SOX2
Myenteric plexus	1/43	0.9945385391141036	0.9999961489507013	0	0	0.184688355377254	0.001011432699974282	SLC18A3
Osteocyte	1/43	0.9945385391141036	0.9999961489507013	0	0	0.184688355377254	0.001011432699974282	GJA1
Pelvis	1/43	0.9945385391141036	0.9999961489507013	0	0	0.184688355377254	0.001011432699974282	ENC1
Vascular cell	1/43	0.9945385391141036	0.9999961489507013	0	0	0.184688355377254	0.001011432699974282	THBD
Ovary cancer cell line	2/62	0.995098591641135	0.9999961489507013	0	0	0.25841381328650864	0.0012697058460916161	DIRAS3;JUN
Rosette	1/44	0.9951621907299737	0.9999961489507013	0	0	0.18038307295121278	8.747766139600256E-4	SOX1
Needle	3/79	0.9956767270105851	0.9999961489507013	0	0	0.30587337909992374	0.0013252408756979244	MARVELD1;MTRNR2L5;SP6
