Name	Gene	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Colon_Transverse_Mixed_Cell	Colon_Transverse_Mucosa	Colon_Transverse_Muscularis	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Liver_Hepatocyte	Liver_Mixed_Cell	Liver_Portal_Tract	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pancreas_Acini	Pancreas_Islets	Pancreas_Mixed_Cell	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Mixed_Cell	Spleen	Stomach	Stomach_Mixed_Cell	Stomach_Mucosa	Stomach_Muscularis	Testis	Thyroid	Uterus	Vagina	Whole_Blood	seg
ENSG00000186105.8	LRRC70	8.05104	6.31822	0.922237	2.30051	3.51937	3.21621	2.74879	0.296687	0.233062	0.333794	0.283393	0.373351	0.318655	0.259612	0.438866	0.482771	0.238743	0.251785	0.94875	0.452041	7.83085	0.144829	0.391654	5.56981	5.05979	1.83152	1.28113	0.649268	0.358669	0.932771	2.13511	1.13471	1.76982	4.33673	1.32403	0.434335	1.49442	1.59599	0.557349	0.209133	0.239329	3.22937	3.2157	1.83474	0.412443	7.21613	5.19262	0.406244	0.313654	0.625027	0.317071	2.34209	2.97038	4.13543	3.95075	1.77603	2.22194	1.4187	5.60277	1.21338	1.09865	0.400321	1.27129	3.20012	6.74335	5.44187	4.30517	1.85591	Seg
ENSG00000178394.5	HTR1A	0	0	0	0	0	0	0	1.51801	4.12954	0.376072	0.042947	0.036371	5.84652	5.68285	3.84193	1.19098	0.238621	0.095666	0.0877635	0.149268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014915	0	0	0	0	0	0	0	0	0	0	0	0.313658	0	0	0.053109	0	0.060389	0	0	0	0	0	0	0	0	0	0	0	0.106865	0	0	0	0	Seg
ENSG00000273841.6	TAF9	26.509	25.298	22.3911	19.6295	19.5498	20.373	18.8712	13.4295	20.4421	16.6323	37.0892	32.1196	21.7005	27.8967	14.2683	20.7546	19.1005	14.9104	15.7712	14.2898	26.5711	57.0231	40.9201	21.3714	23.5938	21.5798	19.9041	23.3546	18.2249	21.4628	20.9037	19.9607	20.6989	26.2547	12.9707	10.4652	11.6871	15.4691	10.9818	12.8125	16.4298	25.1895	21.9799	20.0462	14.2213	21.4249	31.6064	9.41521	10.6537	23.791	10.4743	38.5274	21.8783	22.822	21.1614	20.8871	38.4237	25.994	24.346	18.1828	21.7475	17.8991	25.2127	89.0172	23.8208	26.4995	22.3459	5.66761	Seg
ENSG00000251493.5	FOXD1	0.47309	0.099126	0.825018	2.37243	0.357533	1.0448	0.306252	0.450505	0.49009	0.660969	0.303686	0.506408	0.724494	0.492302	0.474099	1.48189	0.420921	0.750442	0.362306	0.79961	0.375042	18.4523	0.071467	0.508594	0.651514	0.131215	0.082907	0.0993745	0.0257075	0.075614	1.22489	0.655865	4.39452	0.674161	0.024429	0.014274	0.969584	1.54149	0	0	0	0.0734395	0.329522	0.513726	0.104537	36.7641	0.0684	0.012704	0	0	0.017104	1.13808	0.119864	0.953609	1.12611	0.657078	0.39844	0.552967	0.16027	0.091119	0.093963	0.02218	0.259001	4.58448	0.351444	0.222899	0.502035	0.018624	Seg
ENSG00000171617.15	ENC1	3.64204	4.32212	2.0939	2.20617	4.85594	1.86284	6.79589	57.8429	107.331	19.0328	3.1094	3.08202	136.067	229.101	64.0769	14.5065	26.5799	14.9493	2.09999	3.41897	5.78632	8.83023	9.04919	4.45975	6.16437	3.70906	8.46835	9.50569	10.6642	3.33552	3.1832	3.87183	3.54614	3.70254	3.64029	1.93894	2.43752	6.25448	5.63941	5.69981	5.3825	14.6858	8.48579	20.0819	1.33195	3.14093	21.9641	11.2721	9.75259	3.47445	9.13811	8.52526	15.9737	4.51285	5.51737	14.7693	6.26994	13.512	8.87388	11.578	14.4188	14.5026	1.81821	14.372	3.71158	2.4313	4.47557	2.80449	Seg
ENSG00000176928.7	GCNT4	1.1937	1.06573	0.908031	3.20209	2.97035	3.48157	4.81791	0.546674	1.63045	1.23626	0.125855	0.225821	2.89419	3.49087	0.373995	0.278463	0.998703	1.05461	0.251475	0.238584	1.49885	1.97019	0.064334	2.87001	2.39171	2.52533	1.48628	1.21569	0.680511	1.82107	3.11412	1.80288	3.62772	2.87677	0.359562	0.180741	1.32985	3.00692	0.485169	0.225755	0.284367	7.27026	2.06208	0.762804	0.699667	1.09071	1.68906	1.68937	1.597	2.47506	1.40751	0.339234	2.03168	2.41774	1.99272	5.57217	5.72279	5.68522	1.45516	6.94798	10.0219	8.89934	2.37385	3.01671	1.289	2.65055	3.62342	0.27768	Seg
ENSG00000132846.6	ZBED3	12.9789	9.44415	4.2332	10.2404	6.53627	7.45541	5.75094	3.68155	2.70826	3.45481	4.29797	4.12152	3.03431	3.19748	4.33068	3.42994	3.14864	3.57007	7.58584	4.55916	9.80293	2.39555	4.04693	6.19859	11.4555	6.30923	4.85717	3.61995	2.93636	5.32185	6.28066	1.72256	5.76225	13.3866	3.04851	1.90787	5.23989	7.58831	3.88036	3.68372	3.9278	4.59091	5.62845	7.86132	1.53677	6.07789	9.22869	4.16322	3.03018	17.5728	3.06185	6.31133	6.86713	3.08513	3.19621	4.63806	3.42723	3.40522	3.95117	6.85803	7.21087	6.07234	4.57555	3.37275	16.7143	15.692	5.53934	0.371127	Seg
ENSG00000164299.7	SPZ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0079365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.8399	0	0	0	0	Seg
ENSG00000189127.8	ANKRD34B	0	0.015395	0.008322	0	0	0	0.008033	0.193127	0.38768	9.68847	0.064811	0.056276	0.180663	0.36683	0.151705	1.91562	12.9256	6.44938	0.128132	0.494352	0.012673	0	0	0.031021	0.019368	0	0.00774	0.0156065	0.008161	0	0	0.0066425	0	0.020898	0.009058	0.00761	0.301095	0.537124	0.0147685	0.034104	0.040542	0.100041	0.086688	0.010379	0.0076	0	0	0	0.008662	0	0	0.073412	0.0411825	0	0	0.016006	0.02573	0.023954	0.798934	0.008417	0.013471	0	0	0.264382	0.01338	0	0.003975	0.441119	Seg
ENSG00000271043.2	MTRNR2L2	0	0	0	0	0	0	0	0	0	0.238089	0	0	0	0	0	0	0.256896	0.253127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Seg
ENSG00000248483.7	POU5F2	0.0401935	0.043178	0.026531	0.0395485	0.0390145	0.029619	0.041158	0.020155	0.015193	0.018827	0.066288	0.126199	0.0265715	0.01993	0.021698	0.020022	0.018649	0.0177645	0.0278585	0.017614	0.045929	0.011047	0.025039	0.062874	0.070498	0.041508	0.028822	0.0510555	0.03362	0.06474	0.040621	0.0443215	0.035892	0.04971	0.033423	0.0126745	0.0265295	0.032187	0.0209285	0.018925	0.014066	0.0830035	0.0659565	0.05401	0.0099975	0.091516	0.075106	0.0186245	0.017093	0.014449	0.0220465	0.069864	0.10733	0.067511	0.0527705	0.045496	0.180745	0.108959	0.073256	0.026142	0.070921	0.027363	0.0615615	5.43078	0.078168	0.063739	0.0888685	0.049553	Seg
ENSG00000178015.5	GPR150	1.57415	0.474926	0.263505	0.747012	0.727455	0.73061	0.592754	0.767382	2.44483	0.263163	0.521197	0.500748	2.93716	3.8562	0.423119	0.863138	0.765059	0.281029	0.148968	0.315284	0.995016	0.624497	1.02726	0.477579	0.681901	0.225147	0.499545	0.576383	0.522556	0.162914	0.401538	0.13094	0.379545	0.550761	0.108824	0.047448	0.0536105	0.030734	0.077839	0.097238	0.112871	0.596731	0.526512	0.351417	0.166946	1.91613	0.091586	4.16677	7.34072	6.39427	5.86036	1.19758	0.689022	0.438814	0.893442	0.608064	2.16097	0.831884	0.749244	1.54825	2.74169	3.07087	0.279664	0.691759	0.25089	0.383735	0.390897	0.152619	Seg
ENSG00000212122.4	TSSK1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.268465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.3307	0	0	0	0	Seg
ENSG00000181867.3	FTMT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.826	0	0	0	0	Seg
ENSG00000205279.9	CTXN3	0	0	0	0	0	0	0	0.42071	7.76669	0.929147	0.161761	0.152878	13.8025	19.9886	1.02967	2.6677	0.75902	0.351977	0.209006	4.00922	0	0	0	0.032984	0	0.042777	0.019825	0	0	0.047999	0.042448	0.0219435	0.086366	0	0	0	8.54918	2.21513	0	0	0	0	0	0.025003	0.206495	0	0	0	0	0	0	5.8434	0.0349075	0	0	0	0	0	0	0	0	0	0	0.245741	0	0	0	0	Seg
ENSG00000198944.6	SOWAHA	0.384584	0.229288	0.114379	0.414581	0.252389	0.108686	0.671082	75.5344	64.2492	97.8375	30.8504	29.2112	58.2087	54.7769	56.3512	7.68982	190.646	84.0095	16.4737	8.40987	0.525355	0.0305305	0.569503	0.190248	0.254808	0.243813	5.26381	14.5736	14.1569	1.2283	0.210507	0.191278	0.170453	0.285767	0.036676	0.0500385	3.87954	5.956	0.94847	0.827039	0.746987	1.30583	0.183893	2.52211	0.0294135	1.76621	0.386006	1.43819	1.27502	9.66492	1.60699	4.28691	2.006	0.212525	0.29186	12.6966	0.876096	17.7642	0.041408	6.79397	10.7162	10.7701	0.0947445	1.23834	1.82538	0.100978	0.227959	0.018525	Seg
ENSG00000251380.3	DCANP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Seg
ENSG00000255833.2	TIFAB	0.0522585	0.024982	0.009247	0.0144865	0.0378945	0	0.03874	0.011513	0.00853	0.01647	0	0	0.012018	0.010026	0.01486	0.013517	0.014883	0.0083895	0.045035	0.028489	0.0294745	0	0.127322	0.048392	0.031367	0.036286	0.220386	0.32384	0.252396	0.054277	0.016261	0.132746	0.017111	0.029062	0.008343	0.0088585	0.0110685	0	0.0221	0	0.014518	0.425758	0.138434	0.061817	0.008216	0.0593035	0	0	0	0	0	0.02904	0.044392	0.14421	0.134944	0.58402	2.27613	0.883239	0.646158	0.031148	0.017845	0.013339	0.0120845	1.22608	0.029948	0.017089	0.04657	0.059447	Seg
ENSG00000181965.6	NEUROG1	0	0	0	0	0	0	0.009212	0.013092	0	0.014482	0	0	0.014135	0	0.015506	0.014462	0.012219	0.011018	0	0.01295	0	0	0	0	0	0	0	0.105434	0.058699	0.05376	0	0.019219	0	0	0.011493	0.0144	0	0	0.0107635	0	0	0.0108015	0	0	0.004569	0.005931	0	0	0	0	0	0	0	0	0	0	0.055389	0.0599625	0	0	0.013805	0	0.0194725	0.216756	0	0	0	0	Seg
ENSG00000271824.2	SMIM32	0	0	0	0.0368365	0	0.143262	0.044109	0.465886	2.24319	4.16107	0.480175	0.897112	2.76344	4.35827	0.112506	1.71217	2.27792	5.88595	0.277686	0.606029	0	0	0.026311	0	0	0.102706	5.34578	14.3277	10.7306	1.01551	0.15432	0.0328325	0.059227	0	0	0	37.0542	16.0028	0.044711	0.037261	0.124528	1.0101	0	0	0.109967	0	0	0.22185	0.065998	15.0228	0.575791	0.065121	0.360192	0.023657	0	4.29878	0.260831	5.17847	0	0.207541	0.238252	0.175049	0.157408	0.642679	0.131389	0	0.021251	0	Seg
ENSG00000177733.7	HNRNPA0	42.6976	40.9175	38.937	52.6307	42.0952	50.1487	38.7568	12.366	15.2051	13.2077	53.45	41.2961	17.2852	22.2568	11.3735	18.3528	15.4393	11.2568	15.4265	12.4089	41.1261	56.2561	67.6811	43.7094	62.8947	38.1371	32.1393	27.3353	19.0129	30.6366	39.9423	32.5897	36.6219	54.3533	18.6634	10.8472	14.6484	20.1923	10.9374	10.3865	10.6628	35.5589	44.7809	26.0818	15.347	44.5123	73.667	12.6579	9.76321	16.8348	11.8705	32.74	34.5626	36.6836	35.815	37.6074	47.0465	35.6048	37.2287	27.1494	24.9353	16.8527	39.1263	34.5004	45.5295	64.2307	42.2431	11.1697	Seg
ENSG00000228672.4	PROB1	2.42786	2.32834	7.44103	2.18775	3.17471	2.22087	3.38625	2.34639	2.05426	2.53844	1.32536	1.74313	2.61861	2.11015	2.29973	2.66008	1.97108	1.89545	2.15454	2.67647	2.89455	4.94599	11.8344	2.29223	5.07073	0.97923	2.61052	3.03399	3.28241	0.70128	5.19452	1.66742	6.17859	4.04607	10.7777	18.1276	1.78595	2.07801	0.458713	0.259029	0.508226	3.05626	2.36191	3.10898	60.6268	2.0421	1.52905	0.323535	0.210694	0.760196	0.300936	6.66374	6.95953	1.14087	1.25033	2.72855	3.27728	2.60893	3.41946	1.77862	1.49771	0.916512	1.78951	2.31771	2.82392	4.0432	2.27455	0.372104	Seg
ENSG00000185129.8	PURA	8.29091	7.14984	6.82016	13.1231	11.7067	13.6454	9.02198	5.19643	4.74805	4.75384	14.114	15.0518	6.27543	5.79226	4.99222	6.25132	4.85614	4.25358	11.1962	6.72618	7.76216	10.677	8.61546	9.77229	12.3383	9.77356	6.70374	4.3224	2.91064	5.22613	10.1222	5.91876	10.3486	9.59005	4.53937	3.22162	3.98989	5.41149	2.63188	2.16658	2.22394	6.8122	8.71044	8.40837	4.97376	15.9471	12.6576	2.91699	1.76971	3.19486	2.02083	10.0857	9.60096	5.99426	6.2262	7.19171	6.10844	4.99111	5.98053	5.50507	4.05837	2.64966	5.57789	6.06743	12.9817	12.195	10.5501	0.855151	Seg
ENSG00000182700.5	IGIP	16.963	13.9976	13.2407	34.3266	28.6488	30.1344	20.4323	34.9902	38.9579	33.3445	84.4697	71.0807	36.7113	52.1279	33.4003	48.0033	38.2454	32.175	58.8258	44.0451	15.1757	8.75975	4.79889	20.6502	28.4206	27.1722	13.8627	10.6617	6.39812	16.6488	27.2118	8.90651	25.8926	25.3397	10.9669	6.73167	9.37777	14.4317	7.28165	5.08041	4.29906	16.517	19.0759	13.312	7.6542	52.8678	23.1055	5.3008	7.67295	15.0627	5.9657	39.6509	24.4042	9.65642	9.81894	13.399	20.3134	12.0551	14.6631	11.4757	12.5698	7.68659	17.1519	9.88773	29.1246	28.1771	23.6672	0.839373	Seg
ENSG00000176087.16	SLC35A4	55.5136	52.7799	62.1828	48.8191	53.9195	48.7262	49.599	15.7957	17.7833	19.34	34.0209	39.4208	25.0371	22.7173	15.4983	16.6946	18.1287	17.8749	24.6768	17.7152	54.5439	52.1542	94.5177	52.7412	52.8949	45.7461	50.9271	56.584	47.871	44.1772	48.629	66.5442	48.9986	50.6626	33.9986	33.7134	42.4828	63.2917	27.3162	30.1088	29.8651	59.8618	69.6824	58.7452	66.2353	59.5165	50.0566	19.4007	19.1528	31.9711	20.0484	31.2101	59.887	65.7549	75.2026	50.5875	53.2935	51.3595	63.7447	45.1258	43.1072	39.2543	44.6458	77.4234	72.546	55.0032	55.1234	30.9049	Seg
ENSG00000171815.6	PCDHB1	0.005623	0.00517	0.004877	0	0	0	0.007254	0.051384	0.049502	0.0501675	0.013323	0.0154995	0.0315975	0.037671	0.04845	0.069845	0.076948	0.0249685	0.0349815	0.029868	0.0104895	0	0	0.006762	0.036795	0.123028	0.028759	0.004738	0.0019475	0.023639	0.010927	0	0.01323	0.038861	0	0	0.060336	0.10497	0	0	0	0.029004	0.033422	0.010481	0	0.0600305	0.007786	0.069205	0.039479	0.113498	0.041866	1.08614	0.0094925	0	0	0.010371	0.014853	0.0082715	0	0.017888	0.01425	0.004519	0.006714	0.406009	0.008561	0.014244	0.003504	0	Seg
ENSG00000112852.7	PCDHB2	1.76163	1.99772	0.258962	2.09704	1.42916	1.25254	0.977095	0.81153	1.10706	1.01245	1.67275	1.39767	1.06326	1.68081	1.1837	0.662044	1.33376	0.773946	1.05797	0.695075	2.24161	0.634614	0	0.758202	1.91856	2.17083	0.923548	0.694017	0.192815	1.03704	1.19892	0.584611	1.06843	1.34224	0.817521	0.476135	0.471563	0.454978	0.0483665	0.027448	0	0.85689	2.08158	1.07994	0.275884	2.12295	1.74005	0.268332	0.304214	0.845922	0.224019	2.02614	1.2362	1.32215	1.25052	0.588593	0.20325	0.462404	0.546405	0.393083	0.390013	0.128948	0.911156	4.6653	1.46342	1.88412	1.11795	0	Seg
ENSG00000113205.5	PCDHB3	1.56885	1.76985	0.295212	1.4214	1.4794	1.08627	1.15543	0.459537	0.490287	0.622256	0.841342	1.0207	0.573971	0.718979	0.466075	0.720037	1.00396	0.431674	0.74886	0.455037	2.22765	0.285403	0	1.31362	2.34076	1.24772	0.727996	0.263887	0.125923	0.581122	0.993385	0.329441	0.855555	2.03192	0.785967	0.381788	0.605042	0.974395	0.0505795	0	0.009649	0.658628	1.79813	0.913123	0.333182	2.27389	2.58841	0.5696	0.331923	3.60479	0.371728	3.03596	1.15022	0.749352	0.736447	0.728288	0.224481	0.262274	0.455819	0.404049	0.258856	0.095443	0.567682	2.8268	1.2123	2.95126	1.1676	0	Seg
ENSG00000081818.4	PCDHB4	6.13126	3.85647	0.838893	9.20653	6.83174	8.76131	4.35045	3.75883	3.83293	4.45172	7.75356	5.95107	3.14543	4.85429	3.62501	3.88765	4.14115	3.14424	9.94583	3.4777	6.76669	0.14384	0.011822	4.36934	8.95989	4.03104	1.9452	0.65225	0.226613	2.05347	4.09035	0.850461	3.52188	9.49416	2.05755	0.896763	0.76254	1.95645	0.145985	0.030457	0.083187	2.94758	4.41983	2.65552	1.15276	9.20076	7.52019	3.11686	1.71474	5.73039	1.81796	5.35086	3.10442	1.87451	2.28555	1.45897	0.614397	0.663711	0.740789	1.18484	0.915712	0.247595	2.65203	1.42691	3.70354	10.1603	4.12432	0	Seg
ENSG00000113209.9	PCDHB5	1.82716	1.99263	1.96471	5.34899	5.02456	3.77244	2.64545	2.53656	2.42734	2.58979	3.01639	2.90095	2.2212	2.66394	2.08731	1.71393	2.63647	1.94434	2.35148	1.45476	2.65982	0.22634	0	3.69457	7.21861	2.38549	1.07405	0.360611	0.0694485	1.38296	2.69123	0.467858	2.36993	6.42302	1.36874	1.0467	1.16462	2.41484	0.337702	0.262633	0.285897	2.05296	3.28421	2.07429	0.559381	3.60668	9.22287	2.57035	1.3694	5.30907	1.75767	5.79865	3.24695	0.896964	0.919999	0.670082	0.249158	0.431015	0.859786	0.830365	0.599844	0.224826	1.71816	7.75964	3.72301	7.7615	2.33967	0	Seg
ENSG00000113211.6	PCDHB6	1.46588	1.12345	0.360435	4.3508	3.28236	3.38567	1.19151	1.27547	1.6439	1.58549	2.73092	2.68386	1.97784	2.39668	1.2294	0.84509	1.59203	1.17479	1.3828	0.829202	1.93366	0.103196	0	1.7668	3.03711	1.33667	0.594782	0.276444	0.0867485	0.842079	1.29562	0.250484	1.13842	2.73104	0.612016	0.298791	0.37145	0.936125	0.0699685	0.036545	0.059432	0.877488	1.31719	0.674741	0.192975	2.91773	2.73242	0.344308	0.31262	1.95158	0.304632	2.01387	0.899788	0.840165	0.932968	0.407431	0.105461	0.202099	0.409694	0.33404	0.299937	0.084811	0.893303	3.71818	1.02087	3.83202	1.32065	0	Seg
ENSG00000113212.7	PCDHB7	2.63874	2.3637	0.628588	6.76212	4.98535	5.65502	2.47418	0.819241	1.01237	0.997161	1.07267	1.33288	1.10847	1.02011	0.843247	0.79432	0.859016	0.835617	1.11149	0.779793	3.25862	0.196836	0	3.76609	6.9987	2.40091	1.15744	0.61008	0.102403	2.18922	2.06121	0.343196	1.88247	5.66838	1.18609	0.52755	0.611196	1.78096	0.130585	0.037412	0.069662	1.30452	3.51003	0.840302	0.244958	3.80466	3.76739	0.231073	0.151756	2.7725	0.249905	3.93555	1.49364	0.750487	1.02369	1.01922	0.557516	0.567716	0.929768	0.506572	0.389838	0.110398	1.66639	3.97933	2.03203	8.20071	2.21999	0	Seg
ENSG00000120322.4	PCDHB8	0.580447	0.597038	0.164431	1.48454	1.30557	1.20379	0.478695	0.268455	0.344824	0.353545	0.384605	0.503429	0.378654	0.397521	0.276843	0.239073	0.309036	0.278447	0.440183	0.246806	0.754137	0.071935	0	0.660422	1.26394	0.537135	0.28833	0.130725	0.045153	0.406001	0.510502	0.113091	0.480702	1.1124	0.408105	0.241993	0.144079	0.315333	0.024544	0.01893	0	0.285823	0.899127	0.310073	0.087288	1.12096	0.952408	0.205813	0.132806	1.3112	0.203551	1.16952	0.277308	0.272753	0.308613	0.188246	0.081688	0.121069	0.171237	0.147713	0.094846	0.008991	0.333943	1.97782	0.474503	1.6302	0.538719	0	Seg
ENSG00000272674.4	PCDHB16	4.06769	3.5979	0.917157	10.2191	8.13179	7.35821	3.02501	0.869949	0.922833	1.00672	2.05131	1.9401	0.962817	1.18737	1.12332	1.02069	0.95269	0.862669	1.71451	0.919037	4.78405	0.302814	0	2.91523	7.3456	3.16524	1.31536	0.523387	0.137482	1.6981	3.40541	0.605721	2.82346	5.69943	2.18642	1.08179	1.0608	1.92848	0.20505	0.068835	0.198418	3.48696	4.49016	2.38044	0.540218	6.78635	8.84581	1.12875	0.816001	6.40295	0.761979	5.16278	1.78551	2.06411	2.38337	0.966575	0.221172	0.340267	0.875729	0.675641	0.683251	0.16589	2.25248	3.05831	3.536	7.02481	2.89622	0	Seg
ENSG00000177839.7	PCDHB9	1.13588	0.938894	0.288665	2.72522	2.43358	2.14987	0.972007	0.659653	0.694836	0.501909	1.30988	1.38939	0.757119	1.05648	0.633797	0.561509	0.536371	0.375747	0.660234	0.452492	1.37553	0.1125	0.015221	1.31963	2.48683	1.25796	0.527911	0.303451	0.128043	0.868649	1.17258	0.27479	1.04127	2.24802	0.676503	0.281151	0.333889	0.609719	0.06852	0.042916	0.064738	0.701217	1.38442	0.993817	0.179522	2.05312	2.45583	0.265732	0.262366	1.32985	0.244478	3.08768	0.73625	0.73765	0.836113	0.328701	0.257478	0.249837	0.415588	0.263901	0.290016	0.094786	0.913025	1.24805	0.964965	2.94002	1.0914	0	Seg
ENSG00000120324.9	PCDHB10	2.13085	1.55391	0.491607	6.90347	5.1765	4.99117	2.36223	1.97626	2.60502	2.14081	4.06365	3.40189	2.3391	3.60798	1.93407	2.14234	2.83547	1.47953	3.39004	1.49663	2.49498	0.141856	0.007849	2.19813	4.10867	3.5695	1.30143	0.573853	0.110187	1.67902	3.16733	0.54146	3.19092	3.44312	1.01977	0.363019	0.493014	0.981723	0.085512	0	0.029003	1.41523	2.18382	1.31027	0.263887	3.91132	3.84084	0.350856	0.227853	3.1222	0.247902	5.48429	1.57658	1.06772	1.22956	0.633966	0.207362	0.312553	0.564995	0.463505	0.533179	0.110364	2.10476	1.35959	1.63101	5.4828	1.74664	0	Seg
ENSG00000197479.7	PCDHB11	1.92576	1.4916	0.669792	6.28699	2.70559	3.95161	1.92734	0.411319	0.614846	0.495735	1.19359	1.12683	0.672407	0.744626	0.279853	0.569715	0.681292	0.406443	0.354405	0.350382	1.75483	0.0398185	0	1.52737	3.09628	1.77519	0.80628	0.382515	0.150173	1.20708	1.87359	0.543951	1.69643	2.41491	0.689657	0.227317	0.532779	0.917347	0.0714465	0.02152	0.031116	0.458707	1.44395	1.25935	0.29798	2.53965	3.04582	1.59833	0.969097	1.71436	0.923447	1.33778	1.10286	1.07674	1.30534	0.53927	0.15295	0.243864	0.324365	0.411833	0.335662	0.098785	1.59681	1.02505	1.53174	2.65896	1.37202	0	Seg
ENSG00000120328.6	PCDHB12	2.02533	1.91251	0.58569	3.50092	3.17839	2.89117	1.8107	0.581074	0.735055	0.587469	2.52813	2.40582	0.866699	1.05003	0.454827	0.704145	0.589356	0.432991	0.604118	0.458546	2.04513	0.059151	0.00727	2.1998	4.54092	2.07236	0.909319	0.462156	0.134616	1.29718	1.88279	0.375297	1.66901	3.75096	1.0397	0.363068	0.349754	0.896866	0.119692	0.016299	0.088511	0.848538	2.39963	0.935534	0.384839	2.88092	3.96854	0.810998	0.405621	2.33041	0.671434	3.12328	1.12348	0.722979	0.815883	0.634459	0.256708	0.440342	0.641234	0.39278	0.453301	0.085115	1.33792	2.3191	1.26838	4.91987	1.69404	0	Seg
ENSG00000187372.11	PCDHB13	1.9501	1.56235	1.50793	2.96832	2.61031	2.1688	1.43923	0.44112	0.561892	0.619785	1.2747	1.60571	0.690633	0.725342	0.45039	0.606868	0.690477	0.460454	0.700696	0.399114	1.9367	0.14848	0.011823	1.69266	2.77321	1.79158	0.931454	0.445839	0.207732	1.03247	1.66525	0.763641	1.69955	2.50372	1.07059	0.592236	0.52353	0.805051	0.170871	0.091618	0.124163	0.883971	1.61977	2.04698	0.30113	2.87613	2.69402	1.1448	0.607145	1.82213	0.752728	2.70941	1.30796	1.95623	2.10773	0.459957	0.155354	0.2432	0.813283	0.446136	0.277058	0.094499	0.780529	2.12137	1.80953	3.3936	1.60928	0	Seg
ENSG00000120327.7	PCDHB14	4.37527	3.39504	3.11729	10.0524	8.21286	7.29445	5.15817	2.70937	3.74229	3.10526	9.07161	8.71616	4.53077	5.23904	2.46966	2.88866	3.84453	2.41582	2.50219	1.73325	4.97297	0.283848	0.026769	6.53195	10.8852	6.35338	3.03794	1.80986	1.11668	4.88078	6.08672	2.16172	6.44503	8.10337	3.01388	1.43815	1.43552	2.42642	0.543029	0.479011	0.676285	3.24092	4.46537	4.33869	0.793977	7.43619	7.83591	2.32182	2.51363	5.56263	2.18867	9.37632	4.58822	5.41315	5.42441	1.39453	0.648525	0.939822	2.68681	1.16444	1.18693	0.388713	4.64247	3.89686	3.92911	11.912	5.49206	0.010869	Seg
ENSG00000113248.6	PCDHB15	3.62459	6.35266	1.2622	12.1403	9.30422	6.44363	6.46959	2.4137	2.29486	2.1256	7.81618	9.67718	2.36538	2.45368	2.10825	2.91977	2.06809	2.01006	4.45103	2.57658	4.80245	0.224814	0.031015	8.52202	15.2243	6.795	2.8823	1.88913	0.689988	6.7446	6.46454	1.37627	7.18501	12.4994	3.40499	2.15623	1.83131	2.02884	0.522433	0.269774	0.33128	5.59961	7.442	2.50815	0.659953	7.41132	15.4121	2.02986	2.11123	4.94661	1.76749	6.57052	4.54092	2.07063	1.82377	2.60461	3.33345	1.91767	4.54005	1.94904	1.73164	0.685223	3.79641	12.0783	6.31259	16.419	5.69382	0.018118	Seg
