Name	Gene	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Colon_Transverse_Mixed_Cell	Colon_Transverse_Mucosa	Colon_Transverse_Muscularis	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Liver_Hepatocyte	Liver_Mixed_Cell	Liver_Portal_Tract	Lung	Minor_Salivary_Gland	Muscle_Skeletal	Nerve_Tibial	Ovary	Pancreas	Pancreas_Acini	Pancreas_Islets	Pancreas_Mixed_Cell	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Mixed_Cell	Spleen	Stomach	Stomach_Mixed_Cell	Stomach_Mucosa	Stomach_Muscularis	Testis	Thyroid	Uterus	Vagina	Whole_Blood
ENSG00000159516.9	SPRR2G	0.144023	0.205906	0	0.150073	0.13103	0.145974	0	0.404724	0.41365	0.149175	0	0	0.581168	0.433955	0.253018	0.826271	0.202658	0.154709	0.171692	0.24888	0.132063	0	0.04609	0.265388	0	0.104508	0	0	0	0	0.110589	1.35212	0.087417	0	0.085007	0.063239	0	0	0	0	0	0	0.124856	0.214057	0.117456	0.168674	0.275436	0	0	0	0	0	0	107.267	527.419	0	0	0	0	0	0	0	0	4.37996	0	0	0.693143	0.05811
ENSG00000203784.3	LELP1	0	0	0.058328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110793	0	0	0	0	0	0	0.0733705	0	0	0.067832	0	0	0	0	0	0	0	0	0.0736035	0.086113	0.046038	0.114779	0.0841635	0	0	0	0	0	0	0	0	1953.98	0	0	0	0
ENSG00000203783.5	PRR9	0	0.187975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0377465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096693	0	0	0	0	0	0	0.91759	0.717214	0	0	0	0	0	0	0	0	6.44529	0.0477265	0	0.0423505	0
ENSG00000163352.6	LENEP	0.048566	0.038506	0.11634	0.08584	0.057261	0	0.160795	0	0	0.043343	0.150318	0.21328	0.0350625	0.032804	0	0	0	0	0.043156	0	0.0963015	0	0.183916	0.323438	0.344205	0.108912	0.101055	0.100575	0.0858905	0.109224	0.098256	0.123116	0.089964	0.243923	0	0	0.0776375	0.368755	0	0.069881	0	0.106575	0.0677435	0.234055	0.078655	0.298051	0.353274	0.067314	0.09056	0.087423	0.056661	0.21862	0.313614	0.089799	0.118212	0.144316	0.280258	0.07452	0.110502	0.107083	0.158057	0.067742	0.0226565	0.230763	0.550722	0.281356	0.20316	0
ENSG00000179085.8	DPM3	51.2209	49.5624	77.1648	53.9301	57.1915	57.3914	58.9084	29.1141	30.9552	35.9069	44.4948	40.8516	29.5553	35.1353	29.2358	37.7594	36.7505	32.5664	33.8996	31.7176	57.9731	68.4715	30.0056	64.8615	87.3784	63.6789	56.6196	72.1713	52.1942	52.2591	61.1432	33.3536	61.3702	81.3608	30.7935	20.4643	42.219	66.2948	40.5582	41.9913	43.3442	52.8204	58.9206	58.5562	24.6165	67.9293	69.3162	30.4209	36.0195	96.5622	38.3702	103.224	70.9605	39.9278	41.3687	48.32	55.7232	63.328	63.6026	49.4371	49.4286	46.2135	62.2347	61.0651	89.018	86.9642	56.3319	20.1126
ENSG00000173080.6	RXFP4	0.0807635	0.121554	0	0.117004	0.0782375	0.086186	0.167409	0	0	0.027412	0.262504	0.348013	0.0315505	0.023248	0.014744	0.017871	0.023628	0.0281995	0.0228925	0	0.0917535	0.029018	0.085646	0	0	0.075914	2.4382	4.32755	4.89535	0.462001	0.068251	0.0408755	0.073583	0.109758	0.020266	0.0112545	0.080373	0.26422	0	0	0	0.162807	0.134095	0.079341	0.0107195	0.063631	0.036915	0.0443945	0.074758	0.07243	0.042236	0.024078	0.04298	0.033052	0.0345335	1.43736	0.650838	2.01297	0.151484	0.049706	0.121141	0.031107	0.267421	0.240975	0.067099	0.088916	0.036236	0.057154
ENSG00000189030.10	VHLL	0	0	0	0	0	0	0	0	0	0	0.547677	0.553755	0	0	0	0.032557	0.040469	0	0	0	0	0	0	0	0	0	0	0	0	0.062582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.073644	0	0	0	0	0	0	0.03413	0	0	0	0	0.074776	0	0	0	0	0	0	0.242334	0	0	0	0
ENSG00000186306.1	OR10T2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180708.6	OR10K2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000173285.5	OR10K1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011842	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198965.5	OR10R2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197532.3	OR6Y1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000186440.3	OR6P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03154	0	0	0	0
ENSG00000279111.2	OR10X1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198967.5	OR10Z1	0.0110525	0.008959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0140345	0	0	0	0	0	0	0	0	0	0	0	0	0.011236	0	0	0	0	0	0	0	0.004805	0.0113925	0	0	0.010042	0	0	0	0	0	0	0	0	0	0	0.009477	0	0.076251	0	0	0	0	0.437292	0	0	0	0.037155
ENSG00000196171.3	OR6K2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000203757.2	OR6K3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013882	0	0.0096955	0.219408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0439	0	0	0	0	0.056992	0	0	0	0.050439
ENSG00000197403.5	OR6N1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011526	0.0066685	0.122732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.032672	0	0	0	0	0.072246	0	0	0	0.092
ENSG00000180433.6	OR6K6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000188340.3	OR6N2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0052615	0.0240685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196266.6	OR10J3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.113474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000249730.1	OR10J4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0194425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196184.10	OR10J1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26693	0	0	0	0
ENSG00000184155.8	OR10J5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0550825	0.067912	0.067569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000177807.10	KCNJ10	0.11564	0.118391	0.095294	0.14426	0.197685	0.12146	0.16512	56.3549	49.0631	65.4683	17.5745	28.5834	53.6908	50.4374	47.5918	34.6123	54.8392	61.9118	143.709	66.3915	0.139636	0.0619135	0.191352	0.17752	0.463856	0.358331	0.328982	0.245651	0.18619	0.23822	0.162471	0.1123	0.163127	0.484682	0.114118	0.045403	5.71595	13.0648	0.179126	0.583153	0.384014	0.332941	0.200522	0.294237	0.0521345	9.42611	0.163706	0.076642	0.107096	0.143029	0.089294	0.584652	0.394812	0.139506	0.160522	0.543912	2.10981	0.832105	8.09692	0.400707	0.631772	0.672325	0.128008	0.546227	0.574391	0.210398	0.178735	0.052776
ENSG00000143315.8	PIGM	6.13454	4.77558	5.85434	6.91163	6.9735	5.79822	6.3174	2.31188	2.54853	2.31711	8.16756	6.87897	2.71562	3.26341	3.02213	3.90021	2.6354	2.21929	13.9541	4.60085	5.94728	8.63675	6.17058	6.53107	8.93616	5.72034	5.54213	4.81609	5.14515	5.63174	5.59162	5.14694	5.21517	6.99434	2.51006	1.49939	2.70668	5.27663	3.58931	5.28353	4.93149	8.33538	6.99189	8.1566	0.876232	8.7477	5.8753	5.58738	5.71411	6.06177	5.43586	7.72839	8.30559	5.06598	5.16675	6.77495	12.9828	6.92022	7.40779	6.40886	6.56877	6.56866	4.68905	7.93629	8.27101	8.07689	6.39903	1.32299
ENSG00000171786.6	NHLH1	0.261516	0.380575	0.218901	0.22377	0.275004	0.18515	0.13272	0.506513	0.765327	2.22719	1.39509	1.56705	1.07583	1.24064	0.837822	1.28308	2.19917	1.51479	1.07559	0.471928	0.282206	0.256127	1.53375	0.239843	0.191781	0.193144	0.229971	0.247225	0.370558	0.294294	0.188742	0.336308	0.174503	0.271862	0.070532	0.059463	0.123684	0.092331	0.137365	0.209478	0.082548	1.12971	0.424166	0.317549	0.247911	0.300347	0.184523	0.0727035	0.071415	0.224625	0.0832315	0.637991	0.259997	0.532359	0.569793	0.458274	0.716432	0.564564	1.18354	0.203772	0.309129	0.157139	0.344988	0.939461	0.210229	0.208306	0.321185	0.53218
ENSG00000173110.8	HSPA6	4.21668	14.3091	5.33988	8.37663	8.97641	2.41536	3.01328	1.31684	0.835935	1.7611	1.17539	1.27015	0.970773	0.824273	2.09794	3.13121	1.40156	1.32995	6.68026	3.00902	2.60849	0.262353	2.68392	3.13979	1.86718	3.05827	2.69492	3.14991	1.8	5.56531	2.58045	2.21611	2.77368	3.4241	4.0731	1.20263	5.27618	9.3618	3.36088	2.01813	2.19672	29.6527	25.9105	3.06199	0.401415	6.12994	2.88752	0.886131	1.03316	1.7973	0.961192	8.77931	2.83934	3.57895	2.86087	2.61038	2.48072	2.87085	54.2411	2.61092	3.36156	1.43508	8.08518	2.51918	4.85567	2.18541	3.24297	315
ENSG00000171806.12	METTL18	7.42194	6.27911	5.73644	7.98625	8.12897	6.63218	8.03007	3.133	3.22654	3.52662	10.3032	8.45072	3.66026	4.27133	3.16571	4.54729	3.51579	3.20984	5.34575	4.15084	8.17003	9.29299	17.0036	7.86699	9.30825	7.42914	7.08831	9.21846	6.51493	7.54868	7.27866	6.60645	7.17965	10.7772	3.02686	2.75879	4.09049	8.75013	3.53127	4.19857	3.45106	12.4136	6.20502	7.32502	2.33564	11.1206	10.2758	2.93968	4.1652	6.6283	4.00288	6.36709	8.23693	4.78948	4.59794	8.91253	29.8817	13.5507	15.5766	6.71232	7.36842	6.53634	7.1389	10.3651	10.9588	10.3307	7.17423	1.66681
ENSG00000135845.10	PIGC	11.7224	9.13252	9.72328	12.4345	12.2495	12.4364	12.4948	3.86093	4.19439	4.9381	9.02078	7.78687	4.87129	5.72438	3.97227	5.9549	5.47243	4.37024	7.30534	4.49258	11.3392	12.9045	8.61275	12.9629	17.0533	12.3314	9.54841	9.35285	7.36789	11.2337	11.4362	7.4515	11.6658	14.4377	4.99513	3.60488	4.95458	10.0747	3.43297	3.6764	4.3838	10.7597	10.6733	9.9923	4.27284	13.9354	16.9611	5.43116	6.02084	9.33988	6.5196	11.0704	11.3712	19.7409	20.7309	11.1485	15.0239	11.9216	12.1059	8.20342	8.53177	6.59928	10.2971	14.4682	10.937	17.7417	12.1375	6.49921
ENSG00000203737.5	GPR52	0.074687	0.074369	0.02077	0.080479	0.070543	0.0605	0.075462	0.133076	0.645138	1.85389	0.240003	0.320409	0.582354	0.816521	0.067687	0.399681	5.54635	1.4353	0.0428835	0.044497	0.0657225	0	0.362917	0.14463	0.097887	0.049265	0.053152	0.0984575	0.0423875	0.062715	0.070949	0.072759	0.071694	0.088132	0.125887	0.0276445	0.037707	0.042878	0.0404605	0.032906	0	0.0721605	0.132665	0.120762	0.0246065	0.221578	0.135246	0	0	0.04034	0	1.00341	0.0700985	0.208501	0.175223	0.138949	0.332578	0.25551	0.093228	0.091014	0.16108	0.035245	0.599242	0.145678	0.135343	0.09583	0.153756	0.053065
ENSG00000235750.10	KIAA0040	46.7327	45.6768	7.27779	24.678	20.7377	26.9613	20.0977	1.97127	1.77115	2.499	1.25133	1.32916	1.75038	1.77462	2.13007	2.68143	1.74689	2.4037	3.8685	3.37548	40.6095	0.140708	39.4704	20.9991	27.1987	13.6894	15.9591	14.3886	10.6863	10.4676	31.8002	8.81111	29.5574	27.8738	15.3052	9.45126	16.1331	35.5713	5.85407	6.84671	7.84736	47.5894	78.6445	34.0726	10.2764	21.5611	7.90365	13.2249	9.43952	11.674	13.182	12.4043	21.277	9.96493	13.5554	22.9661	43.9476	21.2611	48.0029	17.6851	19.7123	13.8674	29.0785	3.93134	23.9539	18.3476	20.1115	48.5422
ENSG00000169905.13	TOR1AIP2	5.49897	7.29448	10.7794	6.45692	6.09417	4.59092	5.42851	3.07944	3.73443	3.42344	6.9153	6.07557	3.80007	4.30596	3.16116	4.54908	3.79619	3.00384	4.24655	3.56153	5.35179	10.2741	6.05718	5.96663	6.43675	5.68438	5.37014	6.24412	5.70746	5.70067	5.77015	8.07784	5.69805	6.16202	2.85306	2.56039	3.17414	4.97568	8.48073	8.18416	7.6887	9.84322	9.73061	5.24533	4.52288	8.40448	9.58949	3.68692	4.05211	8.1492	3.77921	8.4341	6.1622	8.26908	7.64409	7.8061	6.23158	7.57289	6.63313	6.01717	6.25339	5.92767	6.8451	7.85927	7.52696	7.06963	7.1769	5.39384
ENSG00000162783.11	IER5	12.9041	18.3842	8.71693	34.6353	18.8867	12.4701	12.5808	4.2862	6.51828	3.89136	12.971	12.2153	14.2395	15.5901	4.78091	5.46013	4.7694	3.1996	5.07525	3.65968	16.3928	51.7702	80.6036	23.7898	14.3141	12.4301	15.4448	17.3061	13.6732	15.1669	13.1017	36.4236	12.9481	24.4552	23.8019	11.4616	3.64302	8.1817	4.02003	3.30748	4.05472	29.1637	38.5327	11.2453	23.8301	11.9677	5.48071	3.56091	3.50922	5.44607	4.46519	7.9531	11.0321	35.7235	37.6414	20.9961	50.3331	25.0264	62.4673	7.83924	10.2306	4.61057	29.0019	13.4071	11.3476	28.302	24.3702	14.3576
ENSG00000179930.6	ZNF648	0	0	0	0	0	0	0.017537	0.030997	0.032236	0.0469205	0.015206	0.0284665	0.040677	0.030233	0.022349	0.061938	0.03213	0.057599	0.0175645	0.032648	0.061182	0	0	0.0387175	0.034159	0	0.020052	0.0204085	0.0435345	0	0.012434	0	0.013955	0.053643	0	0	0.0077555	0.014403	0.185938	0.061962	0.060273	0.007107	0.018095	0.097036	0.021701	0.198918	0.422609	0.041302	0.054351	0	0.0639355	0.4024	0.021147	0.172146	0.121749	0	0	0	0	0.044873	0.046363	0.043317	0.0034025	1.23874	0.0334835	0.028279	0.028442	0
ENSG00000203730.3	TEDDM1	0.04823	0.028374	0.014552	0.0529845	0.0481485	0.048173	0.086489	0.017751	0.019282	0.0282165	0.318767	0.390794	0.022274	0.019626	0	0.023093	0.048756	0.018306	0.017292	0	0.127814	0.024106	0.043884	0.235844	0.258846	0.071274	0.066145	0.038437	0.0547495	0.048196	0.053088	0.064658	0.045157	0.274723	0.013043	0	0.0629205	0.106362	0.0108845	0.019997	0	0.020332	0.0526765	0.091087	0.023495	0.148232	0.396336	0.039826	0.025693	0.027446	0.010418	0.129527	0.188245	0.083179	0.108786	0.033485	0.04403	0.035815	0.064696	0.021068	0.012182	0.011717	0	1.10235	0.167505	0.290009	0.199162	0.05163
ENSG00000173627.8	APOBEC4	0	0	0	0	0	0	0	0	0	0.018349	0.035838	0.108826	0	0	0.018347	0.015384	0	0	0	0	0	0	0.020954	0.017116	0.111309	0	0.027927	0.0819955	0.070672	0	0	0	0	0.822121	0.008678	0.0144335	0	0	0	0	0	0	0.322404	0.007106	0	0	0	0	0	0.427845	0	0.14147	0.0129595	0	0	0.051066	0	0.066266	0	0	0	0	0	16.2456	0	0.027489	0	0
ENSG00000162630.6	B3GALT2	0.331137	0.448179	0.655988	0.348069	0.518703	0.247043	2.30294	6.18792	11.6346	3.32339	1.28179	1.40438	10.575	16.3091	5.93046	6.67984	4.40913	2.45389	6.69773	4.10158	0.30508	5.55954	0.03114	0.224425	0.33828	1.42549	0.757708	0.636683	0.550603	0.515476	0.781128	0.213704	0.545893	0.407798	6.56973	9.26442	0.598405	0.42131	0.140346	0.033845	0.090374	3.72117	1.63669	0.199545	0.055132	6.14659	5.56658	0.135518	0.077207	3.2049	0.164826	0.963722	2.65569	0.205875	0.194719	1.55651	1.03041	1.31154	0.52381	0.614281	0.625244	0.274594	0.899145	0.768077	1.10404	0.276355	0.398089	0.090298
ENSG00000170128.5	GPR25	0	0.029524	0	0	0.0350575	0	0.238565	0.049746	0.037293	0.0859255	0.056612	0.079842	0.0632065	0.05972	0.048368	0.130187	0.206468	0.0617955	0.055435	0.02911	0	0	0.46303	0.279041	0.060694	0	0.131629	0.176495	0.232948	0.066556	0	0.288076	0	0.127676	0	0.005601	0	0	0	0	0	0.275155	0.51108	0.258618	0	0	0	0.042771	0.050809	0.024881	0.0653705	0	0.162216	0	0	0.483515	3.24472	0.966524	0.779232	0.580119	0.951802	0.842064	0	1.58837	0.166499	0	0.17871	0.889934
ENSG00000232237.5	ASCL5	0.039841	0.034276	0.156819	0.319679	0.177308	0.312937	0.197337	0.420523	0.546276	0.329041	0.330785	0.414799	0.726339	0.693255	0.404547	0.821909	1.12881	0.192883	0.141832	0.292113	0.050146	0.032213	0.031556	0.256509	0.425862	0.126211	0.121055	0.099696	0.030878	0.088879	0.256264	0.0467755	0.21254	0.516446	0.049794	0.019892	0.0778825	0.216151	0.0167965	0	0	0.174641	0.291531	0.177248	0.342528	0.141048	0.716767	1.32195	1.57061	0.878407	1.4345	0.513586	0.408251	0.0535	0.0673625	0.225213	0.287131	0.175288	0.186353	0.207185	0.152521	0.200761	0.23967	0.416883	0.490314	0.327393	0.23234	0.027352
ENSG00000174307.7	PHLDA3	140.379	87.4271	26.9201	88.4839	77.2469	73.0274	94.9718	25.9846	28.6817	23.6879	16.2859	18.3684	32.7602	35.3686	30.2264	39.5215	27.3654	25.0314	80.4111	43.6883	93.2133	87.5594	18.4937	70.1931	71.472	154.849	50.8078	34.2761	6.2945	134.915	82.9919	76.0528	89.1479	61.2956	22.5897	12.8093	9.38156	15.3526	2.90289	0.767564	1.15225	32.1506	54.5476	36.3927	30.8989	283.758	29.8677	9.28222	12.3454	12.8357	12.6714	32.0553	84.5376	61.3907	69.9023	15.6176	11.954	18.1883	10.9669	20.7773	25.0143	12.6625	74.3896	17.5085	43.1672	70.0922	89.6269	0.443221
ENSG00000257315.3	ZBED6	2.06814	1.81326	2.11786	2.30272	2.06626	1.95485	1.39981	0.183301	0.177704	0.254704	0.968492	3.02645	0.635181	0.200921	0.218662	0.239719	0.217631	0.187934	0.540534	0.260032	2.13493	6.34515	4.39928	2.41313	3.07722	1.75615	1.31187	0.615623	0.3156	0.960645	1.94657	1.93167	1.87213	2.59233	0.795328	0.507616	0.631445	0.738732	0.617947	0.39123	0.286964	0.770916	2.43227	2.76657	1.20509	3.6366	2.73069	1.02321	0.217668	0.421781	0.212534	1.82207	1.88223	2.56527	2.35228	2.10278	0.8877	0.837964	0.971733	1.46409	0.614303	0.379687	0.618775	2.43763	3.87866	3.93185	2.59172	0.210047
ENSG00000170382.12	LRRN2	1.14004	6.23686	1.80491	1.02648	1.62209	0.721664	2.29896	6.78991	8.96518	7.50395	11.6536	14.1392	11.7313	11.0387	6.55705	10.4724	11.3986	5.39198	1.75728	5.14852	2.88733	0.080543	0.589039	2.71361	5.62831	7.19989	7.57071	5.91906	4.67485	4.55571	5.55215	1.82695	5.39178	15.589	4.28718	0.865214	6.72215	15.0045	0.711501	0.439612	0.364334	3.02902	4.01231	4.22789	0.727939	7.17165	3.40607	1.06023	1.04375	1.10207	1.33079	16.3267	2.73313	0.591992	0.616416	6.21646	28.0018	8.62855	12.28	1.53106	1.32378	0.538942	3.2439	7.5405	5.2345	6.88172	2.59688	2.47784
ENSG00000174529.7	TMEM81	2.8896	3.49279	4.82806	5.42946	4.944	3.7688	4.24585	3.94097	5.38323	5.48394	27.8951	24.9198	9.39538	10.223	4.88783	5.17707	5.65991	5.15565	5.46594	4.55976	3.2657	2.81572	2.4351	6.46358	7.92599	4.53293	3.27261	3.65345	2.99874	4.1177	4.21349	3.4954	3.84829	6.0604	2.74359	2.26255	4.13541	6.27025	4.02868	4.46996	4.18287	7.58093	5.56044	3.31214	4.104	5.80272	8.00974	1.46713	2.29073	2.75493	2.30758	7.48058	7.28572	5.66312	4.61908	3.64629	10.6627	5.39873	8.94481	3.14202	3.59675	3.55114	4.26313	13.7472	5.93695	7.2087	6.22489	4.15251
ENSG00000123689.6	G0S2	899.602	908.282	217.128	16.8899	87.0186	7.63694	24.9988	3.51513	4.63373	4.54792	4.65882	4.88222	4.35574	4.60599	5.81004	5.50351	3.73188	3.93417	8.76047	5.39466	377.703	17.5735	6.69788	10.7591	21.6258	14.1825	14.4596	14.9628	7.81152	13.892	15.7187	6.37153	9.71099	30.4379	94.9365	83.2273	110.432	184.966	222.766	203.984	170.054	104.515	262.154	36.1907	67.5422	43.812	84.8232	9.42846	7.28606	32.3828	12.862	12.6734	35.1787	10.6242	17.864	22.878	14.4485	25.4799	53.3851	57.504	83.0142	72.3056	19.9038	68.5774	19.8441	9.11977	20.7845	210.738
ENSG00000162757.4	C1orf74	1.49656	1.1371	1.91008	1.53663	1.54167	1.00741	1.85732	0.706899	0.982898	0.813678	4.09482	5.57499	1.28486	1.44056	0.729981	1.00997	0.987572	0.657448	1.09001	0.791422	1.83001	4.17774	8.31219	3.25507	1.88326	1.23274	2.14531	2.53315	3.054	1.07275	1.32457	5.679	1.30023	1.92846	1.14406	0.961103	1.475	1.95084	1.2003	1.70909	1.70457	6.49838	2.6022	3.18108	0.505822	1.89652	1.38288	0.700899	0.791767	2.81912	0.840804	2.13973	3.83248	9.19006	6.78492	4.02931	25.327	8.30333	10.0558	2.45209	3.0733	2.92732	0.962581	3.32533	2.14605	1.7304	3.47023	3.80121
ENSG00000162771.8	FAM71A	0	0.160622	0	0	0.133176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.169436	0	0	0	0.099344	0	0	0	0	0	0	0	0.136172	0.148824	0	0	0	0	0	0	0	0	0	0	0.15283	0	0	0	0	0	0	0	0	0	112.12	0	0	0	0
ENSG00000215817.8	ZC3H11B	0.088981	0.069224	0.079451	0.0747825	0.073889	0.075887	0.058358	0.035221	0.034981	0.036931	0.097345	0.106678	0.043685	0.041052	0.033294	0.039181	0.042232	0.0334415	0.0464945	0.030931	0.0761205	0.0649895	0.086357	0.0965265	0.089297	0.072795	0.060893	0.101044	0.100969	0.117112	0.0626	0.0609445	0.061997	0.083678	0.028149	0.085538	0.0340065	0.038422	0.0479765	0.047411	0.037284	0.121367	0.098182	0.072385	0.047219	0.112602	0.096499	0.02819	0.017047	0.068752	0.0268235	0.149946	0.0898855	0.10231	0.125765	0.086392	0.257398	0.190013	0.101736	0.053041	0.042747	0.025173	0.0657435	5.51854	0.11801	0.114261	0.0821755	0.036543
ENSG00000187554.14	TLR5	2.11443	2.53697	1.0337	1.74907	2.41273	1.45915	3.10281	0.490653	0.424674	0.564287	0.150133	0.174378	0.406955	0.335468	0.50725	0.738207	0.621504	0.386531	1.50537	0.784943	2.99183	0.043315	0.013036	6.61784	3.56622	1.92837	1.24672	0.783861	0.533059	1.67185	2.5198	5.20564	2.01526	3.58369	0.901896	0.60058	0.85689	2.98792	0.452228	0.434717	0.540385	4.71408	4.0645	7.57121	0.271094	4.19986	13.7486	1.14226	1.40202	2.30428	1.4989	1.75933	3.73994	2.40645	2.17077	1.40527	1.70574	1.10948	5.0728	1.72982	1.5748	1.2264	1.80222	1.91232	2.38859	1.7314	6.55256	14.5815
