ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	GENE_SYMBOL
A_32_P231493	5.01e-01	1.61e-01	-1.4494841	-5.046026	-0.43230458	AF339771	
A_23_P389525	5.01e-01	1.61e-01	-1.4494658	-5.04605	-0.24012682	NM_152516	COMMD1
A_21_P0006092	5.01e-01	1.61e-01	1.4494598	-5.046058	0.22505765		XLOC_007781
A_33_P3300308	5.01e-01	1.61e-01	1.4494467	-5.046075	0.68040112	NM_032514	MAP1LC3A
A_21_P0000696	5.01e-01	1.61e-01	1.4494316	-5.046095	0.15639868	NR_037876	SLIT2-IT1
A_19_P00811038	5.01e-01	1.61e-01	-1.4494164	-5.046114	-0.79072266	AK055694	
A_23_P8900	5.01e-01	1.61e-01	1.4494047	-5.04613	0.28837967	NM_004374	COX6C
A_21_P0011163	5.01e-01	1.61e-01	-1.4493345	-5.046221	-0.17119712	BC040271	XLOC_l2_003860
A_19_P00319369	5.01e-01	1.61e-01	1.4492503	-5.046331	0.2202475	NR_027104	LOC285401
A_21_P0009097	5.01e-01	1.61e-01	1.4492058	-5.046389	0.31029128	NM_001205260	LOC653550
A_23_P102925	5.01e-01	1.61e-01	-1.449148	-5.046464	-0.18295279	NM_005049	PWP2
A_33_P3358541	5.01e-01	1.61e-01	1.4491379	-5.046477	0.64357515	AK097792	
A_33_P3211223	5.01e-01	1.61e-01	1.4491003	-5.046526	0.66341099		
A_21_P0006284	5.01e-01	1.61e-01	1.4490524	-5.046588	0.58746763		XLOC_007747
A_21_P0005684	5.01e-01	1.61e-01	-1.4489929	-5.046666	-0.34079873		XLOC_006768
A_24_P366509	5.01e-01	1.61e-01	1.4489906	-5.046668	0.47011719	NM_001010855	PIK3R6
A_23_P22614	5.01e-01	1.61e-01	1.448912	-5.046771	0.34955499	NM_145802	SEPT6
A_24_P358328	5.01e-01	1.61e-01	-1.4488583	-5.046841	-0.47524899	NR_002187	TPI1P2
A_21_P0000404	5.01e-01	1.61e-01	1.4487079	-5.047036	0.50384646	NR_003199	SNORD114-7
A_21_P0004157	5.01e-01	1.61e-01	1.4486512	-5.04711	0.53870376	XR_110563	XLOC_004929
A_24_P77364	5.01e-01	1.61e-01	-1.4486496	-5.047112	-0.36320247	NM_212552	BOLA3
A_21_P0000321	5.01e-01	1.61e-01	1.4486466	-5.047116	0.35811416	NR_002967	SNORA31
A_21_P0000897	5.01e-01	1.61e-01	-1.4485959	-5.047182	-0.80429196	NR_040066	LOC100287616
A_24_P323084	5.01e-01	1.61e-01	-1.4484725	-5.047342	-0.35481004	NR_038080	LINC00482
A_23_P213592	5.01e-01	1.61e-01	1.4484702	-5.047345	0.28565457	NM_014901	RNF44
A_23_P253723	5.01e-01	1.61e-01	1.4484651	-5.047352	0.37698064	NM_006583	RRH
A_23_P37877	5.01e-01	1.61e-01	-1.4483673	-5.047479	-0.22380779	NM_022493	NARFL
A_23_P144807	5.01e-01	1.61e-01	-1.4483343	-5.047522	-0.24632115	NM_001098811	SEPT8
A_33_P3369667	5.01e-01	1.61e-01	1.4482431	-5.047641	0.28705734		
A_21_P0003769	5.01e-01	1.61e-01	1.4482181	-5.047673	0.16808348		XLOC_004067
A_21_P0009913	5.01e-01	1.61e-01	1.4481813	-5.047721	0.25910561		XLOC_013802
A_24_P392480	5.01e-01	1.61e-01	-1.4481235	-5.047796	-0.47413687	NM_001012643	MYPOP
A_33_P3699445	5.01e-01	1.61e-01	-1.4480091	-5.047945	-0.63822998	BC025792	
A_33_P3257518	5.01e-01	1.61e-01	1.4478699	-5.048126	0.5408996	NR_039985	FLJ22447
A_23_P137157	5.01e-01	1.61e-01	1.4476124	-5.048461	0.69588978	NM_002910	RENBP
A_23_P129476	5.01e-01	1.61e-01	1.447486	-5.048625	0.17295985	NM_004913	C16orf7
A_23_P148446	5.01e-01	1.61e-01	-1.4474791	-5.048634	-0.21356802	NM_003336	UBE2A
A_33_P3246858	5.01e-01	1.61e-01	1.4474536	-5.048667	0.42415157	BX537778	TBX15
A_33_P3879161	5.01e-01	1.61e-01	-1.4474338	-5.048693	-0.32036435	NM_152309	PIK3AP1
A_21_P0005310	5.01e-01	1.61e-01	1.4474104	-5.048723	0.53817476		XLOC_006448
A_23_P19852	5.01e-01	1.61e-01	-1.447298	-5.04887	-0.26611402	NM_152558	IQCE
A_21_P0004160	5.01e-01	1.61e-01	1.4471955	-5.049003	0.46419059	BX094454	XLOC_004935
A_21_P0001887	5.01e-01	1.61e-01	-1.4471532	-5.049058	-0.4642016		XLOC_001593
A_21_P0006744	5.01e-01	1.61e-01	1.4471116	-5.049112	0.47042587		XLOC_008774
A_21_P0007559	5.01e-01	1.61e-01	-1.4470986	-5.049129	-0.47242173		XLOC_009762
A_21_P0003423	5.01e-01	1.61e-01	-1.44706	-5.049179	-0.33355373		XLOC_003757
A_23_P166400	5.01e-01	1.61e-01	-1.4470576	-5.049182	-0.35378859	NM_001007279	RASL10A
A_24_P119813	5.01e-01	1.61e-01	-1.4469497	-5.049322	-0.47595745	NR_024013	FKSG29
A_23_P389141	5.01e-01	1.61e-01	-1.4469141	-5.049369	-0.52884222	NM_144990	SLFNL1
A_33_P3343479	5.01e-01	1.61e-01	1.4469056	-5.04938	0.85687924	XM_003118845	LOC100506310
A_33_P3398091	5.02e-01	1.61e-01	-1.4464259	-5.050003	-0.37217684	NM_001130031	ZNF562
A_21_P0010019	5.02e-01	1.61e-01	1.4464069	-5.050027	0.36123886		XLOC_013685
A_33_P3296769	5.02e-01	1.62e-01	1.4463191	-5.050142	0.39326625		
A_33_P3341836	5.02e-01	1.62e-01	-1.4462739	-5.0502	-0.79897688	NM_001005851	ZNF780B
A_19_P00316159	5.02e-01	1.62e-01	1.4461289	-5.050389	0.61253905		XLOC_l2_007876
A_23_P51217	5.02e-01	1.62e-01	1.4461069	-5.050417	0.47936656	NM_001285	CLCA1
A_23_P105862	5.02e-01	1.62e-01	-1.4460589	-5.05048	-0.90967901	NM_023037	FRY
A_33_P3219146	5.02e-01	1.62e-01	1.4459208	-5.050659	0.43044511	NM_053280	ODF3
A_23_P411772	5.02e-01	1.62e-01	1.445864	-5.050733	0.63893895	NM_032096	PCDHGB2
A_21_P0013993	5.02e-01	1.62e-01	-1.4458463	-5.050756	-0.39753353	NM_138362	FAM104B
A_33_P3374970	5.02e-01	1.62e-01	-1.4458355	-5.05077	-0.46999274	NM_001206627	LOC399939
A_33_P3269408	5.02e-01	1.62e-01	-1.4456934	-5.050954	-0.3938521	NM_207426	FOXI2
A_23_P141656	5.02e-01	1.62e-01	-1.4456321	-5.051034	-0.2669423	NM_001388	DRG2
A_23_P54556	5.02e-01	1.62e-01	1.4455934	-5.051084	0.52685638	NM_014048	MKL2
A_21_P0004698	5.02e-01	1.62e-01	1.4455011	-5.051204	0.59530227		XLOC_005522
A_23_P170534	5.02e-01	1.62e-01	1.4453851	-5.051355	0.55914249	NM_004479	FUT7
A_23_P87072	5.02e-01	1.62e-01	1.4452876	-5.051481	0.36242102	NM_052959	PANX3
A_23_P200252	5.02e-01	1.62e-01	-1.4451952	-5.051601	-0.33570936	NM_032324	NTPCR
A_21_P0000915	5.02e-01	1.62e-01	-1.4449824	-5.051877	-0.61144345	BC041341	XLOC_000256
A_33_P3359748	5.02e-01	1.62e-01	1.4448644	-5.052031	0.26745231	AK093718	SARS
A_33_P3341329	5.02e-01	1.62e-01	-1.4447978	-5.052117	-0.18099211	NM_033114	ZCRB1
A_24_P321511	5.02e-01	1.62e-01	-1.4447861	-5.052132	-0.34702655	NM_016072	GOLT1B
A_33_P3483634	5.03e-01	1.62e-01	-1.4446079	-5.052363	-0.54188722	NR_027108	LOC285593
A_23_P85053	5.03e-01	1.62e-01	1.4445792	-5.052401	0.2884855	NM_005089	ZRSR2
A_23_P103628	5.03e-01	1.62e-01	-1.444537	-5.052456	-0.26075561	NM_018072	HEATR1
A_21_P0009674	5.03e-01	1.62e-01	1.4444411	-5.05258	0.86398834		XLOC_013405
A_33_P3331178	5.03e-01	1.62e-01	-1.4444077	-5.052623	-0.24553625		
A_32_P185628	5.03e-01	1.62e-01	-1.4444072	-5.052624	-0.55737171		
A_21_P0006940	5.03e-01	1.62e-01	1.444404	-5.052628	0.38409338		XLOC_008678
A_33_P3409077	5.03e-01	1.62e-01	-1.4442758	-5.052794	-0.73849415	NM_152730	C6orf170
A_24_P88801	5.03e-01	1.62e-01	1.4440861	-5.053041	0.54064371	NM_000272	NPHP1
A_21_P0003796	5.03e-01	1.62e-01	-1.4440245	-5.05312	-0.30444752		XLOC_004161
A_23_P23873	5.03e-01	1.62e-01	1.4439559	-5.05321	0.29265009	NM_020318	PAPPA2
A_21_P0003555	5.03e-01	1.62e-01	-1.4437641	-5.053458	-0.32538587	AK123125	FLJ41130
A_23_P104146	5.03e-01	1.62e-01	-1.4437317	-5.0535	-0.30444414	NM_005095	ZMYM4
A_33_P3293888	5.03e-01	1.62e-01	1.4435559	-5.053728	0.29391776	NM_002025	AFF2
A_21_P0000799	5.03e-01	1.62e-01	-1.4434788	-5.053828	-0.8379253	NR_038430	LOC100506054
A_33_P3372251	5.03e-01	1.62e-01	-1.4433805	-5.053956	-0.92126467		HOMER1
A_21_P0010038	5.03e-01	1.62e-01	1.4433537	-5.053991	0.34682946		XLOC_013743
A_21_P0010420	5.03e-01	1.62e-01	1.443347	-5.053999	0.7025804		XLOC_014264
A_21_P0008057	5.03e-01	1.62e-01	1.4432817	-5.054084	0.4591469		XLOC_010364
A_23_P11800	5.03e-01	1.62e-01	-1.4432684	-5.054101	-0.34319916	NM_018584	CAMK2N1
A_21_P0000977	5.03e-01	1.62e-01	1.4432278	-5.054154	0.54091865		XLOC_000212
A_23_P254353	5.03e-01	1.62e-01	-1.4432038	-5.054185	-0.41720287	NM_006647	NOXA1
A_33_P3385516	5.03e-01	1.62e-01	1.4431459	-5.05426	0.32039707	NM_080617	CBLN4
A_23_P6802	5.03e-01	1.62e-01	1.4430613	-5.05437	0.28491385	NM_004704	RRP9
A_21_P0000339	5.03e-01	1.62e-01	-1.4430601	-5.054371	-0.78289469	NR_002985	SNORA58
A_21_P0003382	5.03e-01	1.62e-01	1.4430477	-5.054387	0.98218329		XLOC_003629
A_24_P323635	5.03e-01	1.62e-01	1.4429804	-5.054475	1.04409859		
A_33_P3275687	5.03e-01	1.62e-01	-1.4429746	-5.054482	-0.55055028	NM_001001417	TBC1D3B
A_23_P111635	5.03e-01	1.62e-01	-1.4428856	-5.054598	-0.55331332	NM_016086	STYXL1
A_33_P3235400	5.03e-01	1.62e-01	1.4428681	-5.05462	0.24671387	NM_004494	HDGF
A_33_P3234010	5.03e-01	1.63e-01	-1.4427526	-5.05477	-0.34897406	NR_027754	CEACAM22P
A_33_P3318384	5.03e-01	1.63e-01	1.4427008	-5.054837	0.72045399		
A_21_P0008801	5.03e-01	1.63e-01	-1.442678	-5.054867	-0.71016619		XLOC_011609
A_21_P0000708	5.03e-01	1.63e-01	-1.4426653	-5.054883	-0.73591644	NR_037933	C14orf55
A_21_P0009785	5.03e-01	1.63e-01	-1.4426434	-5.054912	-0.35294802		XLOC_013038
A_32_P19519	5.03e-01	1.63e-01	-1.4423409	-5.055304	-0.66340169		
A_23_P362659	5.03e-01	1.63e-01	-1.442255	-5.055415	-0.40081375	NM_002468	MYD88
A_23_P251680	5.03e-01	1.63e-01	-1.4422236	-5.055456	-0.26555533	NM_000754	COMT
A_19_P00811533	5.03e-01	1.63e-01	-1.4422158	-5.055466	-0.60054539	NR_033967	FLJ32224
A_21_P0001065	5.03e-01	1.63e-01	1.4421771	-5.055516	0.3453377		XLOC_000575
A_33_P3295348	5.03e-01	1.63e-01	-1.4419988	-5.055747	-1.47959274	NM_001130711	CLEC2A
A_21_P0007992	5.03e-01	1.63e-01	-1.4419379	-5.055826	-0.262036		XLOC_010594
A_21_P0001529	5.03e-01	1.63e-01	-1.4419003	-5.055875	-0.26917662	DA091614	XLOC_000895
A_21_P0006625	5.03e-01	1.63e-01	-1.441839	-5.055954	-0.73420964	BX358171	XLOC_008837
A_24_P273043	5.03e-01	1.63e-01	1.4417697	-5.056044	0.2219615		
A_21_P0012515	5.03e-01	1.63e-01	-1.4416919	-5.056145	-0.34900565	BC036236	XLOC_l2_010014
A_21_P0011124	5.04e-01	1.63e-01	-1.4414358	-5.056477	-0.75265143		XLOC_l2_003627
A_33_P3268294	5.04e-01	1.63e-01	-1.4414212	-5.056495	-0.34288116		
A_21_P0006901	5.04e-01	1.63e-01	1.4413197	-5.056627	0.76122689		XLOC_008577
A_21_P0009787	5.04e-01	1.63e-01	1.4413018	-5.05665	0.65713386	AK125858	XLOC_013045
A_19_P00322663	5.04e-01	1.63e-01	-1.4411699	-5.056821	-0.50719725		Q21WG5
A_24_P290286	5.04e-01	1.63e-01	1.4410562	-5.056968	0.83582155	NM_182904	P4HA3
A_24_P943113	5.04e-01	1.63e-01	-1.4409446	-5.057113	-0.60227938	NM_173359	EIF4E3
A_33_P3265549	5.04e-01	1.63e-01	-1.4408468	-5.057239	-0.73328384	NM_001205206	SLC19A1
A_32_P4199	5.04e-01	1.63e-01	1.4407563	-5.057357	0.49359194	NM_173557	RNF152
A_23_P46215	5.04e-01	1.63e-01	-1.4407213	-5.057402	-0.65514483	NM_025058	TRIM46
A_21_P0001966	5.04e-01	1.63e-01	1.4406914	-5.057441	0.56504611		XLOC_001850
A_33_P3352961	5.04e-01	1.63e-01	1.4406179	-5.057536	0.19534216		
A_33_P3297399	5.04e-01	1.63e-01	-1.4406161	-5.057538	-0.24884892	NM_017634	KCTD9
A_21_P0006920	5.04e-01	1.63e-01	1.4405814	-5.057583	0.21421575		XLOC_008633
A_33_P3259587	5.04e-01	1.63e-01	1.4405398	-5.057637	0.61125727	NR_003654	SCAND2
A_24_P116871	5.04e-01	1.63e-01	1.440517	-5.057667	0.26715825	NM_006701	TXNL4A
A_33_P3390217	5.04e-01	1.63e-01	1.440502	-5.057686	0.58092428	BC104025	TTLL9
A_23_P150147	5.04e-01	1.63e-01	-1.4404373	-5.05777	-0.43702226	NM_017857	SSH3
A_23_P301372	5.04e-01	1.63e-01	-1.4403948	-5.057825	-0.40250629	NM_153365	TAPT1
A_24_P153820	5.04e-01	1.63e-01	-1.4403734	-5.057852	-0.40209119	BC028351	HYDIN
A_21_P0012999	5.04e-01	1.63e-01	1.4400843	-5.058227	0.16612462		XLOC_l2_012148
A_23_P98121	5.04e-01	1.63e-01	1.4399384	-5.058415	0.35036595	NM_173160	FXYD4
A_23_P8664	5.04e-01	1.63e-01	-1.4398011	-5.058593	-0.31475269	NM_021145	DMTF1
A_33_P3341676	5.04e-01	1.63e-01	1.4397812	-5.058619	0.41432525	NM_001171894	MEF2A
A_23_P140698	5.04e-01	1.63e-01	-1.4396419	-5.058799	-0.19795414	NM_018163	DNAJC17
A_23_P149200	5.04e-01	1.63e-01	-1.4396039	-5.058848	-0.84260459	NM_001255	CDC20
A_33_P3371318	5.04e-01	1.63e-01	-1.4394918	-5.058994	-0.3310307	BC066548	
A_19_P00315869	5.04e-01	1.63e-01	1.4394534	-5.059043	0.52180642	AK090766	XLOC_011568
A_33_P3370404	5.04e-01	1.63e-01	-1.4393996	-5.059113	-0.31842504	NM_015368	PANX1
A_23_P324340	5.04e-01	1.63e-01	-1.4392916	-5.059253	-0.7442319	NM_033510	DISP2
A_33_P3349265	5.04e-01	1.63e-01	1.4392704	-5.05928	0.43196787	NM_001010904	GLYATL3
A_33_P3258747	5.04e-01	1.64e-01	1.4391276	-5.059465	0.31118274	NM_058187	C21orf63
A_33_P3337500	5.04e-01	1.64e-01	1.439103	-5.059497	1.05038478	AB305710	
A_19_P00316284	5.04e-01	1.64e-01	1.4390567	-5.059556	0.56966907	AK126541	XLOC_004598
A_23_P41304	5.04e-01	1.64e-01	1.4390217	-5.059602	0.53451251	NM_002102	GYPE
A_23_P300905	5.04e-01	1.64e-01	-1.438976	-5.059661	-0.3010687	NM_145012	CCNY
A_23_P62901	5.04e-01	1.64e-01	-1.4389561	-5.059687	-0.47379066	NM_006763	BTG2
A_19_P00321795	5.04e-01	1.64e-01	1.4389375	-5.059711	0.983976	AK056172	P39193
A_23_P47879	5.04e-01	1.64e-01	-1.4388808	-5.059784	-0.35764167	NM_003153	STAT6
A_24_P416411	5.04e-01	1.64e-01	-1.4387541	-5.059948	-0.52832436	NM_000286	PEX12
A_33_P3888365	5.04e-01	1.64e-01	-1.4387152	-5.059998	-0.30061832	NM_018364	RSBN1
A_23_P130553	5.04e-01	1.64e-01	-1.4387008	-5.060017	-0.61114784	NM_138392	SHKBP1
A_32_P35800	5.04e-01	1.64e-01	-1.4386806	-5.060043	-0.33763896	NM_015325	KIAA0947
A_23_P502425	5.04e-01	1.64e-01	-1.4386657	-5.060062	-0.25610574	NM_020409	MRPL47
A_21_P0006864	5.05e-01	1.64e-01	1.4384562	-5.060333	0.36848919	AA398971	XLOC_008473
A_24_P250765	5.05e-01	1.64e-01	1.4383674	-5.060448	0.55424149	NM_006258	PRKG1
A_21_P0005375	5.05e-01	1.64e-01	-1.4383341	-5.060491	-0.26753602		XLOC_006062
A_23_P110531	5.05e-01	1.64e-01	1.4382978	-5.060538	0.58752373	NM_013409	FST
A_21_P0008972	5.05e-01	1.64e-01	-1.4382649	-5.060581	-0.31141149		XLOC_011793
A_33_P3683076	5.05e-01	1.64e-01	-1.4382019	-5.060662	-0.54751775	AK091003	MAGED2
A_21_P0007692	5.05e-01	1.64e-01	1.4381072	-5.060784	0.47325735		XLOC_010028
A_21_P0012024	5.05e-01	1.64e-01	1.4380542	-5.060853	0.45541536	XR_109894	LOC100507460
A_24_P50818	5.05e-01	1.64e-01	-1.4379861	-5.060941	-0.74629574	NM_001206774	GTF3C3
A_33_P3286846	5.05e-01	1.64e-01	1.4379829	-5.060945	0.71674623	NM_001205259	LOC653550
A_23_P152651	5.05e-01	1.64e-01	-1.4378006	-5.061181	-0.26866048	NM_007372	DDX42
A_32_P98739	5.05e-01	1.64e-01	1.437789	-5.061196	0.65060048	NM_001080444	IGSF5
A_33_P3331437	5.05e-01	1.64e-01	-1.4377582	-5.061236	-0.60937874	NM_014803	ZNF518A
A_21_P0013929	5.05e-01	1.64e-01	1.4376508	-5.061375	0.64267843	XM_002342351	PRSS45
A_33_P3378318	5.05e-01	1.64e-01	1.4376211	-5.061413	0.80611715		
A_33_P3268989	5.05e-01	1.64e-01	-1.4375767	-5.06147	-0.81635305		
A_33_P3278856	5.05e-01	1.64e-01	-1.4375469	-5.061509	-0.58326178	NM_024921	POF1B
A_21_P0010491	5.05e-01	1.64e-01	-1.4375259	-5.061536	-0.45950419	XR_113288	LOC100507312
A_23_P164638	5.05e-01	1.64e-01	-1.4374605	-5.061621	-0.43046089	NM_024691	ZNF419
A_21_P0002938	5.05e-01	1.64e-01	-1.43746	-5.061621	-0.47377229		XLOC_002597
A_33_P3360142	5.05e-01	1.64e-01	-1.4374539	-5.061629	-0.15404698	NM_001004729	OR5AN1
A_23_P91019	5.05e-01	1.64e-01	1.4374033	-5.061694	0.25479681	NM_003690	PRKRA
A_21_P0001028	5.05e-01	1.64e-01	1.4373616	-5.061748	0.42688868	AK056067	XLOC_000461
A_32_P52519	5.05e-01	1.64e-01	1.4373472	-5.061767	0.41190017	NM_170664	OTOA
A_23_P81676	5.05e-01	1.64e-01	1.4372834	-5.061849	1.72477651	NM_198239	WISP3
A_24_P76879	5.05e-01	1.64e-01	-1.4372623	-5.061877	-0.26915281	NM_003309	TSPYL1
A_21_P0013503	5.05e-01	1.64e-01	1.4371363	-5.06204	0.38447566		XLOC_l2_014372
A_33_P3302428	5.05e-01	1.64e-01	-1.4371357	-5.06204	-0.59103346	NM_001142640	TNRC6C
A_21_P0014711	5.05e-01	1.64e-01	1.4365429	-5.062806	0.19417943	XR_112445	LOC100507948
A_21_P0009578	5.05e-01	1.64e-01	1.4362728	-5.063155	0.64653992		XLOC_012880
A_33_P3406563	5.06e-01	1.64e-01	1.436109	-5.063367	0.20489361	NR_033658	LOC647012
A_21_P0006653	5.06e-01	1.64e-01	1.4360317	-5.063467	0.50605736		XLOC_008390
A_23_P77043	5.06e-01	1.64e-01	-1.4359902	-5.06352	-0.9672372	NM_024764	CATSPERB
A_21_P0002533	5.06e-01	1.64e-01	1.4359894	-5.063521	1.1229366		XLOC_002462
A_23_P304287	5.06e-01	1.64e-01	-1.4359859	-5.063526	-0.28416861	NM_002803	PSMC2
A_23_P205549	5.06e-01	1.64e-01	-1.4359064	-5.063628	-0.22064267	NM_145113	MAX
A_23_P144656	5.06e-01	1.64e-01	1.4359035	-5.063632	0.61352372	NM_006727	CDH10
A_33_P3344423	5.06e-01	1.64e-01	1.4358797	-5.063663	0.65127134	NM_001145467	NCR3
A_32_P123514	5.06e-01	1.64e-01	1.4358192	-5.063741	0.90535752	NM_001114734	PABPC4L
A_33_P3325634	5.06e-01	1.64e-01	1.4357905	-5.063778	0.26018924	NM_001130514	C19orf69
A_23_P62807	5.06e-01	1.65e-01	-1.4355085	-5.064142	-0.39248845	NM_016002	SCCPDH
A_21_P0008987	5.06e-01	1.65e-01	1.4354683	-5.064194	0.83669521		XLOC_011814
A_33_P3387075	5.06e-01	1.65e-01	1.4353682	-5.064323	0.511149		
A_21_P0012658	5.06e-01	1.65e-01	1.4352901	-5.064424	0.35396811		XLOC_l2_011048
A_21_P0001852	5.06e-01	1.65e-01	1.435279	-5.064438	0.6330523		XLOC_001428
A_33_P3422679	5.06e-01	1.65e-01	-1.4351666	-5.064583	-0.28704654	NM_173348	FAM149B1
A_33_P3322103	5.06e-01	1.65e-01	1.4351341	-5.064625	0.52238714		
A_21_P0005282	5.06e-01	1.65e-01	1.4351148	-5.06465	0.54426807	BX117672	XLOC_006341
A_21_P0000335	5.06e-01	1.65e-01	1.4350855	-5.064688	0.3907454	NR_002981	SNORA51
A_21_P0012457	5.06e-01	1.65e-01	-1.4350756	-5.064701	-0.32909516		XLOC_l2_010330
A_21_P0012971	5.06e-01	1.65e-01	1.4348129	-5.06504	0.40743985	BC014604	XLOC_l2_011911
A_23_P71855	5.06e-01	1.65e-01	-1.4347997	-5.065057	-0.82165218	NM_001735	C5
A_33_P3362548	5.06e-01	1.65e-01	1.4347621	-5.065106	0.33517298		
A_21_P0006244	5.06e-01	1.65e-01	-1.4346932	-5.065194	-0.2632462		XLOC_007615
A_23_P148829	5.06e-01	1.65e-01	1.4346465	-5.065255	0.70417562	NM_080431	ACTRT2
A_21_P0001513	5.06e-01	1.65e-01	1.4345954	-5.065321	0.78016785		XLOC_000852
A_33_P3226154	5.06e-01	1.65e-01	-1.4345238	-5.065413	-0.22367295	AY538254	
A_33_P3294946	5.06e-01	1.65e-01	1.4344806	-5.065469	0.28338634	XM_003119122	LOC100506173
A_33_P3405168	5.06e-01	1.65e-01	-1.4344319	-5.065532	-0.74190332	NM_172250	MMAA
A_33_P3296789	5.06e-01	1.65e-01	-1.4344056	-5.065566	-0.23368287	NM_001166422	HDAC8
A_23_P63153	5.06e-01	1.65e-01	-1.4342364	-5.065784	-0.35044799	NM_007204	DDX20
A_33_P3331150	5.06e-01	1.65e-01	1.4342289	-5.065794	0.25087709	L03830	
A_33_P3400578	5.06e-01	1.65e-01	1.4342227	-5.065802	1.13320701	NM_002126	HLF
A_21_P0000042	5.06e-01	1.65e-01	1.4342102	-5.065818	0.49033534	NM_001164399	C14orf38
A_23_P10463	5.06e-01	1.65e-01	-1.4341446	-5.065902	-0.17905799	NM_004552	NDUFS5
A_33_P3659992	5.06e-01	1.65e-01	1.4340636	-5.066007	0.17745042	NR_033945	LOC647107
A_21_P0005898	5.06e-01	1.65e-01	1.4338906	-5.06623	0.93299865		XLOC_007202
A_33_P3357879	5.06e-01	1.65e-01	1.4338091	-5.066335	0.39136945		
A_23_P128067	5.06e-01	1.65e-01	-1.43379	-5.06636	-0.27333282	NM_001035267	RPL41
A_23_P67339	5.06e-01	1.65e-01	1.4337395	-5.066425	1.01387581	NM_020650	RCN3
A_23_P25913	5.06e-01	1.65e-01	-1.4337154	-5.066456	-0.43429979	NM_031427	DNAL1
A_33_P3288605	5.06e-01	1.65e-01	1.4337149	-5.066456	0.63663884	AF289552	
A_23_P433111	5.06e-01	1.65e-01	-1.4336976	-5.066479	-0.59958143	NM_153706	C5orf35
A_23_P42802	5.06e-01	1.65e-01	-1.4336427	-5.06655	-0.36839065	NM_004911	PDIA4
A_23_P120504	5.06e-01	1.65e-01	-1.4335504	-5.066669	-0.50032971	NM_018354	C20orf46
A_21_P0011454	5.06e-01	1.65e-01	-1.4335354	-5.066688	-0.58648314	XM_001716361	LOC388210
A_33_P3219697	5.06e-01	1.65e-01	1.4334392	-5.066812	0.46804187	NM_198493	ANKRD45
A_21_P0002848	5.06e-01	1.65e-01	1.4333899	-5.066876	0.16688833		XLOC_003096
A_33_P3416043	5.06e-01	1.65e-01	1.433307	-5.066982	0.25073013		
A_33_P3314521	5.06e-01	1.65e-01	-1.4332925	-5.067001	-0.67295557		LOC646851
A_23_P210726	5.06e-01	1.65e-01	-1.4332534	-5.067052	-0.71155923	NM_021873	CDC25B
A_33_P3292602	5.06e-01	1.65e-01	1.4332074	-5.067111	0.4982259		
A_33_P3374394	5.06e-01	1.65e-01	1.4331596	-5.067173	0.26340499	NM_001039675	UNC45A
A_21_P0010030	5.06e-01	1.65e-01	1.4331219	-5.067221	0.57470775		XLOC_013714
A_33_P3361891	5.06e-01	1.65e-01	1.4330657	-5.067294	0.42674411	NM_001042575	TMPRSS7
A_23_P26994	5.06e-01	1.65e-01	-1.4329646	-5.067424	-0.56078157	NM_031498	GNGT2
A_33_P3348220	5.06e-01	1.65e-01	1.4329076	-5.067497	0.35063587	NM_001042573	ENGASE
A_23_P145357	5.06e-01	1.65e-01	-1.4328451	-5.067578	-0.45561556	NM_001188	BAK1
A_32_P126557	5.06e-01	1.65e-01	-1.4328064	-5.067628	-0.45430669	NM_001204424	RGS6
A_33_P3378216	5.06e-01	1.65e-01	1.4327613	-5.067686	1.22334616		
A_21_P0007618	5.07e-01	1.65e-01	-1.4324934	-5.068031	-0.34094288		XLOC_009859
A_33_P3384667	5.07e-01	1.65e-01	-1.4323847	-5.068171	-0.53357086	BC022967	DCAF5
A_33_P3249768	5.07e-01	1.65e-01	-1.4323547	-5.06821	-0.64023188	NM_001013742	DGKK
A_21_P0010613	5.07e-01	1.65e-01	1.4322364	-5.068363	0.22014506		XLOC_l2_000902
A_24_P54808	5.07e-01	1.66e-01	-1.4320579	-5.068593	-0.26443344	NM_020803	KLHL8
A_21_P0002743	5.07e-01	1.66e-01	1.4320567	-5.068594	0.50749775	CR608703	XLOC_002664
A_21_P0002860	5.07e-01	1.66e-01	1.4319942	-5.068675	0.20423058		XLOC_003166
A_21_P0014753	5.07e-01	1.66e-01	1.4319258	-5.068763	0.78113563	XR_132491	DNAPTP3
A_23_P361405	5.07e-01	1.66e-01	-1.4318513	-5.068859	-0.33417904	NM_003549	HYAL3
A_21_P0002257	5.07e-01	1.66e-01	1.4318213	-5.068897	0.51290211		XLOC_001574
A_33_P3254335	5.07e-01	1.66e-01	1.4317358	-5.069008	0.84208314	NM_207406	BEND4
A_19_P00800206	5.07e-01	1.66e-01	1.4317084	-5.069043	0.79416543	NR_036586	LOC400958
A_33_P3306068	5.07e-01	1.66e-01	-1.4316837	-5.069075	-0.39346759	NM_001033081	MYCL1
A_33_P3261173	5.07e-01	1.66e-01	-1.4316809	-5.069078	-0.59254725	NM_005479	FRAT1
A_23_P142322	5.07e-01	1.66e-01	-1.4316486	-5.06912	-0.2808206	NM_001280	CIRBP
A_23_P204417	5.07e-01	1.66e-01	-1.4315899	-5.069195	-0.32775847	NM_018463	ITFG2
