ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	GENE_SYMBOL
A_33_P3247473	0.305	0.0498	2.0701832	-4.107936	1.40031009	NM_181624	KRTAP23-1
A_33_P3369979	0.305	0.0498	2.0698725	-4.108465	0.875992	NM_001004686	OR2L2
A_23_P427136	0.306	0.05	2.0676866	-4.112182	0.80187628	NM_032028	TSSK1B
A_33_P3411414	0.306	0.0502	-2.0659987	-4.115051	-0.49354539	NM_001099684	FAM156B
A_33_P3311267	0.306	0.0503	2.0655943	-4.115738	1.28057671	NM_181608	KRTAP19-2
A_23_P328621	0.307	0.0504	-2.0639417	-4.118545	-1.15117661	NM_145053	UBQLNL
A_23_P12336	0.307	0.0505	-2.0628352	-4.120423	-0.695462	NM_018137	PRMT6
A_24_P286465	0.308	0.0511	2.0570638	-4.13021	0.60355368	NM_033224	PURB
A_33_P3210637	0.308	0.0512	-2.0561977	-4.131677	-0.73469413	NM_001004701	OR4C16
A_33_P3402823	0.309	0.0514	-2.054575	-4.134425	-0.86831925	NM_001010862	SPIN3
A_33_P3293785	0.311	0.0519	2.0499492	-4.14225	0.63420028	NM_198696	KRTAP10-3
A_23_P164946	0.312	0.0523	-2.0462996	-4.148415	-0.48937005	NM_001039885	FKRP
A_33_P3317928	0.313	0.0528	2.0414205	-4.156645	1.13552952	NM_001128077	KRTAP20-3
A_33_P3260667	0.314	0.0528	-2.0410086	-4.15734	-0.49604258	NM_001001821	OR2T34
A_24_P102821	0.314	0.0529	-2.0406319	-4.157974	-0.81706812	NM_000952	PTAFR
A_24_P337419	0.314	0.0531	-2.0386338	-4.16134	-0.96022373	NM_030953	TIGD6
A_24_P38276	0.316	0.0536	2.0340897	-4.168987	0.62220804	NM_003505	FZD1
A_23_P130241	0.316	0.0537	2.0327603	-4.171222	0.45832543	NM_030966	KRTAP1-3
A_23_P107483	0.317	0.0542	2.028452	-4.178457	1.44296315	NM_012373	OR3A3
A_23_P416191	0.317	0.0543	2.0278009	-4.17955	0.67117072	NM_176885	TAS2R31
A_33_P3327076	0.318	0.0547	2.0242366	-4.185527	0.65309675	NM_001001824	OR2T27
A_23_P55286	0.318	0.0548	-2.0232191	-4.187232	-0.31183681	NM_002544	OMG
A_33_P3271166	0.319	0.0551	2.0204976	-4.191789	0.59487506	NM_001005490	OR6C74
A_33_P3379906	0.319	0.0551	2.0201112	-4.192436	0.64058185	NM_001004480	OR11H6
A_23_P62336	0.319	0.0553	-2.0181338	-4.195744	-0.43443514	NM_033048	CPXCR1
A_23_P352950	0.32	0.0554	2.0172282	-4.197259	0.39648912	NM_052926	PNMA5
A_33_P3213962	0.321	0.0558	2.0137907	-4.203003	0.63139373	NM_001004297	OR13A1
A_33_P3332576	0.322	0.0562	2.0108585	-4.207897	0.66966863	NM_194251	GPR151
A_23_P397391	0.322	0.0563	2.0094071	-4.210318	0.9587178	NM_005306	FFAR2
A_23_P417100	0.322	0.0563	-2.0092649	-4.210555	-1.05516112	NM_030976	KRTAP4-6
A_33_P3210492	0.323	0.0568	2.0052162	-4.217302	0.58057194	NM_031909	C1QTNF4
A_23_P211079	0.324	0.0571	-2.002623	-4.221618	-0.2480025	NM_005806	OLIG2
A_33_P3288754	0.324	0.0575	-1.9992679	-4.227197	-0.32148057	NM_199249	C19orf48
A_21_P0014059	0.325	0.0576	1.9977892	-4.229653	0.47388449	XR_108306	PIGC
A_33_P3310009	0.326	0.0582	1.9933975	-4.236942	0.96454213	NM_001136533	DCAF8L2
A_23_P20255	0.327	0.0585	-1.9904895	-4.241762	-0.33891731	NM_014066	COMMD5
A_23_P59261	0.327	0.0586	-1.9893085	-4.243719	-0.52191587	NM_006670	TPBG
A_33_P3313250	0.328	0.0589	-1.9870096	-4.247524	-0.67590719	NM_001004477	OR10X1
A_33_P3418010	0.328	0.0589	-1.9867951	-4.247879	-0.38978587	NM_016553	NUP62
A_33_P3383601	0.328	0.059	1.9865954	-4.24821	0.54184934	NM_198180	QRFP
A_24_P695306	0.33	0.0597	1.9806539	-4.25803	0.28226992	NM_001136002	TMEM229A
A_23_P59045	0.331	0.0597	1.9799956	-4.259117	0.74145817	NM_021052	HIST1H2AE
A_21_P0000108	0.331	0.06	1.9779058	-4.262565	1.12534084	NM_001190702	MTRNR2L8
A_33_P3417880	0.331	0.0601	1.977163	-4.26379	0.38769929	NM_001007531	NKAPL
A_33_P3272385	0.332	0.0604	-1.9743626	-4.268406	-0.44225009	NM_001001912	OR4E2
A_24_P49997	0.332	0.0604	-1.9740903	-4.268855	-0.54822252	NM_001029886	PFN3
A_24_P76854	0.332	0.0605	1.9735547	-4.269737	0.60415411	NM_001123387	KRTAP2-1
A_33_P3398822	0.333	0.0608	-1.9709275	-4.274062	-0.65134989	NM_014838	ZBED4
A_19_P00320259	0.333	0.0608	-1.9708145	-4.274248	-0.59505295	NM_001242690	ERVMER34-1
A_23_P351168	0.335	0.0618	-1.9628664	-4.287308	-0.24076477	NM_145174	DNAJB7
A_21_P0000109	0.335	0.0619	1.9625194	-4.287877	1.27035067		MTRNR2L9
A_33_P3253574	0.336	0.0622	1.9599394	-4.292108	1.07508699	NM_001005467	OR8B3
A_33_P3247431	0.337	0.0627	-1.9553777	-4.299579	-1.28453096	NM_001017418	SPRR2B
A_23_P114903	0.339	0.0636	1.9487406	-4.310428	0.69014561	NM_002155	HSPA6
A_23_P67932	0.34	0.064	-1.9455895	-4.315569	-0.80533622	NM_000634	CXCR1
A_33_P3276703	0.34	0.0641	1.9447986	-4.316859	1.17631101	NM_003378	VGF
A_21_P0003682	0.34	0.0642	-1.9439149	-4.318299	-0.21742313	BC034301	ADAM29
A_33_P3323742	0.34	0.0643	-1.943385	-4.319163	-0.30566733	NM_017761	PNRC2
A_23_P13683	0.341	0.0646	-1.9407363	-4.323477	-0.79733563	NM_014830	ZBTB39
A_23_P11331	0.341	0.0646	-1.9404086	-4.32401	-0.28120583	NM_153333	TCEAL8
A_23_P108564	0.341	0.0648	1.9394426	-4.325582	0.63712122	NM_020981	B3GALT1
A_23_P321160	0.341	0.065	-1.9376944	-4.328426	-0.81894882	NM_032530	ZNF594
A_33_P3294302	0.342	0.0656	1.9331369	-4.335831	0.65730523		PHLDA1
A_23_P10870	0.343	0.066	-1.929954	-4.340995	-0.28381049	NM_014908	DOLK
A_21_P0000107	0.344	0.0662	1.9284298	-4.343466	0.85337478	NM_001190489	MTRNR2L7
A_33_P3260684	0.347	0.0678	1.9158981	-4.363728	0.59899257	NM_001005471	OR2T6
A_33_P3257460	0.347	0.0679	1.9152378	-4.364793	0.29237603	NM_018973	DPM3
A_23_P94434	0.347	0.068	1.914961	-4.36524	1.275555	NM_001039792	HRCT1
A_33_P3352767	0.347	0.068	-1.9146477	-4.365745	-0.73027483	NM_002386	MC1R
A_33_P3266489	0.351	0.0694	1.9039582	-4.382947	0.95749409	NM_001004486	OR13H1
A_23_P125705	0.351	0.0696	-1.9027307	-4.384918	-1.07376961	NM_021963	NAP1L2
A_21_P0000110	0.352	0.0701	1.8993915	-4.390275	0.82371357	NM_001190708	MTRNR2L10
A_33_P3356811	0.352	0.0703	1.8976084	-4.393133	0.92402008	NM_178353	LCE1E
A_23_P75867	0.353	0.071	1.8925075	-4.401298	0.71994906	NM_207186	OR10A4
A_23_P133058	0.354	0.0712	-1.8909655	-4.403763	-0.35103679	NM_203462	MRFAP1L1
A_33_P3306427	0.354	0.0715	1.8890838	-4.406769	0.64255908	NM_054107	OR1J2
A_24_P366566	0.355	0.0717	1.8876266	-4.409096	0.70228178	NM_001005338	OR5H1
A_23_P254212	0.357	0.0725	1.8822637	-4.417648	1.49520556	NM_013347	RPA4
A_33_P3295518	0.357	0.0726	1.8815671	-4.418757	0.63171381	NM_203405	KRTAP26-1
A_23_P81859	0.358	0.0729	1.8791592	-4.42259	0.96980933	NM_080596	HIST1H2AH
A_23_P387071	0.358	0.0731	-1.8777536	-4.424826	-0.36422818	NM_052857	ZNF830
A_23_P329261	0.358	0.0731	-1.8777358	-4.424854	-0.9567822	NM_000891	KCNJ2
A_33_P3293396	0.359	0.0734	1.8758491	-4.427853	0.59824539	NM_001004432	LINGO4
A_23_P117873	0.359	0.0734	1.8757934	-4.427942	0.6360333	NM_012125	CHRM5
A_21_P0000008	0.359	0.0736	1.8744787	-4.43003	0.33013487	NM_001145668	CTXN2
A_33_P3283231	0.36	0.0739	1.8719745	-4.434005	0.32562195	NM_206923	YY2
A_32_P36235	0.36	0.0741	-1.8705385	-4.436283	-0.41553231	NM_004907	IER2
A_33_P3299634	0.361	0.0746	1.8675186	-4.44107	0.54642167	AB529307	OR1L6
A_33_P3257457	0.362	0.0749	-1.8651592	-4.444805	-0.45176751	NM_153809	TAF1L
A_24_P164505	0.362	0.075	-1.8647154	-4.445507	-0.83965974	NR_026810	FAM106CP
A_33_P3293768	0.365	0.0763	1.8557259	-4.459706	0.70970068	NM_198688	KRTAP10-6
A_24_P315638	0.365	0.0766	1.8538193	-4.462711	0.77945232	NM_001039165	MRGPRE
A_24_P148907	0.367	0.0774	1.8485443	-4.471014	1.50827905	NM_006439	MAB21L2
A_23_P18246	0.369	0.0782	1.8427563	-4.480104	0.50491906	NM_005283	XCR1
A_23_P164797	0.369	0.0783	1.8421658	-4.48103	0.34747075	NM_016202	ZNF580
A_33_P3223739	0.37	0.0787	1.8398021	-4.484736	0.92934501	NM_012363	OR1N1
A_32_P105381	0.371	0.0792	-1.8361537	-4.490448	-0.84562707	NM_152631	FAM47B
A_23_P16630	0.371	0.0793	-1.8358364	-4.490945	-0.36917961	NM_017506	OR7A5
A_23_P93032	0.372	0.0797	-1.8332684	-4.49496	-0.72190621	NM_032367	ZBED3
A_23_P93295	0.373	0.0803	1.8289638	-4.501682	0.43215404	NM_013936	OR12D2
A_23_P134274	0.373	0.0805	-1.8276833	-4.503679	-0.24309009	NM_005837	POP7
A_23_P252928	0.374	0.0807	1.8268651	-4.504955	0.82534103	NM_005367	MAGEA12
A_33_P3385755	0.374	0.0807	1.826846	-4.504985	0.74125461		OR52R1
A_33_P3311200	0.374	0.0809	1.8256371	-4.506869	0.48438693	NM_002177	IFNW1
A_33_P3340666	0.375	0.0811	1.8239401	-4.509512	1.12842	NM_181611	KRTAP19-5
A_23_P46690	0.375	0.0813	-1.8228465	-4.511214	-0.74795774	NM_203376	TMEM81
A_33_P3244274	0.375	0.0814	-1.8221946	-4.512229	-0.37550777	BC016958	RNF208
A_23_P39356	0.377	0.0824	1.815682	-4.522348	0.75326993	NM_005303	FFAR1
A_33_P3354404	0.377	0.0826	1.814302	-4.524489	0.6390519	NM_181684	KRTAP12-2
A_23_P360316	0.378	0.0827	-1.8139073	-4.525102	-0.65297385	NM_000149	FUT3
A_33_P3380457	0.379	0.0832	1.8109306	-4.529715	0.26491948	NM_022049	GPR88
A_23_P18362	0.379	0.0834	1.8098063	-4.531456	0.34572343	NM_014926	SLITRK3
A_33_P3768992	0.381	0.0843	1.8041673	-4.540176	0.49814777	NM_152418	DCAF4L2
A_23_P106505	0.382	0.0845	-1.8024689	-4.542799	-0.56588	NM_014793	LCMT2
A_23_P353524	0.382	0.0846	-1.802014	-4.543501	-0.57698509	NM_005547	IVL
A_23_P135226	0.382	0.0847	1.8014846	-4.544317	0.92564726	NM_001004457	OR1N2
A_24_P399694	0.383	0.0851	-1.7990564	-4.548062	-0.56537792	NM_033089	ZCCHC3
A_23_P389371	0.384	0.0855	-1.7965366	-4.551944	-1.25048892	NM_054031	MRGPRX3
A_32_P26969	0.384	0.0855	-1.7962667	-4.55236	-0.32596113	NM_207332	ERICH1
A_33_P3230374	0.386	0.0866	1.789809	-4.562289	0.85366859	NM_001005170	OR52I2
A_23_P75663	0.386	0.0871	1.7871031	-4.566441	0.29882199	NM_001001965	OR4D5
A_33_P3324909	0.387	0.0872	1.7864318	-4.567471	0.51130243	NM_005354	JUND
A_23_P150428	0.388	0.0879	1.7817723	-4.574609	0.61754664	NM_001005325	OR6M1
A_33_P3247042	0.388	0.088	1.7814084	-4.575166	0.80424213	NM_002030	FPR3
A_33_P3241369	0.388	0.0882	1.7800508	-4.577242	0.98888271	NM_053049	UCN3
A_33_P3236102	0.389	0.0886	1.7780184	-4.580349	0.39063968	NM_203434	IER5L
A_23_P70468	0.389	0.0889	1.7761921	-4.583139	0.38251103	NM_012367	OR2B6
A_23_P2705	0.39	0.0895	-1.7724685	-4.58882	-0.5694063	NM_005767	LPAR6
A_23_P132341	0.391	0.0898	-1.7710354	-4.591004	-0.33591968	NM_001142964	C22orf46
A_33_P3334205	0.391	0.0898	-1.7706408	-4.591605	-0.48596685	NM_001097620	TMEM184A
A_33_P3253804	0.391	0.09	1.7698251	-4.592847	0.47527422	NM_005195	CEBPD
A_33_P3396877	0.391	0.09	-1.7693573	-4.593559	-0.33692779	NM_183005	RPP38
A_33_P3222007	0.392	0.0903	1.7675838	-4.596258	0.22646218	NM_001001956	OR13C9
A_33_P3411296	0.393	0.0912	1.7623624	-4.604193	0.53037439	NM_005859	PURA
A_23_P120103	0.394	0.0914	-1.7616669	-4.605249	-0.94029365	NM_002252	KCNS3
A_33_P3385656	0.395	0.092	1.7579992	-4.61081	0.5647969	NM_001001343	FNDC9
A_23_P13244	0.395	0.0921	1.7571924	-4.612032	0.62983759	NM_001005205	OR8J1
A_33_P3344086	0.395	0.0921	1.7571921	-4.612033	0.76130968	NM_021066	HIST1H2AJ
A_23_P127684	0.396	0.0925	1.7553568	-4.614811	0.56725007	NM_003697	OR5F1
A_23_P5976	0.396	0.0925	-1.7553335	-4.614847	-0.63956455	NM_080603	ZSWIM1
A_33_P3245183	0.396	0.0928	-1.7533924	-4.617783	-0.29124189	NM_001098213	HRH1
A_23_P149664	0.397	0.093	-1.7521025	-4.619733	-0.29027096	NM_001079809	TMEM183B
A_24_P192988	0.397	0.0933	-1.7502568	-4.622521	-0.69561427	NM_152723	CCDC89
A_23_P108265	0.398	0.0936	1.7488333	-4.62467	0.54450486	NM_012377	OR7C2
A_33_P3300610	0.398	0.0938	1.7479121	-4.626061	0.75543777	NM_001005193	OR7G2
A_33_P3357813	0.399	0.0943	1.7448108	-4.630736	0.94939557	M81589	HTR1D
A_24_P315975	0.399	0.0944	-1.7442095	-4.631642	-0.33855702	NM_001146041	KRTAP4-9
A_33_P3397051	0.399	0.0945	-1.7435507	-4.632634	-0.528043	NM_175876	EXOC8
A_23_P2973	0.399	0.0946	1.7433692	-4.632907	0.43120938	NM_001004063	OR4K1
A_23_P75764	0.399	0.0947	1.7428532	-4.633684	1.22681942	NM_001004728	OR5A1
A_33_P3369964	0.401	0.0954	-1.7387761	-4.639816	-0.65730691	NR_024612	ATXN1L
A_23_P141035	0.402	0.0957	1.7369036	-4.642629	0.51191271	NM_005769	CHST4
A_24_P183664	0.402	0.0961	1.7349862	-4.645506	1.21177912	NM_014817	TRIL
A_24_P322908	0.402	0.0961	-1.734884	-4.64566	-0.48421777	NM_001145073	USP27X
A_23_P128744	0.403	0.0962	-1.734487	-4.646255	-0.60392927	NM_000710	BDKRB1
A_33_P3210848	0.403	0.0964	1.7331195	-4.648306	0.78769542	NM_001128636	ELFN1
A_33_P3257678	0.403	0.0965	-1.7327309	-4.648888	-0.96905385	NM_001005464	HIST2H3A
A_21_P0000136	0.404	0.0968	1.7310818	-4.651359	0.95487282	NM_001197184	GPR33
A_23_P108028	0.404	0.0969	-1.7304343	-4.652328	-0.32654124	NM_007145	ZNF146
A_23_P411947	0.404	0.0972	1.7288033	-4.654769	0.24812637	NM_172000	TEDDM1
A_24_P322444	0.405	0.0977	-1.7261065	-4.658802	-0.23940286	NM_153719	NUP62
A_33_P3411315	0.405	0.098	1.7243815	-4.661379	0.302175	NM_033185	KRTAP3-3
A_33_P3240053	0.405	0.0981	-1.7240573	-4.661863	-0.32863565	NM_001015072	UFSP1
A_33_P3265244	0.405	0.0982	-1.7234744	-4.662733	-0.48657729	NM_001001667	OR6V1
A_33_P3236656	0.406	0.0984	-1.7221694	-4.66468	-0.69091616	NM_133498	SPACA4
A_23_P83159	0.408	0.0994	-1.7167584	-4.672743	-0.37225038	NM_018847	KLHL9
A_23_P397468	0.411	0.101	1.7074645	-4.686546	0.55221997	NM_012351	OR10J1
A_23_P5339	0.412	0.102	-1.7039373	-4.69177	-0.35215121	NM_030577	TMEM177
A_33_P3337485	0.412	0.102	1.7038759	-4.691861	1.09439214	NM_020404	CD248
A_33_P3314176	0.415	0.103	-1.698591	-4.699672	-1.14956665	NM_017709	FAM46C
A_23_P4400	0.416	0.104	1.6947279	-4.70537	0.64312066	NM_033059	KRTAP4-11
A_23_P18518	0.416	0.104	-1.6946348	-4.705507	-0.75465811	NM_152402	TRAM1L1
A_23_P119789	0.416	0.104	-1.6939459	-4.706522	-0.63076326	NM_024121	TMEM185B
A_33_P3405369	0.417	0.105	1.6897691	-4.712669	0.67752777	NM_001012709	KRTAP5-4
A_24_P79617	0.417	0.105	-1.6893566	-4.713275	-1.13942297	NM_014656	KIAA0040
A_23_P66967	0.417	0.105	1.6888739	-4.713985	0.39458503	NM_004066	CETN1
A_23_P96590	0.418	0.106	-1.6844071	-4.720544	-0.8992924	NM_014710	GPRASP1
A_33_P3233219	0.419	0.106	1.682498	-4.723343	0.81563067	NM_005285	NPBWR1
A_33_P3228647	0.42	0.107	1.6791981	-4.728175	0.56434948	NM_030946	OR14J1
A_33_P3225378	0.42	0.107	1.6785386	-4.72914	0.93993891	NM_001005465	OR10G3
A_23_P114445	0.421	0.107	1.6759267	-4.732958	0.46009243	NM_020932	MAGEE1
A_33_P3287303	0.421	0.108	1.6744601	-4.735101	0.26421791	NM_203436	ASCL4
A_24_P217848	0.424	0.109	1.6680571	-4.744436	0.73218312	NM_003510	HIST1H2AK
A_33_P3268954	0.424	0.109	1.6680074	-4.744508	0.78853465	NR_024356	FBLL1
A_24_P169773	0.424	0.109	-1.6679867	-4.744539	-0.39853553	NM_198495	CTAGE4
A_33_P3383866	0.424	0.109	-1.6670581	-4.74589	-0.49190768	NM_016381	TREX1
A_33_P3290792	0.425	0.109	1.6649514	-4.748954	0.46873875	NM_001001953	OR10G9
A_33_P3267532	0.425	0.109	-1.6647665	-4.749223	-0.66906629	NM_170736	KCNJ15
A_23_P98483	0.426	0.11	-1.6621114	-4.75308	-0.58093238	NM_021211	ZBED5
A_33_P3398946	0.426	0.11	-1.6610341	-4.754644	-0.54326313	NM_015649	IRF2BP1
A_23_P92161	0.429	0.112	-1.6543431	-4.764338	-0.9918401	NM_025047	ARL14
A_32_P129752	0.43	0.112	-1.652689	-4.76673	-0.3667179	NM_001017970	TMEM30B
A_33_P3416814	0.43	0.112	1.6513687	-4.768637	0.52732764		MGAT1
A_33_P3369975	0.431	0.112	1.6506265	-4.769709	0.28141347	NM_001004687	OR2L3
A_33_P3349751	0.431	0.113	1.6489837	-4.772081	0.2992546	NM_001005483	OR4K5
A_23_P108492	0.432	0.113	-1.6479777	-4.773532	-0.4795721	NM_138395	MARS2
A_23_P125204	0.432	0.113	1.6468863	-4.775106	0.48782901	NM_001004464	OR10G8
A_23_P350107	0.432	0.113	-1.6466007	-4.775517	-0.48572363	NM_030961	TRIM56
A_21_P0000007	0.433	0.113	1.646037	-4.77633	0.89899857	NM_001145641	SRRM5
A_33_P3290477	0.433	0.113	1.6457947	-4.776679	0.45747475	NM_001009992	ZNF648
A_33_P3247609	0.433	0.114	1.6444884	-4.77856	0.58924727	NM_001005850	ZNF835
A_24_P6125	0.433	0.114	1.6440025	-4.77926	0.6949023	NM_152868	KCNJ4
A_21_P0013982	0.435	0.114	1.640347	-4.784517	0.42858588	XM_003119160	LOC100506571
A_23_P69840	0.436	0.115	-1.6382943	-4.787466	-0.45559322	NM_080670	SLC35A4
A_24_P409230	0.437	0.115	1.6357577	-4.791105	0.81299626	NM_001004460	OR10A2
A_33_P3260782	0.437	0.116	1.6354391	-4.791562	0.65546476		RAG2
A_23_P319617	0.437	0.116	1.6342767	-4.793228	0.54805401	NM_019886	CHST7
A_32_P88719	0.437	0.116	1.633265	-4.794677	0.33648556	NM_001031834	RAB40AL
A_24_P933011	0.437	0.116	1.6332448	-4.794706	0.42902269	NM_001080209	TMEM200C
A_23_P140527	0.437	0.116	1.6327012	-4.795485	0.42685415	NM_012182	FOXB1
A_33_P3326271	0.44	0.117	1.6274445	-4.803002	0.57755411	NM_001004481	OR13C2
A_23_P38634	0.44	0.117	-1.626224	-4.804745	-0.43071789	NM_003555	OR1G1
A_23_P368259	0.44	0.118	-1.6252609	-4.806119	-0.72251986	NM_152361	EID2B
A_33_P3229472	0.44	0.118	1.624333	-4.807443	0.67743116	NM_001012710	KRTAP5-10
A_24_P149689	0.44	0.118	1.6243016	-4.807488	0.62295781	NM_147180	PPP3R2
A_32_P8015	0.441	0.118	-1.6233409	-4.808857	-0.25736588	NM_001011724	HNRNPA1L2
A_33_P3209030	0.443	0.119	-1.6184632	-4.815802	-0.62540605	NM_001082480	ZNF623
A_23_P254831	0.443	0.119	1.6177117	-4.81687	1.03889064	NM_002364	MAGEB2
A_23_P379794	0.444	0.12	-1.6151961	-4.820444	-0.86896647	NM_178517	PIGW
A_23_P27239	0.444	0.12	1.6147429	-4.821087	0.90401878	NM_002548	OR1D2
A_24_P333993	0.444	0.12	-1.6145781	-4.821321	-0.39682669	NM_001001957	OR2W3
A_24_P400130	0.444	0.12	1.613366	-4.823041	1.00548083	NM_181606	KRTAP7-1
A_32_P205053	0.445	0.121	1.6110309	-4.826352	0.29867289	BX648631	UBXN10
A_23_P415395	0.445	0.121	1.6106448	-4.826899	0.82341828	NM_145208	MBD3L1
A_32_P171061	0.446	0.121	-1.6096412	-4.82832	-1.04098724	NM_005170	ASCL2
A_23_P254741	0.446	0.121	1.6094998	-4.82852	1.19466632	NM_003102	SOD3
A_24_P246107	0.447	0.122	1.6044863	-4.83561	0.81751809	NM_181600	KRTAP13-4
A_33_P3385711	0.447	0.122	1.6034098	-4.83713	0.4470259	NM_001005289	OR52H1
A_23_P154972	0.448	0.123	1.6027045	-4.838126	0.58842496	NM_080740	ZNF280A
A_23_P54357	0.448	0.123	1.601586	-4.839704	0.4289412	NM_033195	LDHAL6B
A_23_P127662	0.448	0.123	1.6005162	-4.841212	0.61676785	NM_001002917	OR8D1
A_33_P3309804	0.448	0.123	-1.5999913	-4.841952	-0.52860517	NM_014335	EID1
A_23_P47168	0.45	0.124	-1.5949362	-4.849067	-0.70014016	NM_013280	FLRT1
A_33_P3383004	0.45	0.125	1.5940986	-4.850244	1.35511651	NM_001085382	PSAPL1
A_21_P0014357	0.452	0.125	-1.5909934	-4.854604	-0.40140589	XR_109437	ENDOV
A_33_P3342235	0.452	0.126	1.5892628	-4.857031	0.43377736	NM_145057	CDC42EP5
A_33_P3228709	0.453	0.126	1.5886733	-4.857858	1.08814804	NM_001012503	KRTAP5-7
A_33_P3263664	0.453	0.126	1.5884424	-4.858181	0.63406693	NM_181604	KRTAP6-2
A_33_P3273767	0.453	0.126	-1.5868057	-4.860474	-0.73775369		GJB7
A_23_P400378	0.453	0.126	1.5867251	-4.860587	0.45114607	NM_001077191	GPBAR1
A_23_P111155	0.453	0.126	1.5858128	-4.861864	0.89241636	NM_181842	ZBTB12
A_24_P221198	0.456	0.128	-1.5770338	-4.874122	-0.38128948	NM_203397	MBLAC1
A_24_P359545	0.457	0.129	-1.5748114	-4.877217	-0.53854531	NM_019610	RBMXL1
A_23_P130281	0.457	0.129	1.5737757	-4.878658	0.58022251	NM_012352	OR1A2
A_21_P0011644	0.458	0.129	1.5722615	-4.880763	0.3137604	AK310037	LINC00483
A_23_P207868	0.458	0.13	1.5709915	-4.882528	0.22506464	NM_033191	KRTAP9-4
A_23_P75330	0.461	0.131	-1.5654027	-4.89028	-0.3527866	NM_004966	HNRNPF
A_23_P34183	0.461	0.131	1.5642342	-4.891898	0.61749303	NM_001002906	XKRY2
A_33_P3635527	0.462	0.132	1.5611742	-4.89613	0.43721555	NM_001085455	KRTAP24-1
A_23_P48307	0.462	0.133	1.5584189	-4.899936	1.35659758	NM_030979	PABPC3
A_19_P00322096	0.463	0.133	1.5573013	-4.901478	0.6376244	NR_024015	TDRG1
A_23_P309381	0.463	0.133	-1.5552916	-4.904248	-0.42784175	NM_001040874	HIST2H2AA4
A_23_P101038	0.464	0.134	1.5526667	-4.907863	0.21417338	NM_031962	KRTAP9-3
A_33_P3311248	0.465	0.135	1.5506708	-4.910608	0.53535292	NM_181612	KRTAP19-6
A_24_P223384	0.465	0.135	1.5503198	-4.911091	1.01545453	NM_003513	HIST1H2AB
A_24_P86389	0.465	0.135	-1.5492716	-4.912531	-0.32095426	NM_003514	HIST1H2AM
A_33_P3415255	0.466	0.136	-1.5453207	-4.917953	-0.54914584	NM_020633	VN1R1
A_33_P3372688	0.466	0.136	1.5452058	-4.91811	0.33229968	NM_001164405	BHLHA9
A_23_P354027	0.468	0.137	-1.5410626	-4.923784	-0.49897649	NM_001002914	KCTD11
A_33_P3256282	0.469	0.138	1.5363737	-4.93019	1.11537169	NM_198693	KRTAP10-2
A_33_P3306619	0.47	0.139	1.5337942	-4.933707	0.75254984	NM_001128598	KRTAP25-1
A_33_P3256257	0.47	0.139	1.5337485	-4.933769	0.72636569	NM_033061	KRTAP4-7
A_33_P3211488	0.47	0.139	-1.532873	-4.934962	-0.36167144	NM_001005327	OR6K3
A_23_P353679	0.471	0.139	1.5310618	-4.937428	0.65222773	NM_018655	LENEP
A_23_P417383	0.473	0.141	1.5263466	-4.943836	1.24219782	NM_152792	ASPRV1
A_23_P434416	0.473	0.141	-1.5261457	-4.944108	-0.33641205	NM_005986	SOX1
A_32_P144421	0.473	0.141	-1.5254808	-4.945011	-0.34764046	NM_053042	ZNF518B
A_33_P3379669	0.474	0.142	-1.5217348	-4.950088	-0.25906682	NM_031297	RNF208
A_33_P3391429	0.475	0.142	-1.5214874	-4.950423	-0.31978859	NM_024836	ZNF672
A_33_P3344454	0.475	0.142	1.5213504	-4.950608	0.33921976	NM_001005326	OR4F6
A_23_P142096	0.475	0.142	1.5193331	-4.953338	0.9722788	NM_001506	GPR32
A_23_P111188	0.476	0.142	-1.5187233	-4.954162	-0.28556189	NM_005453	ZBTB22
A_24_P218006	0.476	0.142	-1.5186525	-4.954258	-0.31316895	NM_032317	DNAJC30
A_33_P3233328	0.476	0.143	1.5179409	-4.95522	0.39214042	NM_001001917	OR56A1
A_23_P8119	0.476	0.143	-1.5166153	-4.95701	-0.65322174	NM_152735	ZBTB9
A_23_P374559	0.477	0.143	-1.5153199	-4.958759	-0.4386761	NM_181710	ZNRF4
A_23_P135007	0.477	0.143	-1.5149993	-4.959192	-0.17267106	NM_019897	OR2S2
A_24_P270829	0.477	0.143	1.5149938	-4.959199	0.58756196	NM_000173	GP1BA
A_23_P80662	0.477	0.144	-1.5143014	-4.960133	-0.63075246	NM_004189	SOX14
A_24_P58204	0.478	0.144	1.5124733	-4.962598	0.7031339	NM_001005567	OR51B5
A_24_P9321	0.478	0.144	-1.5121208	-4.963072	-0.59522512	NM_003533	HIST1H3I
A_33_P3239278	0.479	0.145	1.5096999	-4.966332	0.73642627	NM_001004705	OR4D10
A_21_P0000043	0.479	0.145	-1.5085853	-4.967831	-0.14213712	NM_001164435	KRTAP21-3
A_23_P431346	0.48	0.145	1.5079267	-4.968716	0.34628637	NM_175887	PRR15
A_33_P3847514	0.482	0.147	-1.5022956	-4.976273	-0.51036031	NM_001145652	C6orf141
A_23_P85903	0.484	0.148	1.4981162	-4.981868	0.22328045	NM_003268	TLR5
A_33_P3343250	0.484	0.148	-1.4952703	-4.98567	-0.84735502	NM_005279	GPR1
A_24_P203226	0.485	0.148	-1.4950318	-4.985988	-0.32977182	NM_178230	PPIAL4A
