GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
26251	5.02e-01	1.17e-01	0.2233	-1.5656941	-0.3496302	418.95	KCNG2	potassium voltage-gated channel modifier subfamily G member 2
10567	5.02e-01	1.17e-01	0.1895	-1.5656413	-0.2966798	2277.65	RABAC1	Rab acceptor 1
4884	5.02e-01	1.17e-01	0.3352	-1.5654116	-0.5246491	4288.25	NPTX1	neuronal pentraxin 1
79570	5.02e-01	1.18e-01	0.5271	1.5642768	0.8245366	39.58	NKAIN1	sodium/potassium transporting ATPase interacting 1
400961	5.02e-01	1.18e-01	0.2352	-1.564451	-0.3679102	376.77	PAIP2B	poly(A) binding protein interacting protein 2B
29798	5.02e-01	1.18e-01	0.4769	1.5644545	0.746128	51.82	C2orf27A	chromosome 2 open reading frame 27A
55023	5.02e-01	1.18e-01	0.1607	1.5651571	0.2515933	4062.1	PHIP	pleckstrin homology domain interacting protein
112268088	5.02e-01	1.18e-01	0.2266	-1.5647127	-0.3545175	1126.16	LOC112268088	uncharacterized LOC112268088
11153	5.02e-01	1.18e-01	0.295	-1.5641664	-0.46145	144.25	FICD	FIC domain protein adenylyltransferase
7620	5.02e-01	1.18e-01	0.2028	1.5640775	0.3172239	144.42	ZNF69	zinc finger protein 69
11065	5.02e-01	1.18e-01	0.2847	-1.5641107	-0.4452733	1794.21	UBE2C	ubiquitin conjugating enzyme E2 C
139231	5.02e-01	1.18e-01	0.2013	-1.5646386	-0.3149003	1595.61	FAM199X	family with sequence similarity 199, X-linked
215	5.02e-01	1.18e-01	0.1379	-1.5648492	-0.2157561	446.92	ABCD1	ATP binding cassette subfamily D member 1
8270	5.02e-01	1.18e-01	0.1859	-1.5640679	-0.2907815	241.2	LAGE3	L antigen family member 3
4089	5.03e-01	1.18e-01	0.1278	-1.5630622	-0.1998184	1817.68	SMAD4	SMAD family member 4
8731	5.03e-01	1.18e-01	0.1813	-1.5624069	-0.283273	1491.19	RNMT	RNA guanine-7 methyltransferase
22949	5.04e-01	1.18e-01	0.1486	1.5617323	0.2321043	1041.92	PTGR1	prostaglandin reductase 1
60386	5.04e-01	1.18e-01	0.288	-1.5615149	-0.4497443	200.34	SLC25A19	solute carrier family 25 member 19
55593	5.04e-01	1.18e-01	0.1115	-1.561405	-0.1741118	2102.32	OTUD5	OTU deubiquitinase 5
9469	5.04e-01	1.19e-01	0.66	-1.5610128	-1.0302341	127.21	CHST3	carbohydrate sulfotransferase 3
4602	5.04e-01	1.19e-01	0.2543	-1.5605557	-0.3968039	98.93	MYB	MYB proto-oncogene, transcription factor
283038	5.04e-01	1.19e-01	0.6663	1.5605805	1.039817	10.52	LOC283038	uncharacterized LOC283038
26122	5.05e-01	1.19e-01	0.1806	-1.5599363	-0.2817556	1001.11	EPC2	enhancer of polycomb homolog 2
84240	5.05e-01	1.19e-01	0.2791	-1.5600113	-0.4353254	433.13	ZCCHC9	zinc finger CCHC-type containing 9
4188	5.05e-01	1.19e-01	0.2494	1.5598713	0.3889549	1591.68	MDFI	MyoD family inhibitor
27102	5.05e-01	1.19e-01	0.1482	-1.5596321	-0.2311283	5647.92	EIF2AK1	eukaryotic translation initiation factor 2 alpha kinase 1
51427	5.05e-01	1.19e-01	0.2487	-1.5595579	-0.3878462	557.04	ZNF107	zinc finger protein 107
1082	5.05e-01	1.19e-01	0.5963	1.5593768	0.9298141	13.07	CGB3	chorionic gonadotropin subunit beta 3
1147	5.05e-01	1.19e-01	0.2116	-1.5589513	-0.3298457	812.98	CHUK	component of inhibitor of nuclear factor kappa B kinase complex
863	5.05e-01	1.19e-01	0.8317	-1.5586389	-1.2963835	62.6	CBFA2T3	CBFA2/RUNX1 partner transcriptional co-repressor 3
8703	5.05e-01	1.19e-01	0.1125	1.558096	0.1752663	1205.25	B4GALT3	beta-1,4-galactosyltransferase 3
115811	5.05e-01	1.19e-01	0.497	-1.5582977	-0.7745166	108.04	IQCD	IQ motif containing D
10743	5.05e-01	1.19e-01	0.2189	1.5580591	0.3410565	4859.68	RAI1	retinoic acid induced 1
338651	5.06e-01	1.19e-01	0.4547	1.5578215	0.7083295	59.87	KRTAP5-AS1	KRTAP5-1/KRTAP5-2 antisense RNA 1
9354	5.06e-01	1.19e-01	0.1518	-1.5577494	-0.2365416	1969.03	UBE4A	ubiquitination factor E4A
105376526	5.06e-01	1.19e-01	0.3615	1.5573556	0.5630231	211.88	LOC105376526	uncharacterized LOC105376526
344787	5.06e-01	1.20e-01	0.2487	-1.5557295	-0.3869789	160.57	ZNF860	zinc finger protein 860
23129	5.06e-01	1.20e-01	0.8764	-1.5557032	-1.3633585	2331.51	PLXND1	plexin D1
105379057	5.06e-01	1.20e-01	0.5747	1.5558512	0.8941578	43.98	EDIL3-DT	EDIL3 divergent transcript
6837	5.06e-01	1.20e-01	0.1607	-1.5556453	-0.2500462	1416.43	MED22	mediator complex subunit 22
9304	5.06e-01	1.20e-01	0.3353	-1.5563096	-0.5218457	51.38	SNORD22	small nucleolar RNA, C/D box 22
160777	5.06e-01	1.20e-01	0.7556	1.5559984	1.1757032	13.38	CCDC60	coiled-coil domain containing 60
4363	5.06e-01	1.20e-01	0.0935	1.5557143	0.1455149	2557.28	ABCC1	ATP binding cassette subfamily C member 1
1783	5.06e-01	1.20e-01	0.1345	-1.5564685	-0.2093052	4024.01	DYNC1LI2	dynein cytoplasmic 1 light intermediate chain 2
112268270	5.06e-01	1.20e-01	0.5509	1.555813	0.8571366	30.44	LOC112268270	translation initiation factor IF-2-like
85014	5.07e-01	1.20e-01	0.2793	-1.5548916	-0.434276	1106.61	TMEM141	transmembrane protein 141
388228	5.07e-01	1.20e-01	0.1362	1.5549604	0.2118223	3196.98	SBK1	SH3 domain binding kinase 1
51463	5.07e-01	1.20e-01	0.1917	-1.5545774	-0.2979438	349.76	GPR89B	G protein-coupled receptor 89B
107984868	5.07e-01	1.20e-01	0.6709	1.5542581	1.0427312	10.19	LOC107984868	
10607	5.07e-01	1.20e-01	0.166	-1.5540499	-0.2580141	1158.44	TBL3	transducin beta like 3
10440	5.08e-01	1.20e-01	0.1616	-1.5535447	-0.2510285	1009.4	TIMM17A	translocase of inner mitochondrial membrane 17A
22941	5.08e-01	1.20e-01	0.1507	-1.5534541	-0.2341036	1973.62	SHANK2	SH3 and multiple ankyrin repeat domains 2
9737	5.08e-01	1.20e-01	0.3331	1.5534456	0.5174467	102.53	GPRASP1	G protein-coupled receptor associated sorting protein 1
107986694	5.08e-01	1.21e-01	0.2251	-1.5526004	-0.3495416	152.95	LOC107986694	
23248	5.08e-01	1.21e-01	0.1064	1.5519801	0.1651894	1568.7	RPRD2	regulation of nuclear pre-mRNA domain containing 2
81553	5.08e-01	1.21e-01	0.3813	1.5516686	0.591642	233.12	CYRIA	CYFIP related Rac1 interactor A
1029	5.08e-01	1.21e-01	0.4296	1.5524195	0.6669887	85.64	CDKN2A	cyclin dependent kinase inhibitor 2A
100652999	5.08e-01	1.21e-01	0.1524	-1.5518242	-0.23646	383.23	LOC100652999	uncharacterized LOC100652999
4141	5.08e-01	1.21e-01	0.2293	-1.5523262	-0.3559289	5226.33	MARS1	methionyl-tRNA synthetase 1
5641	5.08e-01	1.21e-01	0.2483	-1.5516774	-0.3853028	4612.41	LGMN	legumain
123775	5.08e-01	1.21e-01	0.395	-1.5520381	-0.6129866	56.46	C16orf46	chromosome 16 open reading frame 46
388552	5.08e-01	1.21e-01	0.2824	-1.5516331	-0.4382123	138.51	BLOC1S3	biogenesis of lysosomal organelles complex 1 subunit 3
22807	5.09e-01	1.21e-01	0.1215	1.5508293	0.1884771	815.84	IKZF2	IKAROS family zinc finger 2
55486	5.09e-01	1.21e-01	0.2433	-1.5512696	-0.3773935	952.79	PARL	presenilin associated rhomboid like
93594	5.09e-01	1.21e-01	0.1663	-1.5510412	-0.2578719	278.61	TBC1D31	TBC1 domain family member 31
55863	5.09e-01	1.21e-01	0.1853	-1.5511755	-0.2875009	492.41	TMEM126B	transmembrane protein 126B
100499467	5.09e-01	1.21e-01	0.4682	-1.5509344	-0.7261963	444.72	LINC00673	long intergenic non-protein coding RNA 673
105372431	5.09e-01	1.21e-01	0.5889	-1.5509498	-0.9132819	23.45	LOC105372431	uncharacterized LOC105372431
11251	5.09e-01	1.21e-01	0.4076	-1.5498647	-0.6317539	31.25	PTGDR2	prostaglandin D2 receptor 2
23381	5.09e-01	1.21e-01	0.1143	-1.5497204	-0.1770918	4674.03	SMG5	SMG5 nonsense mediated mRNA decay factor
79902	5.09e-01	1.21e-01	0.2563	-1.5493155	-0.3971023	1011.29	NUP85	nucleoporin 85
148046	5.09e-01	1.21e-01	0.3235	-1.5494097	-0.5013063	66.59	CIRBP-AS1	CIRBP antisense RNA 1
5613	5.09e-01	1.21e-01	0.2586	1.5494749	0.4006665	885.44	PRKX	protein kinase cAMP-dependent X-linked catalytic subunit
4791	5.10e-01	1.21e-01	0.1311	1.5488547	0.2031207	808.21	NFKB2	nuclear factor kappa B subunit 2
94097	5.10e-01	1.22e-01	0.1882	1.5484952	0.2913665	550.46	SFXN5	sideroflexin 5
9581	5.10e-01	1.22e-01	0.1245	-1.548087	-0.1926958	1222.47	PREPL	prolyl endopeptidase like
266743	5.10e-01	1.22e-01	0.5545	-1.5481632	-0.8584513	17.88	NPAS4	neuronal PAS domain protein 4
100131187	5.10e-01	1.22e-01	0.3616	1.5472567	0.55945	591.71	TSTD1	thiosulfate sulfurtransferase like domain containing 1
51294	5.10e-01	1.22e-01	0.501	1.5472988	0.7752072	31.61	PCDH12	protocadherin 12
51608	5.10e-01	1.22e-01	0.2108	-1.5472442	-0.3261603	1783.27	GET4	guided entry of tail-anchored proteins factor 4
27161	5.10e-01	1.22e-01	0.1178	-1.5475984	-0.1822496	3169.66	AGO2	argonaute RISC catalytic component 2
79767	5.10e-01	1.22e-01	0.2767	1.5477905	0.4283134	119.06	ELMO3	engulfment and cell motility 3
55723	5.10e-01	1.22e-01	0.2293	-1.5475129	-0.3547754	867.6	ASF1B	anti-silencing function 1B histone chaperone
81928	5.10e-01	1.22e-01	0.1495	-1.5471474	-0.2313239	681.84	CABLES2	Cdk5 and Abl enzyme substrate 2
26260	5.11e-01	1.22e-01	0.1518	-1.5463006	-0.23477	765.45	FBXO25	F-box protein 25
119392	5.11e-01	1.22e-01	0.2625	-1.5464936	-0.4060237	131.49	SFR1	SWI5 dependent homologous recombination repair protein 1
100616329	5.11e-01	1.22e-01	0.2496	-1.5462918	-0.3859803	91.66	MIR4700	microRNA 4700
115992	5.11e-01	1.22e-01	0.1342	-1.5464246	-0.2074771	465.48	RNF166	ring finger protein 166
1727	5.11e-01	1.22e-01	0.1632	-1.5467529	-0.2524668	7787.74	CYB5R3	cytochrome b5 reductase 3
6275	5.11e-01	1.22e-01	0.2794	-1.5448898	-0.4315947	329.96	S100A4	S100 calcium binding protein A4
7273	5.11e-01	1.22e-01	0.2829	-1.5451209	-0.437121	778.45	TTN	titin
26123	5.11e-01	1.22e-01	0.1312	-1.545439	-0.2027987	1398.21	TCTN3	tectonic family member 3
5526	5.11e-01	1.22e-01	0.1973	1.5452449	0.3048571	326.24	PPP2R5B	protein phosphatase 2 regulatory subunit B'beta
10301	5.11e-01	1.22e-01	0.1897	1.544884	0.2930636	173.68	DLEU1	deleted in lymphocytic leukemia 1
3607	5.11e-01	1.22e-01	0.2478	-1.5450798	-0.3828641	3829.38	FOXK2	forkhead box K2
1209	5.11e-01	1.22e-01	0.1475	-1.5456884	-0.2280218	3907.54	CLPTM1	CLPTM1 regulator of GABA type A receptor forward trafficking
5105	5.11e-01	1.22e-01	1.1699	-1.5455205	-1.8080969	8.28	PCK1	phosphoenolpyruvate carboxykinase 1
1376	5.11e-01	1.22e-01	0.2031	1.5446823	0.31374	974.99	CPT2	carnitine palmitoyltransferase 2
727800	5.11e-01	1.22e-01	0.1783	-1.5444982	-0.2753415	402.42	RNF208	ring finger protein 208
9563	5.12e-01	1.23e-01	0.251	1.543429	0.3873385	2947.55	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
105378721	5.12e-01	1.23e-01	0.1826	-1.5438488	-0.2818706	202.83	LOC105378721	
10488	5.12e-01	1.23e-01	0.2423	-1.5434894	-0.3740305	1185.3	CREB3	cAMP responsive element binding protein 3
84267	5.12e-01	1.23e-01	0.2065	1.5437673	0.3188511	397.59	C9orf64	chromosome 9 open reading frame 64
4926	5.12e-01	1.23e-01	0.1431	1.5436257	0.2208898	8555.31	NUMA1	nuclear mitotic apparatus protein 1
85025	5.12e-01	1.23e-01	0.2204	1.5429918	0.3401434	266.78	TMEM60	transmembrane protein 60
7475	5.12e-01	1.23e-01	0.7361	1.5425431	1.1355187	20.67	WNT6	Wnt family member 6
147011	5.12e-01	1.23e-01	0.2331	-1.5425144	-0.359494	124.9	PROCA1	protein interacting with cyclin A1
55052	5.13e-01	1.23e-01	0.1469	-1.5420878	-0.2265296	925.51	MRPL20	mitochondrial ribosomal protein L20
5984	5.13e-01	1.23e-01	0.1456	-1.5417407	-0.2245029	554.09	RFC4	replication factor C subunit 4
105371792	5.13e-01	1.23e-01	0.3639	-1.5416705	-0.5610609	80.92	LOC105371792	uncharacterized LOC105371792
100037417	5.13e-01	1.23e-01	0.1888	1.5413922	0.2909604	447.92	DDTL	D-dopachrome tautomerase like
8458	5.13e-01	1.23e-01	0.1409	-1.540997	-0.2171645	919.44	TTF2	transcription termination factor 2
55914	5.13e-01	1.23e-01	0.1164	1.5409513	0.1794113	2282.82	ERBIN	erbb2 interacting protein
51103	5.13e-01	1.23e-01	0.2729	1.5411354	0.4205722	236.69	NDUFAF1	NADH:ubiquinone oxidoreductase complex assembly factor 1
7366	5.13e-01	1.23e-01	0.5762	-1.5406377	-0.8876501	17.57	UGT2B15	UDP glucuronosyltransferase family 2 member B15
105372435	5.13e-01	1.23e-01	0.2423	-1.5406672	-0.3733482	84.43	LOC105372435	uncharacterized LOC105372435
10450	5.13e-01	1.24e-01	0.16	-1.5399088	-0.2463186	1110.75	PPIE	peptidylprolyl isomerase E
80034	5.13e-01	1.24e-01	0.4088	1.5395523	0.6293012	93.53	CSRNP3	cysteine and serine rich nuclear protein 3
8801	5.13e-01	1.24e-01	0.1757	-1.5395758	-0.2704934	1560.06	SUCLG2	succinate-CoA ligase GDP-forming subunit beta
79730	5.13e-01	1.24e-01	0.172	-1.5394962	-0.2647312	641.08	NSUN7	NOP2/Sun RNA methyltransferase family member 7
23246	5.13e-01	1.24e-01	0.175	-1.5395478	-0.2693669	1114.54	BOP1	BOP1 ribosomal biogenesis factor
105369663	5.13e-01	1.24e-01	0.3766	-1.5396998	-0.5797845	173.08	LOC105369663	uncharacterized LOC105369663
84286	5.14e-01	1.24e-01	0.128	-1.5391872	-0.1970379	705.41	TMEM175	transmembrane protein 175
202243	5.14e-01	1.24e-01	0.2013	1.5392184	0.3097766	233.17	CCDC125	coiled-coil domain containing 125
390205	5.14e-01	1.24e-01	0.6247	-1.5390559	-0.9613946	459.63	LRRC10B	leucine rich repeat containing 10B
63951	5.14e-01	1.24e-01	0.1921	1.5386874	0.2955822	203.31	DMRTA1	DMRT like family A1
79768	5.14e-01	1.24e-01	0.1863	1.5386342	0.2866389	603.78	KATNBL1	katanin regulatory subunit B1 like 1
79598	5.14e-01	1.24e-01	0.1568	-1.5382202	-0.2412091	575.41	CEP97	centrosomal protein 97
9783	5.14e-01	1.24e-01	0.3511	-1.537835	-0.539872	128.62	RIMS3	regulating synaptic membrane exocytosis 3
64434	5.15e-01	1.24e-01	0.1247	-1.5373542	-0.1917368	706.35	NOM1	nucleolar protein with MIF4G domain 1
10598	5.15e-01	1.24e-01	0.126	-1.5368931	-0.1935873	2273.76	AHSA1	activator of HSP90 ATPase activity 1
54976	5.15e-01	1.24e-01	0.2056	-1.5370791	-0.31605	473.04	C20orf27	chromosome 20 open reading frame 27
57393	5.15e-01	1.24e-01	0.6164	-1.5368734	-0.9473934	55.6	CLTRN	collectrin, amino acid transport regulator
5740	5.15e-01	1.24e-01	0.7132	-1.5366997	-1.0959675	16.41	PTGIS	prostaglandin I2 synthase
5878	5.15e-01	1.24e-01	0.2308	-1.5364119	-0.3545744	3855.63	RAB5C	RAB5C, member RAS oncogene family
50511	5.15e-01	1.25e-01	0.5452	-1.5357661	-0.8373073	51.04	SYCP3	synaptonemal complex protein 3
6789	5.15e-01	1.25e-01	0.1093	-1.5357897	-0.1679008	1039.38	STK4	serine/threonine kinase 4
78990	5.16e-01	1.25e-01	0.2451	1.5350499	0.3762581	83.98	OTUB2	OTU deubiquitinase, ubiquitin aldehyde binding 2
23517	5.16e-01	1.25e-01	0.1848	-1.53478	-0.2835668	2133.85	MTREX	Mtr4 exosome RNA helicase
80139	5.16e-01	1.25e-01	0.3004	-1.5348677	-0.4609976	1100.52	ZNF703	zinc finger protein 703
127703	5.16e-01	1.25e-01	0.1961	1.5342982	0.3009526	161.97	C1orf216	chromosome 1 open reading frame 216
101059918	5.16e-01	1.25e-01	0.4416	1.5343657	0.677588	54.47	GOLGA8R	golgin A8 family member R
3099	5.17e-01	1.25e-01	0.572	1.5332847	0.876965	592.62	HK2	hexokinase 2
401251	5.17e-01	1.25e-01	0.3161	-1.5333706	-0.4847188	44.8	SAPCD1	suppressor APC domain containing 1
100529251	5.17e-01	1.25e-01	0.2867	-1.5332497	-0.4395126	115.15	CKLF-CMTM1	CKLF-CMTM1 readthrough
112703	5.17e-01	1.25e-01	0.1329	1.5331674	0.2037968	555.25	GARIN5A	golgi associated RAB2 interactor 5A
29924	5.17e-01	1.25e-01	0.1205	-1.5332557	-0.1847121	4316.93	EPN1	epsin 1
150159	5.18e-01	1.26e-01	0.2348	-1.531976	-0.3596552	133.24	SLC9B1	solute carrier family 9 member B1
101929469	5.18e-01	1.26e-01	0.5432	-1.5320524	-0.8322865	21.6	TEX52	testis expressed 52
23592	5.18e-01	1.26e-01	0.2253	-1.5319307	-0.3451402	1566.78	LEMD3	LEM domain containing 3
7528	5.18e-01	1.26e-01	0.1862	-1.5318406	-0.2852105	3337.92	YY1	YY1 transcription factor
56204	5.18e-01	1.25e-01	0.1615	1.5321522	0.2474562	1183	ATOSA	atos homolog A
643596	5.18e-01	1.26e-01	0.3461	-1.5313766	-0.5300546	43.39	RNF224	ring finger protein 224
115509	5.18e-01	1.26e-01	0.196	-1.5313882	-0.3001749	314.58	ZNF689	zinc finger protein 689
10025	5.18e-01	1.26e-01	0.1241	-1.5312943	-0.1900842	1754.19	MED16	mediator complex subunit 16
5467	5.18e-01	1.26e-01	0.1308	1.5308073	0.2002041	842.45	PPARD	peroxisome proliferator activated receptor delta
84188	5.19e-01	1.26e-01	0.1783	-1.5303899	-0.272936	2079.25	FAR1	fatty acyl-CoA reductase 1
149466	5.19e-01	1.26e-01	0.2003	1.5300568	0.3065292	470.73	C1orf210	chromosome 1 open reading frame 210
284613	5.19e-01	1.26e-01	0.1579	1.5299129	0.2414971	438.5	CYB561D1	cytochrome b561 family member D1
27068	5.19e-01	1.26e-01	0.2175	1.5301691	0.3327713	1195.78	PPA2	inorganic pyrophosphatase 2
10938	5.19e-01	1.26e-01	0.1413	1.5300197	0.2161469	2272.03	EHD1	EH domain containing 1
5204	5.19e-01	1.26e-01	0.2429	-1.5296973	-0.3715534	2992.68	PFDN5	prefoldin subunit 5
85388	5.20e-01	1.26e-01	0.5302	-1.5287267	-0.8105717	17.16	SNORD14B	small nucleolar RNA, C/D box 14B
130026	5.20e-01	1.26e-01	0.3035	-1.5282942	-0.4638965	61.66	ICA1L	islet cell autoantigen 1 like
54509	5.20e-01	1.26e-01	0.3993	-1.5283508	-0.61031	600.94	RHOF	ras homolog family member F, filopodia associated
10206	5.20e-01	1.26e-01	0.1791	1.5282676	0.273752	651.56	TRIM13	tripartite motif containing 13
5775	5.20e-01	1.26e-01	0.2656	-1.5281319	-0.4058638	782.3	PTPN4	protein tyrosine phosphatase non-receptor type 4
56146	5.20e-01	1.27e-01	0.1987	1.5278752	0.3035133	165.82	PCDHA2	protocadherin alpha 2
51506	5.20e-01	1.27e-01	0.1497	1.5276251	0.2286839	1179.93	UFC1	ubiquitin-fold modifier conjugating enzyme 1
100526835	5.20e-01	1.27e-01	0.4323	1.5266972	0.6599283	27.85	FPGT-TNNI3K	FPGT-TNNI3K readthrough
113802	5.20e-01	1.27e-01	0.4046	1.5266788	0.6177253	30.29	HENMT1	HEN methyltransferase 1
221960	5.20e-01	1.27e-01	0.146	-1.5265449	-0.222844	1253.76	CCZ1B	CCZ1 homolog B, vacuolar protein trafficking and biogenesis associated
64983	5.20e-01	1.27e-01	0.2434	-1.5269598	-0.3716242	356.81	MRPL32	mitochondrial ribosomal protein L32
5347	5.20e-01	1.27e-01	0.1823	-1.5269643	-0.2783552	662.41	PLK1	polo like kinase 1
284217	5.20e-01	1.27e-01	0.3792	1.526502	0.5788041	1545.27	LAMA1	laminin subunit alpha 1
79411	5.20e-01	1.27e-01	0.1656	1.5263532	0.2527841	309.38	GLB1L	galactosidase beta 1 like
55352	5.21e-01	1.27e-01	0.2906	-1.52606	-0.4435192	317.13	COPRS	coordinator of PRMT5 and differentiation stimulator
7869	5.21e-01	1.27e-01	0.536	1.5257597	0.8178722	1641.73	SEMA3B	semaphorin 3B
80167	5.21e-01	1.27e-01	0.1774	-1.5255368	-0.2705851	338.84	ABHD18	abhydrolase domain containing 18
93185	5.21e-01	1.27e-01	0.3158	1.5253931	0.48168	1091.59	IGSF8	immunoglobulin superfamily member 8
64110	5.21e-01	1.27e-01	0.1723	-1.5249863	-0.262728	2401.23	MAGEF1	MAGE family member F1
8676	5.21e-01	1.27e-01	0.3376	-1.5250829	-0.5148296	165.77	STX11	syntaxin 11
79837	5.21e-01	1.27e-01	0.2584	-1.5250984	-0.3940516	2125.89	PIP4K2C	phosphatidylinositol-5-phosphate 4-kinase type 2 gamma
84973	5.21e-01	1.27e-01	0.2425	-1.5243351	-0.3696521	2046.45	SNHG7	small nucleolar RNA host gene 7
100526767	5.21e-01	1.27e-01	0.1508	1.5242076	0.2298176	1273.12	RNF103-CHMP3	RNF103-CHMP3 readthrough
29085	5.22e-01	1.28e-01	0.1458	1.5238842	0.2221905	2144	PHPT1	phosphohistidine phosphatase 1
6929	5.22e-01	1.28e-01	0.1494	-1.5236778	-0.2276735	7735.57	TCF3	transcription factor 3
643327	5.22e-01	1.28e-01	0.3468	1.5235107	0.5282891	55.64	LOC643327	uncharacterized LOC643327
83875	5.22e-01	1.28e-01	0.3764	-1.5233649	-0.573321	43.89	BCO2	beta-carotene oxygenase 2
83540	5.22e-01	1.28e-01	0.2491	-1.522777	-0.379349	343.56	NUF2	NUF2 component of NDC80 kinetochore complex
57410	5.22e-01	1.28e-01	0.2138	-1.5225259	-0.3254888	2572.43	SCYL1	SCY1 like pseudokinase 1
406991	5.22e-01	1.28e-01	0.4578	1.5225146	0.6970832	42.62	MIR21	microRNA 21
81	5.22e-01	1.28e-01	0.1723	1.5227197	0.2623604	11015.17	ACTN4	actinin alpha 4
56259	5.22e-01	1.28e-01	0.1997	1.5224325	0.304085	920.46	CTNNBL1	catenin beta like 1
7503	5.22e-01	1.28e-01	0.275	1.5229748	0.418789	17999.72	XIST	X inactive specific transcript
101927279	5.22e-01	1.28e-01	0.7038	-1.5222059	-1.0713587	17.24	EP300-AS1	EP300 antisense RNA 1
27166	5.23e-01	1.28e-01	0.2336	-1.5217407	-0.3554568	1499.11	PRELID1	PRELI domain containing 1
54751	5.23e-01	1.28e-01	0.1742	1.520878	0.2649989	2065.02	FBLIM1	filamin binding LIM protein 1
55144	5.23e-01	1.28e-01	0.141	-1.520623	-0.2143681	704.3	LRRC8D	leucine rich repeat containing 8 VRAC subunit D
10898	5.23e-01	1.28e-01	0.1209	1.5207936	0.183861	1149.93	CPSF4	cleavage and polyadenylation specific factor 4
100506476	5.23e-01	1.28e-01	0.5089	1.5206651	0.7738292	20.78	MIDEAS-AS1	MIDEAS antisense RNA 1
25937	5.23e-01	1.28e-01	0.2445	1.52042	0.3717318	6228.11	WWTR1	WW domain containing transcription regulator 1
81552	5.23e-01	1.28e-01	0.1183	1.5201223	0.1798584	1059.34	VOPP1	VOPP1 WW domain binding protein
126208	5.24e-01	1.29e-01	0.2475	-1.5193214	-0.3759885	1126.59	ZNF787	zinc finger protein 787
23315	5.24e-01	1.29e-01	0.1277	1.5193753	0.1940459	732.11	SLC9A8	solute carrier family 9 member A8
284233	5.24e-01	1.29e-01	0.7613	1.5190302	1.1564771	12.66	CYP4F35P	cytochrome P450 family 4 subfamily F member 35, pseudogene
114884	5.24e-01	1.29e-01	0.1605	-1.5187642	-0.2438299	1632.07	OSBPL10	oxysterol binding protein like 10
79980	5.24e-01	1.29e-01	0.2032	-1.5186106	-0.3085737	591.88	DSN1	DSN1 component of MIS12 kinetochore complex
199223	5.25e-01	1.29e-01	0.3329	-1.5178115	-0.5052051	107.7	TTC21A	tetratricopeptide repeat domain 21A
147965	5.25e-01	1.29e-01	0.1826	1.5175231	0.277025	206.17	FAM98C	family with sequence similarity 98 member C
7552	5.25e-01	1.29e-01	0.3098	1.5175394	0.4701639	781.56	ZNF711	zinc finger protein 711
130502	5.25e-01	1.29e-01	0.3076	1.51726	0.4666867	85.74	TTC32	tetratricopeptide repeat domain 32
98	5.25e-01	1.29e-01	0.212	1.5166659	0.3214584	144.65	ACYP2	acylphosphatase 2
776	5.25e-01	1.29e-01	0.3819	1.5168444	0.5792563	159.3	CACNA1D	calcium voltage-gated channel subunit alpha1 D
57482	5.25e-01	1.29e-01	0.2116	-1.5165421	-0.3209502	744.56	CRACD	capping protein inhibiting regulator of actin dynamics
100128327	5.25e-01	1.29e-01	0.8544	1.5165278	1.2956855	56.13	TRAPPC3L	trafficking protein particle complex subunit 3L
83937	5.25e-01	1.29e-01	0.3312	-1.5166812	-0.5023065	896.2	RASSF4	Ras association domain family member 4
51693	5.25e-01	1.29e-01	0.1677	-1.5166755	-0.2543731	695.76	TRAPPC2L	trafficking protein particle complex subunit 2L
90507	5.25e-01	1.29e-01	0.176	1.516449	0.2669021	737.29	SCRN2	secernin 2
64943	5.25e-01	1.29e-01	0.2267	-1.5162234	-0.3437997	4586.87	NT5DC2	5'-nucleotidase domain containing 2
102724682	5.26e-01	1.30e-01	0.3838	-1.5159239	-0.5817789	40.21	LOC102724682	uncharacterized LOC102724682
219	5.26e-01	1.30e-01	0.157	-1.5157643	-0.2379097	647.14	ALDH1B1	aldehyde dehydrogenase 1 family member B1
158038	5.26e-01	1.30e-01	0.846	1.5146009	1.2813502	52.68	LINGO2	leucine rich repeat and Ig domain containing 2
6337	5.26e-01	1.30e-01	0.2195	-1.5146875	-0.3324338	22323.35	SCNN1A	sodium channel epithelial 1 subunit alpha
23344	5.26e-01	1.30e-01	0.2045	-1.5149811	-0.3097862	2920.41	ESYT1	extended synaptotagmin 1
55743	5.26e-01	1.30e-01	0.1861	-1.5147852	-0.2819004	1240.07	CHFR	checkpoint with forkhead and ring finger domains
112268106	5.26e-01	1.30e-01	0.6358	1.5149729	0.9632161	35.11	LOC112268106	uncharacterized LOC112268106
4905	5.26e-01	1.30e-01	0.2148	-1.5146087	-0.3253516	1079.74	NSF	N-ethylmaleimide sensitive factor, vesicle fusing ATPase
400604	5.26e-01	1.30e-01	0.4791	-1.5150045	-0.7258657	21.83	TOB1-AS1	TOB1 antisense RNA 1
100379224	5.26e-01	1.30e-01	0.1827	1.5153346	0.2767966	234.66	ZNF225-AS1	ZNF225 and ZNF224 antisense RNA 1
388591	5.26e-01	1.30e-01	0.1993	1.5135349	0.3016168	280.34	RNF207	ring finger protein 207
3655	5.26e-01	1.30e-01	0.2534	1.5130372	0.3834342	1349.46	ITGA6	integrin subunit alpha 6
