ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8120679	0.01055	1.33e-03	4.1964863	-1.15177	1.423243	DDX43	DEAD-box helicase 43
8101622	0.010551	1.33e-03	4.1962974	-1.1521	1.20928989	TECR	trans-2,3-enoyl-CoA reductase
7941243	0.0105723	1.33e-03	4.1950039	-1.15438	0.82523961	DPF2	double PHD fingers 2
8143441	0.010575	1.33e-03	-4.1946941	-1.15493	-1.17022793	KIAA1147	KIAA1147
8165171	0.010575	1.33e-03	4.1945857	-1.15512	1.01562275	INPP5E	inositol polyphosphate-5-phosphatase E
7893817	0.0105839	1.34e-03	-4.193962	-1.15622	-1.40888182		
8169049	0.010588	1.34e-03	-4.1933672	-1.15727	-1.09450829	TCEAL1	transcription elongation factor A like 1
7961285	0.010588	1.34e-03	-4.1933517	-1.1573	-1.64202882	TAS2R20	taste 2 receptor member 20
7932678	0.010588	1.34e-03	-4.1933351	-1.15733	-0.87275532	YME1L1	YME1 like 1 ATPase
7895557	0.010596	1.34e-03	-4.1926676	-1.1585	-0.87679779		
8175924	0.010596	1.34e-03	-4.1924892	-1.15882	-0.91561946	NAA10	N(alpha)-acetyltransferase 10, NatA catalytic subunit
8002992	0.010596	1.34e-03	4.1924014	-1.15897	0.92692693	C16orf46	chromosome 16 open reading frame 46
8121212	0.010596	1.34e-03	-4.1923522	-1.15906	-1.34726		
8174047	0.0106074	1.34e-03	-4.1916033	-1.16038	-0.9748995	TIMM8A	translocase of inner mitochondrial membrane 8 homolog A (yeast)
8060738	0.0106162	1.34e-03	-4.1909899	-1.16146	-0.81062396		
8046836	0.0106289	1.34e-03	4.1901699	-1.16291	2.27021057	FSIP2	fibrous sheath interacting protein 2
8056151	0.0106329	1.35e-03	-4.1898148	-1.16354	-1.22795546	PLA2R1	phospholipase A2 receptor 1
7919226	0.0106341	1.35e-03	4.1896158	-1.16389	0.64555332	POLR3C	RNA polymerase III subunit C
8146914	0.0106628	1.35e-03	-4.1879325	-1.16686	-0.81868196	TERF1	telomeric repeat binding factor 1
7895191	0.0106706	1.35e-03	-4.1872421	-1.16808	-0.86347568		
8116904	0.0106706	1.35e-03	4.18724	-1.16808	1.62904539	ELOVL2-AS1	ELOVL2 antisense RNA 1
8165610	0.0106836	1.35e-03	4.1864058	-1.16955	0.70568579	DPH7///DPH7	diphthamide biosynthesis 7///diphthamide biosynthesis 7
7974737	0.0106996	1.36e-03	4.1854144	-1.1713	1.99320179	LRRC9	leucine rich repeat containing 9
8088560	0.010716	1.36e-03	-4.1843979	-1.1731	-1.5351665	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9
7995479	0.0107248	1.36e-03	4.183795	-1.17416	0.66221739	PAPD5	poly(A) RNA polymerase D5, non-canonical
7968972	0.0107387	1.36e-03	-4.1829162	-1.17571	-0.54545707	POPDC2///COX17	popeye domain containing 2///COX17, cytochrome c oxidase copper chaperone
8128604	0.0107455	1.36e-03	-4.1824174	-1.17659	-1.00802946		
7956166	0.0107499	1.36e-03	-4.1820486	-1.17724	-0.88334486	ESYT1	extended synaptotagmin 1
8101925	0.0107519	1.36e-03	-4.1818046	-1.17767	-0.989971	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3
7913918	0.0107581	1.37e-03	4.1813399	-1.17849	1.67978432	UBXN11	UBX domain protein 11
8089011	0.0107645	1.37e-03	-4.1808642	-1.17933	-0.96807164	PROS1	protein S (alpha)
8112772	0.0107706	1.37e-03	-4.1804027	-1.18015	-1.24717175	AP3B1	adaptor related protein complex 3 beta 1 subunit
8078386	0.0107908	1.37e-03	-4.1790995	-1.18245	-1.00695675	GPD1L	glycerol-3-phosphate dehydrogenase 1-like
8152096	0.0107908	1.37e-03	-4.1790576	-1.18252	-0.51690007	YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta
8134407	0.0107908	1.37e-03	4.1789194	-1.18277	0.49865479	DLX6	distal-less homeobox 6
8097236	0.0108004	1.37e-03	4.1782751	-1.1839	3.37872861	ADAD1	adenosine deaminase domain containing 1
7903474	0.0108006	1.37e-03	-4.1781293	-1.18416	-0.76982843		
7957221	0.0108026	1.37e-03	-4.1778901	-1.18458	-0.70788054	TRHDE	thyrotropin releasing hormone degrading enzyme
7912863	0.010819	1.38e-03	4.1768829	-1.18636	1.03829996	LOC102724562///MST1L///MST1P2///MST1	macrophage stimulating 1 pseudogene///macrophage stimulating 1 like///macrophage stimulating 1 pseudogene 2///macrophage stimulating 1
7927767	0.0108201	1.38e-03	4.176674	-1.18673	0.79423396	ADO	2-aminoethanethiol dioxygenase
7960381	0.0108201	1.38e-03	-4.176466	-1.1871	-0.68721404	CRACR2A	calcium release activated channel regulator 2A
8086008	0.0108201	1.38e-03	4.1764177	-1.18718	0.9431995	DYNC1LI1	dynein cytoplasmic 1 light intermediate chain 1
8026440	0.0108249	1.38e-03	-4.17603	-1.18787	-0.48903486	RPL23AP7///RPL23A	ribosomal protein L23a pseudogene 7///ribosomal protein L23a
8115524	0.010831	1.38e-03	-4.1755721	-1.18868	-0.83000304	CLINT1	clathrin interactor 1
7978970	0.0108416	1.38e-03	-4.1748188	-1.19001	-0.91282789	CDKL1	cyclin dependent kinase like 1
8104079	0.0108416	1.38e-03	-4.1747246	-1.19017	-0.92955632	FAT1	FAT atypical cadherin 1
8172379	0.0108416	1.38e-03	-4.1745879	-1.19042	-0.90542839	ZNF630	zinc finger protein 630
7905598	0.0108416	1.38e-03	-4.1744737	-1.19062	-0.60685314	SNAPIN	SNAP associated protein
7895000	0.0108434	1.38e-03	-4.1741206	-1.19124	-1.48626604		
8056837	0.0108434	1.38e-03	-4.1741086	-1.19126	-1.24286879	GPR155	G protein-coupled receptor 155
7895075	0.0108483	1.38e-03	-4.1735914	-1.19218	-0.6736645		
7893070	0.0108483	1.38e-03	4.1735782	-1.1922	0.47408214		
7931281	0.0108688	1.39e-03	4.1723612	-1.19435	1.71993846	FANK1	fibronectin type III and ankyrin repeat domains 1
7927173	0.0108743	1.39e-03	4.171939	-1.19509	0.77316475	ZNF485	zinc finger protein 485
7893202	0.0108825	1.39e-03	-4.1713716	-1.1961	-1.42768093		
7960666	0.0108954	1.39e-03	4.1705082	-1.19762	0.59227307	ZNF384	zinc finger protein 384
7926319	0.0108954	1.39e-03	4.1704225	-1.19777	1.10714354	SUV39H2	suppressor of variegation 3-9 homolog 2
8088348	0.0109086	1.39e-03	-4.1695642	-1.19929	-0.52741625	DENND6A	DENN domain containing 6A
8063177	0.0109086	1.39e-03	-4.1694631	-1.19947	-0.76819793	SLC2A10	solute carrier family 2 member 10
8076493	0.0109266	1.40e-03	-4.1683091	-1.20151	-0.94321811	ATP5L2	ATP synthase, H+ transporting, mitochondrial Fo complex subunit G2
7894674	0.0109266	1.40e-03	-4.1682493	-1.20161	-0.82812418		
7893184	0.0109294	1.40e-03	-4.1679684	-1.20211	-1.13583118		
7971159	0.010932	1.40e-03	-4.1676943	-1.20259	-1.17688654	TNAP	TRAFs and NIK-associated protein
7950751	0.0109351	1.40e-03	-4.1673985	-1.20311	-0.884838	SNORA70E	small nucleolar RNA, H/ACA box 70E
8070010	0.0109442	1.40e-03	4.1667888	-1.20419	0.79277557	SYNJ1	synaptojanin 1
7896271	0.0109651	1.40e-03	-4.1655596	-1.20636	-1.04936654		
7892534	0.0109658	1.40e-03	-4.1653047	-1.20681	-1.54662889		
7920642	0.0109658	1.40e-03	4.1652572	-1.2069	1.69542154	MUC1	mucin 1, cell surface associated
8174598	0.0109686	1.41e-03	4.1649736	-1.2074	1.68460564	IL13RA2	interleukin 13 receptor subunit alpha 2
7901513	0.0109724	1.41e-03	-4.1646431	-1.20798	-0.9455715	SCP2	sterol carrier protein 2
8110971	0.010975	1.41e-03	-4.1643753	-1.20846	-0.88943339	CMBL	carboxymethylenebutenolidase homolog
8023466	0.0109802	1.41e-03	-4.1638398	-1.2094	-0.50582357	FECH	ferrochelatase
8050176	0.0109802	1.41e-03	-4.1638315	-1.20942	-0.79765082	ITGB1BP1	integrin subunit beta 1 binding protein 1
8126347	0.0109876	1.41e-03	4.1630351	-1.21082	0.6929755	USP49	ubiquitin specific peptidase 49
8097841	0.0109876	1.41e-03	-4.1629323	-1.21101	-1.86428557	TRIM2	tripartite motif containing 2
7905909	0.0109876	1.41e-03	-4.1627985	-1.21124	-0.92047979	EFNA4	ephrin A4
7975851	0.0109876	1.41e-03	4.1626364	-1.21153	0.58548246	IFT43	intraflagellar transport 43
8121405	0.0109876	1.41e-03	4.1625753	-1.21164	0.67031529	LOC100996634	transmembrane protein FLJ37396
8070421	0.0109876	1.41e-03	4.1625519	-1.21168	0.55082761	DSCAM	DS cell adhesion molecule
7916775	0.0109876	1.41e-03	-4.1624557	-1.21185	-1.68411586		
8141076	0.0109876	1.41e-03	-4.1623751	-1.21199	-1.08110054	PON2	paraoxonase 2
8037170	0.0109935	1.41e-03	4.1619345	-1.21277	1.16791289	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3
8146637	0.0110008	1.41e-03	-4.161423	-1.21367	-0.74515532	YTHDF3	YTH N6-methyladenosine RNA binding protein 3
7903010	0.0110064	1.42e-03	-4.1609991	-1.21442	-0.62889893	RPL5	ribosomal protein L5
7901385	0.0110174	1.42e-03	-4.1601354	-1.21595	-0.75727932	OSBPL9	oxysterol binding protein like 9
8101224	0.0110174	1.42e-03	-4.1601004	-1.21601	-0.6335325		
7956105	0.0110174	1.42e-03	4.160024	-1.21615	0.97573718	IKZF4	IKAROS family zinc finger 4
8154836	0.0110229	1.42e-03	-4.1596058	-1.21688	-0.94573071	ANXA2P2	annexin A2 pseudogene 2
8097128	0.0110373	1.42e-03	4.1583931	-1.21903	1.07625196	EXOSC9	exosome component 9
8176821	0.0110373	1.42e-03	4.1583222	-1.21915	0.59960354	BPY2C///BPY2B///BPY2	basic charge, Y-linked, 2C///basic charge, Y-linked, 2B///basic charge, Y-linked, 2
8176867	0.0110373	1.42e-03	4.1583222	-1.21915	0.59960354	BPY2C///BPY2B///BPY2	basic charge, Y-linked, 2C///basic charge, Y-linked, 2B///basic charge, Y-linked, 2
8177449	0.0110373	1.42e-03	4.1583222	-1.21915	0.59960354	BPY2C///BPY2B///BPY2	basic charge, Y-linked, 2C///basic charge, Y-linked, 2B///basic charge, Y-linked, 2
7894233	0.0110489	1.42e-03	-4.1575899	-1.22045	-0.87693225		
8011222	0.0110515	1.42e-03	4.1573185	-1.22093	0.63744604	SMG6	SMG6, nonsense mediated mRNA decay factor
8162264	0.0110607	1.43e-03	-4.1567099	-1.222	-0.60040457	AUH	AU RNA binding methylglutaconyl-CoA hydratase
8170353	0.0110633	1.43e-03	4.1564425	-1.22248	1.26713046	FMR1NB	fragile X mental retardation 1 neighbor
8139622	0.0110689	1.43e-03	4.1560228	-1.22322	2.93948632	ZPBP	zona pellucida binding protein
8105121	0.0110845	1.43e-03	-4.1550842	-1.22488	-0.78802243	GHR	growth hormone receptor
8101585	0.0110869	1.43e-03	-4.1547616	-1.22545	-0.91499518		
7893385	0.0110869	1.43e-03	-4.1546545	-1.22564	-0.87329554		
8072488	0.0110869	1.43e-03	4.1545496	-1.22582	1.10927343	DRG1	developmentally regulated GTP binding protein 1
8102728	0.0110869	1.43e-03	-4.1543799	-1.22612	-0.69338893		
8078984	0.0110869	1.43e-03	-4.1542939	-1.22627	-0.74845464	RPL14	ribosomal protein L14
8082585	0.0110979	1.43e-03	4.1535913	-1.22752	0.45873454	COL6A5	collagen type VI alpha 5 chain
8171896	0.0111026	1.43e-03	-4.1532187	-1.22817	-0.47155529	CXorf21	chromosome X open reading frame 21
7894809	0.0111066	1.44e-03	-4.1527997	-1.22892	-1.87188107		
8099235	0.0111066	1.44e-03	-4.1527437	-1.22901	-0.62192682	MRFAP1L1	Morf4 family associated protein 1 like 1
7894214	0.0111218	1.44e-03	-4.1518271	-1.23064	-0.74815914		
8110721	0.0111248	1.44e-03	4.1515389	-1.23114	0.65524282	ZDHHC11	zinc finger DHHC-type containing 11
8151101	0.0111248	1.44e-03	4.1514084	-1.23138	2.16268382	MYBL1	MYB proto-oncogene like 1
8097513	0.0111326	1.44e-03	-4.1508225	-1.23241	-0.76902364	MGST2	microsomal glutathione S-transferase 2
8150089	0.0111326	1.44e-03	-4.150726	-1.23258	-0.73496782	SARAF	store-operated calcium entry associated regulatory factor
8089013	0.0111326	1.44e-03	-4.1505837	-1.23283	-0.54078968		
8044278	0.0111326	1.44e-03	4.1504785	-1.23302	1.13186668	CCDC138	coiled-coil domain containing 138
7895957	0.0111379	1.44e-03	-4.1500746	-1.23373	-1.13120618		
8104449	0.0111504	1.44e-03	4.1493004	-1.2351	0.89853836	CCT5	chaperonin containing TCP1 subunit 5
8109995	0.0111626	1.45e-03	4.1485408	-1.23645	0.42547093	LOC100288254	uncharacterized LOC100288254
7911017	0.0111647	1.45e-03	-4.1483014	-1.23687	-0.78281636	SDCCAG8	serologically defined colon cancer antigen 8
8106950	0.0111868	1.45e-03	4.1470354	-1.23911	2.13888593	FAM81B	family with sequence similarity 81 member B
8009533	0.0111962	1.45e-03	4.1464253	-1.24019	0.524174	COG1	component of oligomeric golgi complex 1
8112668	0.0111988	1.45e-03	-4.1461605	-1.24066	-1.19852107	GCNT4	glucosaminyl (N-acetyl) transferase 4, core 2
8133155	0.0112075	1.45e-03	4.1455818	-1.24168	0.88008079	TPST1	tyrosylprotein sulfotransferase 1
7966315	0.0112101	1.45e-03	-4.1453149	-1.24215	-0.50819414	ARPC3	actin related protein 2/3 complex subunit 3
8122125	0.0112195	1.46e-03	-4.144631	-1.24336	-0.54655175		
7894673	0.0112195	1.46e-03	-4.1445735	-1.24346	-0.73334407		
7893068	0.0112211	1.46e-03	-4.1442374	-1.24406	-1.3123865		
7958147	0.0112211	1.46e-03	-4.1442279	-1.24407	-0.66437061	TDG	thymine DNA glycosylase
7894026	0.0112419	1.46e-03	-4.1429925	-1.24626	-1.21115043		
8072610	0.0112419	1.46e-03	4.1429056	-1.24641	0.56499804	FBXO7	F-box protein 7
8096635	0.0112463	1.46e-03	-4.1425489	-1.24704	-0.58749243	NFKB1	nuclear factor kappa B subunit 1
7944601	0.011253	1.46e-03	-4.1420238	-1.24797	-0.68892425		
8027213	0.011253	1.46e-03	4.1418754	-1.24824	0.77120718	YJEFN3	YjeF N-terminal domain containing 3
7895448	0.011253	1.46e-03	-4.1418116	-1.24835	-1.20815154		
8118644	0.0112562	1.46e-03	-4.1412069	-1.24942	-0.58235479	RPS18P9///RPS18	ribosomal protein S18 pseudogene 9///ribosomal protein S18
8178253	0.0112562	1.46e-03	-4.1412069	-1.24942	-0.58235479	RPS18P9///RPS18	ribosomal protein S18 pseudogene 9///ribosomal protein S18
8179544	0.0112562	1.46e-03	-4.1412069	-1.24942	-0.58235479	RPS18P9///RPS18	ribosomal protein S18 pseudogene 9///ribosomal protein S18
7923501	0.0112562	1.47e-03	-4.1411205	-1.24957	-0.91796911		
7909142	0.0112673	1.47e-03	-4.1404241	-1.2508	-0.65538068	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1
7926670	0.0112895	1.47e-03	-4.1390927	-1.25316	-0.55404389		
8000998	0.0112895	1.47e-03	-4.1390346	-1.25326	-0.71971211	VKORC1	vitamin K epoxide reductase complex subunit 1
7893664	0.0113037	1.47e-03	4.1381844	-1.25477	0.96624736		
8116245	0.0113123	1.47e-03	-4.1376218	-1.25576	-1.09796489	CLK4///CLK4	CDC like kinase 4///CDC like kinase 4
8042337	0.0113145	1.47e-03	-4.1373751	-1.2562	-0.53201196	ACTR2	ARP2 actin related protein 2 homolog
7892933	0.0113348	1.48e-03	-4.1362233	-1.25824	-1.29099907		
7980219	0.0113499	1.48e-03	4.1353271	-1.25982	0.56487639	RPS6KL1	ribosomal protein S6 kinase like 1
7964271	0.011399	1.49e-03	4.1327334	-1.26441	1.118406	PRIM1	primase (DNA) subunit 1
8172030	0.0114026	1.49e-03	4.1322114	-1.26534	0.68914754	FTH1P18	ferritin heavy chain 1 pseudogene 18
8041536	0.0114026	1.49e-03	-4.1322093	-1.26534	-0.57224796	CYP1B1-AS1	CYP1B1 antisense RNA 1
8161442	0.0114026	1.49e-03	4.1321571	-1.26543	0.8319745	LINC01597///FAM27B	long intergenic non-protein coding RNA 1597///family with sequence similarity 27 member B
8023191	0.0114062	1.49e-03	-4.1318442	-1.26599	-1.47990914	SMAD2	SMAD family member 2
8161211	0.0114088	1.49e-03	4.1315839	-1.26645	0.45262225	PAX5	paired box 5
8116664	0.0114141	1.49e-03	-4.1311839	-1.26716	-0.98429811	PRPF4B	pre-mRNA processing factor 4B
8012054	0.0114196	1.49e-03	4.1307772	-1.26788	1.52415736	DLG4	discs large MAGUK scaffold protein 4
7982661	0.0114209	1.49e-03	-4.1305844	-1.26822	-0.92633932		
8008887	0.0114318	1.49e-03	-4.1299058	-1.26942	-1.07144882	RPS6KB1	ribosomal protein S6 kinase B1
8097692	0.0114431	1.50e-03	-4.1292134	-1.27064	-1.19230846	EDNRA	endothelin receptor type A
7942611	0.0114573	1.50e-03	-4.1283697	-1.27214	-0.51393146		
7979943	0.0114861	1.50e-03	4.1267253	-1.27505	0.91406761	MAP3K9	mitogen-activated protein kinase kinase kinase 9
8119243	0.0114861	1.50e-03	4.1266736	-1.27514	2.53402839	DNAH8	dynein axonemal heavy chain 8
8151496	0.0114906	1.50e-03	-4.1263204	-1.27577	-0.75210211	ZNF704	zinc finger protein 704
7905299	0.0114924	1.50e-03	4.1260988	-1.27616	0.77359011	PRUNE1	prune exopolyphosphatase
8120082	0.0114924	1.50e-03	4.1259716	-1.27638	2.18999564	TDRD6	tudor domain containing 6
8092532	0.0115085	1.51e-03	-4.1249685	-1.27816	-0.68767336		
7911839	0.0115085	1.51e-03	4.1249086	-1.27827	0.71494404	WRAP73	WD repeat containing, antisense to TP73
8009366	0.0115115	1.51e-03	-4.1245853	-1.27884	-0.593912	NOL11	nucleolar protein 11
8168291	0.0115115	1.51e-03	-4.1244959	-1.279	-0.90120793	ITGB1BP2	integrin subunit beta 1 binding protein 2
8180356	0.0115123	1.51e-03	-4.1243253	-1.2793	-0.67104532	RPL7L1	ribosomal protein L7 like 1
7895418	0.0115364	1.51e-03	4.1229697	-1.2817	1.26103411		
8168976	0.0115364	1.51e-03	-4.1227563	-1.28208	-0.82140218	ARMCX5-GPRASP2///GPRASP2	ARMCX5-GPRASP2 readthrough///G protein-coupled receptor associated sorting protein 2
7893676	0.0115364	1.51e-03	4.122741	-1.2821	0.50552393		
7895614	0.011539	1.51e-03	-4.1224787	-1.28257	-0.98455125		
7952451	0.0115434	1.51e-03	-4.1221331	-1.28318	-1.74096411	LOC100130428	IGYY565
8173627	0.011548	1.52e-03	-4.1217746	-1.28382	-1.04592946		
8047677	0.0115533	1.52e-03	-4.1213795	-1.28452	-0.93942661	CD28	CD28 molecule
8165735	0.0115541	1.52e-03	-4.1210793	-1.28505	-0.50990143	CSF2RA	colony stimulating factor 2 receptor alpha subunit
8176306	0.0115541	1.52e-03	-4.1210793	-1.28505	-0.50990143	CSF2RA	colony stimulating factor 2 receptor alpha subunit
8165064	0.0115555	1.52e-03	4.1208443	-1.28546	1.02395011	UBAC1	UBA domain containing 1
7963421	0.0115555	1.52e-03	-4.1207512	-1.28563	-0.80990814	KRT6A	keratin 6A
8005943	0.0115631	1.52e-03	-4.120166	-1.28667	-0.49904568	RPL23A	ribosomal protein L23a
7943288	0.0115631	1.52e-03	-4.120113	-1.28676	-0.73753793	SRSF8	serine and arginine rich splicing factor 8
7893319	0.011569	1.52e-03	-4.1196952	-1.2875	-2.13866007		
7904463	0.0115765	1.52e-03	4.119193	-1.28839	0.73413332		
8030641	0.0115816	1.52e-03	4.1187689	-1.28914	0.98485236	POLD1	DAN polymerase delta 1, catalytic subunit
8058108	0.0115816	1.52e-03	-4.1186179	-1.28941	-0.84026514	TYW5	tRNA-yW synthesizing protein 5
7933261	0.0115816	1.52e-03	-4.1184215	-1.28975	-0.60659971	PARGP1	poly(ADP-ribose) glycohydrolase pseudogene 1
7933572	0.0115816	1.52e-03	-4.1184215	-1.28975	-0.60659971	PARGP1	poly(ADP-ribose) glycohydrolase pseudogene 1
8019857	0.011597	1.53e-03	4.1175304	-1.29133	1.34119689	NDC80	NDC80, kinetochore complex component
8078380	0.0115999	1.53e-03	-4.1171555	-1.292	-1.18863661	ZNF860	zinc finger protein 860
8176742	0.0115999	1.53e-03	4.1171274	-1.29205	1.666596	RBMY1J///RBMY1E///RBMY1D///RBMY1B///RBMY1F///RBMY1A1	RNA binding motif protein, Y-linked, family 1, member J///RNA binding motif protein, Y-linked, family 1, member E///RNA binding motif protein, Y-linked, family 1, member D///RNA binding motif protein, Y-linked, family 1, member B///RNA binding motif protein, Y-linked, family 1, member F///RNA binding motif protein, Y-linked, family 1, member A1
8089489	0.0116064	1.53e-03	4.116679	-1.29284	1.23358079	SLC9C1	solute carrier family 9 member C1
7893354	0.0116094	1.53e-03	-4.1163417	-1.29344	-0.51043061		
8102342	0.0116094	1.53e-03	-4.1162722	-1.29356	-0.64919807	ELOVL6	ELOVL fatty acid elongase 6
7985605	0.0116121	1.53e-03	4.1157846	-1.29443	0.59652889	ZNF592	zinc finger protein 592
7999614	0.0116121	1.53e-03	4.1157536	-1.29448	1.05502243	PKD1P6-NPIPP1///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///PKD1P2///NPIPA1///PKD1	PKD1P6-NPIPP1 readthrough///nuclear pore complex interacting protein family member A8///nuclear pore complex interacting protein family member A7///nuclear pore complex interacting protein family member A5///nuclear pore complex interacting protein family member A2///nuclear pore complex interacting protein family member A3///polycystin 1, transient receptor potential channel interacting pseudogene 1///polycystin 1, transient receptor potential channel interacting pseudogene 2///nuclear pore complex interacting protein family member A1///polycystin 1, transient receptor potential channel interacting
8007272	0.0116121	1.53e-03	4.115669	-1.29463	0.64255929	COASY	Coenzyme A synthase
7945177	0.0116121	1.53e-03	4.1155369	-1.29486	0.62178071	LINC00167	long intergenic non-protein coding RNA 167
8115734	0.0116121	1.53e-03	-4.1154886	-1.29495	-0.85959868	LCP2	lymphocyte cytosolic protein 2
8129706	0.0116263	1.53e-03	-4.1146073	-1.29651	-0.74645432	HBS1L	HBS1 like translational GTPase
8163733	0.0116263	1.54e-03	4.1145071	-1.29669	0.70922743	CDK5RAP2	CDK5 regulatory subunit associated protein 2
8155547	0.0116263	1.54e-03	4.1144029	-1.29687	0.57024575	LOC105379526///PTGER4P2-CDK2AP2P2	uncharacterized LOC105379526///PTGER4P2-CDK2AP2P2 readthrough, transcribed pseudogene
7893264	0.0116329	1.54e-03	-4.1139474	-1.29768	-0.46295429		
8021919	0.0116371	1.54e-03	4.1134894	-1.29849	0.66068825	TUBBP5///TUBB8///TUBB8P7	tubulin beta pseudogene 5///tubulin beta 8 class VIII///tubulin beta 8 class VIII pseudogene 7
7969916	0.0116371	1.54e-03	-4.1134813	-1.29851	-1.11257932	BIVM-ERCC5///BIVM	BIVM-ERCC5 readthrough///basic, immunoglobulin-like variable motif containing
8049301	0.0116379	1.54e-03	4.113313	-1.29881	0.75045996	SAG	S-antigen visual arrestin
8038949	0.011663	1.54e-03	-4.1119567	-1.30121	-1.01457554	ZNF841	zinc finger protein 841
8144228	0.0116672	1.54e-03	-4.1116052	-1.30183	-2.14622325	FLJ36840	uncharacterized LOC645524
8133549	0.0116672	1.54e-03	-4.1114883	-1.30204	-0.68508779	GTF2IRD2B///GTF2IRD2	GTF2I repeat domain containing 2B///GTF2I repeat domain containing 2
7903854	0.0116815	1.55e-03	4.1106642	-1.3035	1.03728604	SLC6A17	solute carrier family 6 member 17
8065278	0.0116832	1.55e-03	4.1104474	-1.30388	0.88314461	LOC643659	hCG2019139
8074196	0.0116858	1.55e-03	4.1101944	-1.30433	0.70496846	CCT8L2	chaperonin containing TCP1 subunit 8 like 2
7919157	0.0116898	1.55e-03	-4.1098664	-1.30491	-0.55300279	PPIAL4C///PPIAL4A///PPIAL4G///PPIA	peptidylprolyl isomerase A like 4C///peptidylprolyl isomerase A like 4A///peptidylprolyl isomerase A like 4G///peptidylprolyl isomerase A
8071649	0.0116984	1.55e-03	-4.10932	-1.30588	-0.82229439	BMS1P20	BMS1, ribosome biogenesis factor pseudogene 20
8152053	0.0117159	1.55e-03	-4.1083351	-1.30763	-0.72278689	ANKRD46	ankyrin repeat domain 46
8102619	0.0117181	1.55e-03	-4.108099	-1.30804	-0.50906661	ANXA5	annexin A5
8040927	0.0117417	1.56e-03	4.1068264	-1.3103	0.65705829	NRBP1	nuclear receptor binding protein 1
8015955	0.0117547	1.56e-03	4.1060652	-1.31165	0.81598432	ATXN7L3	ataxin 7 like 3
8091318	0.0117684	1.56e-03	4.1051446	-1.31328	0.91922371	PLSCR2	phospholipid scramblase 2
8114778	0.0117684	1.56e-03	-4.1051422	-1.31329	-1.01961557	LOC729080///GCSH	glycine cleavage system protein H (aminomethyl carrier) pseudogene///glycine cleavage system protein H
7964145	0.0117754	1.56e-03	4.104675	-1.31411	0.68526675	TIMELESS	timeless circadian clock
8176709	0.0117784	1.56e-03	-4.1043664	-1.31466	-1.37181171	TXLNGY	taxilin gamma pseudogene, Y-linked
7951008	0.0117784	1.56e-03	-4.1042672	-1.31484	-0.8549005	TAF1D	TATA-box binding protein associated factor, RNA polymerase I subunit D
8089795	0.0117859	1.56e-03	-4.1037753	-1.31571	-0.55046936	POPDC2///COX17	popeye domain containing 2///COX17, cytochrome c oxidase copper chaperone
8066757	0.0117955	1.57e-03	4.1029788	-1.31712	0.71060839	SLC13A3	solute carrier family 13 member 3
8069644	0.0117955	1.57e-03	-4.1028989	-1.31726	-0.57017643	APP	amyloid beta precursor protein
7970973	0.0117955	1.57e-03	-4.1028809	-1.31729	-1.62493525		
7991917	0.0117955	1.57e-03	4.1027973	-1.31744	0.68409143	RAB40C	RAB40C, member RAS oncogene family
8084035	0.0118	1.57e-03	-4.1023035	-1.31832	-0.57416925	ZNF639	zinc finger protein 639
8036143	0.0118	1.57e-03	4.1022219	-1.31846	1.07674982	U2AF1L4	U2 small nuclear RNA auxiliary factor 1 like 4
7990020	0.0118	1.57e-03	-4.1021951	-1.31851	-0.7537905	ANP32A	acidic nuclear phosphoprotein 32 family member A
7941104	0.0118041	1.57e-03	4.1017958	-1.31922	0.87516786	ARL2-SNX15///ARL2	ARL2-SNX15 readthrough (NMD candidate)///ADP ribosylation factor like GTPase 2
7922669	0.0118041	1.57e-03	-4.1017384	-1.31932	-0.54535986	STX6	syntaxin 6
8050102	0.0118142	1.57e-03	4.1011192	-1.32042	0.58030632	CMPK2	cytidine/uridine monophosphate kinase 2
8006706	0.0118197	1.57e-03	4.100726	-1.32111	0.53800593	C17orf78	chromosome 17 open reading frame 78
8089647	0.0118214	1.57e-03	-4.1003986	-1.32169	-0.847725	USF3	upstream transcription factor family member 3
8066641	0.0118214	1.57e-03	4.1003898	-1.32171	0.79511729	ZNF335	zinc finger protein 335
8051928	0.0118238	1.57e-03	-4.0999449	-1.3225	-0.85860129	PREPL	prolyl endopeptidase-like
7916616	0.0118238	1.57e-03	4.0998914	-1.32259	0.53508671	CYP2J2	cytochrome P450 family 2 subfamily J member 2
8138988	0.0118238	1.57e-03	4.0998844	-1.32261	2.63016714	DPY19L2P1	DPY19L2 pseudogene 1
8151436	0.011861	1.58e-03	-4.097967	-1.32601	-0.97062839	PEX2	peroxisomal biogenesis factor 2
8140170	0.0118671	1.58e-03	-4.0975429	-1.32676	-0.68009214	GTF2IRD2B///GTF2IRD2	GTF2I repeat domain containing 2B///GTF2I repeat domain containing 2
8088952	0.0118762	1.58e-03	-4.0969801	-1.32776	-1.83172714		
