ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
8124394	0.0198091	0.00326	3.6895426	-2.05687	1.60105357	HIST1H2BB	histone cluster 1, H2bb
8136645	0.0198478	0.00327	-3.6877697	-2.06007	-1.852385	TAS2R4	taste 2 receptor member 4
8099388	0.0198606	0.00328	-3.687208	-2.06108	-0.53425089	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1
7961293	0.0201223	0.00335	-3.6753289	-2.08251	-0.48173339	TAS2R46	taste 2 receptor member 46
8117330	0.0203324	0.0034	3.6675839	-2.09648	2.07216768	HIST1H3A	histone cluster 1, H3a
7942261	0.0206383	0.00346	3.6563017	-2.11683	0.74162339	KRTAP5-9	keratin associated protein 5-9
8036908	0.0207741	0.00349	-3.6515629	-2.12538	-0.49235207	SERTAD3	SERTA domain containing 3
7911237	0.0208735	0.00352	3.6470293	-2.13357	0.58431939	OR2L13	olfactory receptor family 2 subfamily L member 13
8025470	0.0210482	0.00356	3.6408195	-2.14478	0.48068407	OR7D2	olfactory receptor family 7 subfamily D member 2
8124537	0.0212646	0.00362	3.6314056	-2.16177	0.52896579	HIST1H3J	histone cluster 1, H3j
8117594	0.0214327	0.00367	3.6249826	-2.17337	2.04132461	HIST1H2BM	histone cluster 1, H2bm
8175209	0.021452	0.00367	3.6239964	-2.17515	0.91860171	TFDP3	transcription factor Dp family member 3
7925728	0.0215844	0.00371	3.6185408	-2.18501	0.71630821	OR6F1	olfactory receptor family 6 subfamily F member 1
8169015	0.0216955	0.00374	-3.6144955	-2.19231	-0.96334311	TCEAL7	transcription elongation factor A like 7
7976073	0.0218842	0.00379	-3.6064515	-2.20685	-1.12011804	FLRT2	fibronectin leucine rich transmembrane protein 2
7906452	0.0220047	0.00382	3.6017655	-2.21531	0.55375525	OR10J1	olfactory receptor family 10 subfamily J member 1
8117663	0.0220147	0.00383	3.6011302	-2.21646	1.28958814	NKAPL	NFKB activating protein like
8103518	0.0220781	0.00384	-3.5989599	-2.22038	-0.48225864	ANP32C	acidic nuclear phosphoprotein 32 family member C
8103877	0.0224188	0.00392	-3.587191	-2.24165	-0.39593371	CLDN22	claudin 22
8129097	0.0228776	0.00403	-3.5721209	-2.26889	-0.6296565	TSPYL1	TSPY like 1
8122684	0.0230083	0.00407	-3.5676476	-2.27698	-0.71899586	SUMO4	small ubiquitin-like modifier 4
8173232	0.0233877	0.00416	-3.5546569	-2.30047	-1.02737914	AMER1	APC membrane recruitment protein 1
8136647	0.0239451	0.00433	-3.5322303	-2.34104	-1.08256054	TAS2R5	taste 2 receptor member 5
8168517	0.0240638	0.00436	-3.5286268	-2.34756	-0.79916904	LPAR4	lysophosphatidic acid receptor 4
8124413	0.0241872	0.00439	3.524702	-2.35466	1.35258239	HIST1H4D	histone cluster 1, H4d
8154760	0.0246739	0.00451	3.510489	-2.38039	0.51176	TMEM215	transmembrane protein 215
7999419	0.0248482	0.00455	-3.5051655	-2.39002	-1.01026293	DEXI	Dexi homolog
7946635	0.0250182	0.0046	-3.4998624	-2.39962	-0.58958425	ZBED5	zinc finger BED-type containing 5
8174979	0.0252202	0.00465	3.4937085	-2.41076	0.64063146	ACTRT1	actin related protein T1
8069553	0.0253784	0.00469	-3.4891799	-2.41896	-1.19990693	NRIP1	nuclear receptor interacting protein 1
7909965	0.0254688	0.00471	3.4864994	-2.42381	0.50595079	CCDC185	coiled-coil domain containing 185
8134091	0.0259467	0.00481	-3.4744505	-2.44563	-0.66051925	CLDN12	claudin 12
8112740	0.0266018	0.00496	-3.4572276	-2.47682	-0.55531489	ZBED3	zinc finger BED-type containing 3
8116658	0.0280946	0.00536	3.414529	-2.55417	0.39264679	FAM50B	family with sequence similarity 50 member B
7916853	0.0280988	0.00537	-3.4141069	-2.55493	-1.12677314	DIRAS3	DIRAS family GTPase 3
8128316	0.0286404	0.0055	3.4007478	-2.57914	1.01680629	GPR63	G protein-coupled receptor 63
8051864	0.0286781	0.00551	3.3993235	-2.58172	0.5251685	C1GALT1C1L	C1GALT1-specific chaperone 1 like
8042211	0.0288836	0.00557	-3.3940341	-2.5913	-0.73723954	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
8117408	0.0291788	0.00565	3.3862185	-2.60547	0.59787689	HIST1H2AE	histone cluster 1, H2ae
8124423	0.0292178	0.00566	3.3851412	-2.60742	0.59185282	HIST1H2BG	histone cluster 1, H2bg
8124402	0.0292182	0.00566	3.385049	-2.60759	3.03260736	HIST1H1T	histone cluster 1, H1t
8157727	0.029302	0.00568	-3.3827922	-2.61168	-1.65693879	GPR21	G protein-coupled receptor 21
8174246	0.0297159	0.0058	-3.37194	-2.63134	-0.52578475	RAB40A	RAB40A, member RAS oncogene family
8151559	0.0301664	0.00591	-3.3613903	-2.65046	-0.85877929	SLC10A5	solute carrier family 10 member 5
7981917	0.0301971	0.00592	3.3605775	-2.65193	1.34669664	NPAP1	nuclear pore associated protein 1
7978833	0.0309106	0.00612	-3.3424482	-2.68479	-0.90679357	RPL36AL	ribosomal protein L36a like
8109086	0.0309106	0.00612	-3.3423539	-2.68496	-0.55656764	ADRB2	adrenoceptor beta 2
8049471	0.0316152	0.00628	3.3275159	-2.71185	1.01539768	ACKR3	atypical chemokine receptor 3
8116031	0.0316673	0.0063	3.3260302	-2.71454	0.99077764	PFN3	profilin 3
8075921	0.0319606	0.00637	3.3198116	-2.72581	0.54734307	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2
8005166	0.0323081	0.00646	3.3128043	-2.73851	0.47916857	UBB	ubiquitin B
8175763	0.0325223	0.00651	3.3078612	-2.74747	0.80113482	PNMA5	paraneoplastic Ma antigen family member 5
8007745	0.0326264	0.00654	-3.3057763	-2.75125	-0.65369707	HEXIM1	hexamethylene bisacetamide inducible 1
8108693	0.032719	0.00656	-3.3036474	-2.7551	-0.94693221	PCDHB4	protocadherin beta 4
8000890	0.0329627	0.00663	-3.2980172	-2.76531	-0.41930493	SEPHS2	selenophosphate synthetase 2
7911289	0.0330108	0.00665	3.2968086	-2.7675	0.43676018	ZNF672	zinc finger protein 672
7990540	0.03306	0.00666	-3.2959095	-2.76913	-0.44551832	IMP3	IMP3, U3 small nucleolar ribonucleoprotein
8022508	0.0335049	0.00677	3.286374	-2.7864	0.64972371	CTAGE1	cutaneous T-cell lymphoma-associated antigen 1
8007208	0.0338974	0.00688	3.2777939	-2.80195	0.50591382	HSPB9	heat shock protein family B (small) member 9
7967987	0.0339446	0.0069	-3.2764569	-2.80437	-0.38136104	MRPL57	mitochondrial ribosomal protein L57
8111925	0.0339446	0.0069	-3.2763824	-2.80451	-0.53768261	ANXA2R	annexin A2 receptor
8136961	0.034582	0.00706	3.2635186	-2.82782	1.67214168	OR2F2	olfactory receptor family 2 subfamily F member 2
8132031	0.0348072	0.00713	-3.2581915	-2.83747	-0.80181825	PRR15	proline rich 15
8043840	0.0349992	0.00718	-3.2543731	-2.84439	-0.56502711	LIPT1	lipoyltransferase 1
8033054	0.0350686	0.00721	3.2524873	-2.8478	0.46990175	FUT3	fucosyltransferase 3 (Lewis blood group)
7906764	0.0351113	0.00722	3.2516605	-2.8493	0.53319486	HSPA6	heat shock protein family A (Hsp70) member 6
8116548	0.0351495	0.00723	3.250584	-2.85125	0.89203579	DUSP22	dual specificity phosphatase 22
8059832	0.0360357	0.00749	3.231138	-2.88647	0.57363636	DNAJB3	DnaJ heat shock protein family (Hsp40) member B3
8035078	0.0365026	0.00763	3.2208558	-2.9051	0.63714982	OR10H1	olfactory receptor family 10 subfamily H member 1
8091043	0.0370594	0.0078	3.2089625	-2.92663	0.8290465	PRR23C	proline rich 23C
8091757	0.0376877	0.00797	3.1971901	-2.94795	0.79111779	TRIM59	tripartite motif containing 59
8056995	0.0390702	0.0084	3.1687758	-2.99938	0.69531814	TTC30B	tetratricopeptide repeat domain 30B
8163999	0.0391918	0.00845	-3.1654648	-3.00537	-0.65123568	ZBTB6	zinc finger and BTB domain containing 6
7920210	0.0399337	0.00866	-3.1519467	-3.02983	-0.93244618	SPRR2B	small proline rich protein 2B
7925043	0.0401894	0.00874	-3.1470193	-3.03875	-0.43783132	EXOC8	exocyst complex component 8
7952384	0.0404194	0.00881	-3.142465	-3.04698	-0.50570625	OR10S1	olfactory receptor family 10 subfamily S member 1
8136963	0.0404483	0.00882	3.1419992	-3.04783	1.00830411	OR2F1	olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)
7969979	0.041312	0.0091	-3.1249794	-3.07861	-0.89012546	ABHD13	abhydrolase domain containing 13
8175531	0.0416855	0.00921	-3.1179769	-3.09127	-1.47510461	CDR1	cerebellar degeneration related protein 1
8166712	0.0420073	0.00931	3.1121426	-3.10181	0.55918721	FTH1P18	ferritin heavy chain 1 pseudogene 18
8178291	0.0420106	0.00932	3.1118981	-3.10226	0.66993379	OR11A1	olfactory receptor family 11 subfamily A member 1
8179591	0.0420106	0.00932	3.1118981	-3.10226	0.66993379	OR11A1	olfactory receptor family 11 subfamily A member 1
7956281	0.0423013	0.00941	3.106483	-3.11204	0.51572304	GPR182	G protein-coupled receptor 182
7946073	0.0424434	0.00945	-3.1041348	-3.11629	-0.39175893	OR51I1	olfactory receptor family 51 subfamily I member 1
8166906	0.0428557	0.00957	-3.0974115	-3.12844	-0.98170021	GPR34	G protein-coupled receptor 34
8139840	0.0433572	0.00973	-3.0881641	-3.14514	-1.39093236	ERV3-1	endogenous retrovirus group 3 member 1
7981377	0.0435547	0.0098	3.0842536	-3.15221	0.81269511	ANKRD9	ankyrin repeat domain 9
8148149	0.0435547	0.0098	-3.0842209	-3.15227	-0.82034586	ZHX2	zinc fingers and homeoboxes 2
7967563	0.0437799	0.00987	3.0806026	-3.1588	0.28406143	UBC	ubiquitin C
7980983	0.044719	0.0101	-3.0653807	-3.18629	-0.52603464	MOAP1	modulator of apoptosis 1
8073470	0.0448164	0.0102	3.0636146	-3.18948	0.41185775	C22orf46	chromosome 22 open reading frame 46
7979870	0.0452728	0.0103	3.0550468	-3.20494	0.38085918	CCDC177	coiled-coil domain containing 177
8142424	0.0456747	0.0105	3.0481389	-3.21741	0.75662336	GPR85	G protein-coupled receptor 85
8151931	0.0459928	0.0106	3.0426458	-3.22732	0.71885964	TSPYL5	TSPY like 5
8076497	0.0464468	0.0107	-3.0350025	-3.24111	-0.74393932	A4GALT	alpha 1,4-galactosyltransferase
7956162	0.0465075	0.0107	3.0339585	-3.24299	0.47417264	ZC3H10	zinc finger CCCH-type containing 10
7944838	0.0465075	0.0107	3.0339346	-3.24304	0.91436014	OR8G5	olfactory receptor family 8 subfamily G member 5
7954589	0.0474446	0.0111	-3.018306	-3.27122	-0.34789632	REP15	RAB15 effector protein
7948099	0.0476641	0.0111	-3.0148021	-3.27753	-0.3125065	OR4A5	olfactory receptor family 4 subfamily A member 5
8175775	0.0481407	0.0113	3.0071262	-3.29137	0.33338014	MAGEA1	MAGE family member A1
7946067	0.048143	0.0113	-3.0070301	-3.29154	-0.56291536	OR51B4	olfactory receptor family 51 subfamily B member 4
7964300	0.048731	0.0115	2.9977674	-3.30823	0.66371396	ZBTB39	zinc finger and BTB domain containing 39
8027566	0.0489179	0.0115	2.9948968	-3.3134	0.51297096	CEBPG	CCAAT/enhancer binding protein gamma
8167650	0.0497041	0.0118	2.9828671	-3.33506	0.74984879	CXorf67	chromosome X open reading frame 67
8148978	0.0499935	0.0119	-2.9774044	-3.3449	-0.82487454	ERICH1	glutamate rich 1
8109819	0.0500083	0.0119	2.9768487	-3.3459	0.86104111	FBLL1	fibrillarin-like 1
8115487	0.0504993	0.0121	-2.9690466	-3.35994	-0.37053136	FNDC9	fibronectin type III domain containing 9
7925735	0.0506442	0.0122	2.9659105	-3.36558	0.47911361	OR14A16	olfactory receptor family 14 subfamily A member 16
7933659	0.0516766	0.0125	-2.9528516	-3.38907	-0.31181257	CSTF2T	cleavage stimulation factor subunit 2, tau variant
8004360	0.0520206	0.0126	-2.9467879	-3.39997	-0.50421382	KCTD11	potassium channel tetramerization domain containing 11
8064762	0.0520327	0.0126	-2.9465929	-3.40032	-0.59774464	CENPB	centromere protein B
8157933	0.0521532	0.0127	2.944519	-3.40405	0.689236	ZBTB43	zinc finger and BTB domain containing 43
8165508	0.0533503	0.0131	2.9278909	-3.43393	0.42913675	NRARP	NOTCH-regulated ankyrin repeat protein
8108716	0.0534024	0.0131	-2.9265543	-3.43633	-1.03532746	PCDHB16	protocadherin beta 16
8010499	0.0541216	0.0133	2.9161804	-3.45495	0.40283864	ENDOV	endonuclease V
8180360	0.054374	0.0134	2.9130408	-3.46059	1.49041475	OR8G1	olfactory receptor family 8 subfamily G member 1 (gene/pseudogene)
8173201	0.0547485	0.0135	-2.9085444	-3.46866	-0.41757646	ZXDA	zinc finger, X-linked, duplicated A
8180415	0.0552563	0.0137	2.9018342	-3.4807	0.61208796	SLC25A51	solute carrier family 25 member 51
7952179	0.056437	0.0141	2.8862162	-3.5087	0.59856854	H2AFX	H2A histone family member X
8168531	0.056591	0.0141	-2.8841526	-3.5124	-0.48076775	GPR174	G protein-coupled receptor 174
7993622	0.0567976	0.0142	-2.8814407	-3.51726	-0.93287825	ITPRIPL2	inositol 1,4,5-trisphosphate receptor interacting protein like 2
8003840	0.0576988	0.0145	2.8693159	-3.53898	0.57450607	EMC6	ER membrane protein complex subunit 6
7977294	0.0582926	0.0147	2.8622282	-3.55168	0.63432564	ZBTB42	zinc finger and BTB domain containing 42
8140107	0.0594241	0.0151	2.8484247	-3.57638	0.59396489	DNAJC30	DnaJ heat shock protein family (Hsp40) member C30
8148597	0.0595338	0.0151	2.8468369	-3.57922	0.40079932	ZFP41	ZFP41 zinc finger protein
7973101	0.0619357	0.016	-2.8155862	-3.63506	-1.35456611	RNASE6	ribonuclease A family member k6
8163273	0.0626104	0.0163	2.8073738	-3.64972	0.54454689	OR2K2	olfactory receptor family 2 subfamily K member 2
8065071	0.0629229	0.0164	-2.8030764	-3.65739	-1.30345525	FLRT3	fibronectin leucine rich transmembrane protein 3
8091530	0.0637438	0.0167	-2.7934795	-3.6745	-0.40028536	P2RY12	purinergic receptor P2Y12
8137240	0.064488	0.017	-2.7843205	-3.69083	-1.41287196	GIMAP7	GTPase, IMAP family member 7
7984813	0.0649609	0.0172	-2.7785824	-3.70105	-1.04589825	ISLR	immunoglobulin superfamily containing leucine rich repeat
8124437	0.0653848	0.0173	2.773102	-3.71081	0.53851146	HIST1H3F	histone cluster 1, H3f
8070073	0.0661836	0.0176	-2.7630152	-3.72876	-1.40280975	C21orf62	chromosome 21 open reading frame 62
8141361	0.0662245	0.0177	-2.7624802	-3.72971	-0.69902261	OR2AE1	olfactory receptor family 2 subfamily AE member 1
8148658	0.0671013	0.018	-2.7520944	-3.74818	-0.44626025	ZNF623	zinc finger protein 623
8073943	0.0671321	0.018	2.7515984	-3.74906	0.4178745	ZBED4	zinc finger BED-type containing 4
8124380	0.0671421	0.018	2.7513331	-3.74953	1.31270407	HIST1H1A	histone cluster 1, H1a
8044124	0.0678909	0.0183	2.7433723	-3.76368	0.35756157	GPR45	G protein-coupled receptor 45
7908347	0.0682056	0.0184	-2.7395033	-3.77055	-1.26732729	OCLM	oculomedin
7939869	0.0686878	0.0186	-2.7338835	-3.78053	-0.27066354	OR4X1	olfactory receptor family 4 subfamily X member 1 (gene/pseudogene)
8077851	0.0697813	0.019	-2.7224016	-3.80091	-0.69156407	HRH1	histamine receptor H1
8126446	0.0698517	0.019	-2.7216079	-3.80232	-0.64109157	C6orf226	chromosome 6 open reading frame 226
7981781	0.0699977	0.0191	2.719282	-3.80644	1.63226682	OR4M2	olfactory receptor family 4 subfamily M member 2
8103235	0.0702363	0.0192	2.7162553	-3.81181	0.54576157	TIGD4	tigger transposable element derived 4
7971218	0.0710463	0.0195	-2.7080439	-3.82636	-0.48294864	KBTBD7	kelch repeat and BTB domain containing 7
8137215	0.0729786	0.0203	2.6872312	-3.86321	0.56781214	LRRC61	leucine rich repeat containing 61
8124397	0.0730427	0.0203	2.6860988	-3.86522	0.56128682	HIST1H1C	histone cluster 1, H1c
8094226	0.073067	0.0203	-2.6855935	-3.86611	-0.52962	FAM200B	family with sequence similarity 200 member B
7982497	0.0732319	0.0204	2.6835585	-3.86971	0.58791257	CHRM5	cholinergic receptor muscarinic 5
8169044	0.0744301	0.0209	-2.6705481	-3.8927	-0.3585495	TCEAL3	transcription elongation factor A like 3
8166950	0.0745614	0.021	2.6691134	-3.89524	1.32240893	DUSP21	dual specificity phosphatase 21
7972239	0.0746261	0.021	-2.6684587	-3.89639	-1.18275025	SLITRK6	SLIT and NTRK like family member 6
8018107	0.0752861	0.0212	-2.6615318	-3.90862	-0.44632204	CDC42EP4	CDC42 effector protein 4
8180254	0.0753586	0.0213	2.6607711	-3.90997	0.642552	KRTAP5-8	keratin associated protein 5-8
8134117	0.0754786	0.0213	-2.6594325	-3.91233	-0.43289882	FZD1	frizzled class receptor 1
8117422	0.075925	0.0215	2.6548608	-3.9204	0.91735654	HIST1H4F	histone cluster 1, H4f
8007108	0.0767433	0.0218	2.6470098	-3.93424	0.90444671	TMEM99	transmembrane protein 99
8009502	0.0768636	0.0219	-2.6456905	-3.93657	-0.40929004	KCNJ2	potassium voltage-gated channel subfamily J member 2
8083707	0.0789502	0.0227	2.6262075	-3.97088	0.38860368	C3orf80	chromosome 3 open reading frame 80
8023727	0.0791184	0.0227	-2.624695	-3.97354	-0.76399996	DSEL	dermatan sulfate epimerase-like
8037732	0.0800914	0.0231	2.6151038	-3.99041	0.73711311	NANOS2	nanos C2HC-type zinc finger 2
8177700	0.0824858	0.0241	-2.5923577	-4.03035	-0.28589586	OR12D2	olfactory receptor family 12 subfamily D member 2 (gene/pseudogene)
8166587	0.0832287	0.0244	2.5854574	-4.04245	0.53986061	MAGEB10	MAGE family member B10
7950294	0.0836303	0.0246	-2.5814067	-4.04954	-0.36607589	COA4	cytochrome c oxidase assembly factor 4 homolog
8132245	0.083886	0.0247	-2.5783823	-4.05484	-0.74405307	FLJ20712	uncharacterized FLJ20712
8097903	0.0839502	0.0247	-2.5777938	-4.05587	-0.86214246	TLR2	toll like receptor 2
8131996	0.0857004	0.0255	-2.5621506	-4.08325	-1.15094343	CREB5	cAMP responsive element binding protein 5
8117724	0.085749	0.0255	-2.5615609	-4.08428	-0.28193607	OR12D2	olfactory receptor family 12 subfamily D member 2 (gene/pseudogene)
8089694	0.0876974	0.0262	-2.5456514	-4.11207	-0.34013971	ZNF80	zinc finger protein 80
8169006	0.0890037	0.0268	-2.5341495	-4.13214	-0.37125104	RAB40AL	RAB40A, member RAS oncogene family-like
8157016	0.089871	0.0272	-2.5261999	-4.14599	-0.26048664	OR13D1	olfactory receptor family 13 subfamily D member 1
7972557	0.089871	0.0272	-2.5261769	-4.14603	-0.60285457	GPR183	G protein-coupled receptor 183
7911252	0.0899245	0.0272	2.5255752	-4.14708	0.66700968	OR2L2	olfactory receptor family 2 subfamily L member 2
8069868	0.0899589	0.0272	-2.5251641	-4.14779	-0.30099171	KRTAP7-1	keratin associated protein 7-1 (gene/pseudogene)
7922686	0.0904951	0.0275	2.5193487	-4.15792	0.25092175	ZNF648	zinc finger protein 648
8016739	0.0906365	0.0276	-2.517958	-4.16034	-0.40984718	TOB1	transducer of ERBB2, 1
7976567	0.0907665	0.0276	2.5168962	-4.16219	0.90006132	BDKRB1	bradykinin receptor B1
8097282	0.09114	0.0278	-2.5136481	-4.16784	-0.52212218	SPRY1	sprouty RTK signaling antagonist 1
8117535	0.0925974	0.0284	2.502039	-4.18802	1.11154239	HIST1H2AG	histone cluster 1, H2ag
8137962	0.093365	0.0287	-2.4957595	-4.19892	-0.33709964	LOC100129484	uncharacterized LOC100129484
8036902	0.0941279	0.029	-2.4896554	-4.20951	-0.45079182	SERTAD1	SERTA domain containing 1
8002344	0.0945494	0.0293	-2.4850451	-4.21751	-0.33188496	EXOSC6	exosome component 6
7929689	0.0947292	0.0294	-2.4834614	-4.22025	-0.72809154	MARVELD1	MARVEL domain containing 1
7948109	0.0952743	0.0296	-2.4791167	-4.22778	-0.23858679	OR5I1	olfactory receptor family 5 subfamily I member 1
7971369	0.0955555	0.0297	-2.4765845	-4.23217	-0.50695386	KCTD4	potassium channel tetramerization domain containing 4
8069838	0.095787	0.0298	-2.4746091	-4.23559	-0.31975739	KRTAP19-5	keratin associated protein 19-5
8117718	0.0961742	0.03	2.4716363	-4.24074	2.24730739	OR2J3	olfactory receptor family 2 subfamily J member 3
7986757	0.0989015	0.0311	-2.4512574	-4.27597	-0.35807896	NDN	necdin, MAGE family member
8124527	0.0999529	0.0316	2.4430921	-4.29006	0.72575371	HIST1H1B	histone cluster 1, H1b
8173366	0.1004349	0.0318	-2.4393279	-4.29655	-0.45195354	P2RY4	pyrimidinergic receptor P2Y4
7949373	0.1016793	0.0324	2.4296337	-4.31325	0.43220246	ZNHIT2	zinc finger HIT-type containing 2
8101757	0.1021283	0.0325	-2.4266202	-4.31844	-0.46569275	GPRIN3	GPRIN family member 3
8168638	0.102547	0.0327	2.4233639	-4.32404	0.60878196	CPXCR1	CPX chromosome region, candidate 1
7938053	0.1030641	0.033	-2.419693	-4.33035	-0.50390257	OR52N4	olfactory receptor family 52 subfamily N member 4 (gene/pseudogene)
8048707	0.1037826	0.0333	-2.4142857	-4.33965	-0.25170925	CCDC140	coiled-coil domain containing 140
7931859	0.1046996	0.0337	-2.4072862	-4.35167	-0.40749754	CALML5	calmodulin like 5
8160422	0.1051423	0.0339	-2.4033169	-4.35848	-0.39824057	IFNA2	interferon alpha 2
8025452	0.1057156	0.0342	2.3989913	-4.3659	0.34532161	MBD3L1	methyl-CpG binding domain protein 3 like 1
7961239	0.1062321	0.0344	-2.3956706	-4.3716	-0.25539211	TAS2R7	taste 2 receptor member 7
7961243	0.106351	0.0345	-2.3946512	-4.37334	-0.38704925	TAS2R8	taste 2 receptor member 8
7984011	0.1068625	0.0347	2.3909783	-4.37964	0.40910621	FOXB1	forkhead box B1
7973024	0.107524	0.035	-2.3860903	-4.38801	-0.23417518	OR4K17	olfactory receptor family 4 subfamily K member 17
7939965	0.109299	0.0358	-2.3742624	-4.40824	-0.31331904	OR8I2	olfactory receptor family 8 subfamily I member 2
7926677	0.1094919	0.0359	2.3727011	-4.4109	0.62136964	OTUD1	OTU deubiquitinase 1
8091511	0.1116789	0.0369	-2.3572435	-4.43728	-1.22832168	P2RY14	purinergic receptor P2Y14
8003804	0.1118929	0.037	-2.3560276	-4.43936	-0.34670421	OR1A1	olfactory receptor family 1 subfamily A member 1
8074931	0.1130651	0.0375	-2.3484127	-4.45233	-0.55695907	ZNF70	zinc finger protein 70
7940175	0.1133323	0.0376	-2.3461922	-4.45611	-0.38568411	OR4D6	olfactory receptor family 4 subfamily D member 6
7920217	0.1134591	0.0377	2.3453048	-4.45762	0.38013621	SPRR2G	small proline rich protein 2G
7973022	0.1151471	0.0385	-2.3335331	-4.47763	-0.27501654	OR4L1	olfactory receptor family 4 subfamily L member 1
7922330	0.1155616	0.0387	-2.3306111	-4.4826	-0.34792825	PIGC	phosphatidylinositol glycan anchor biosynthesis class C
7954132	0.1158987	0.0388	2.3285089	-4.48617	0.75001846	C12orf60	chromosome 12 open reading frame 60
8168723	0.1174193	0.0396	-2.3182048	-4.50364	-0.49440386	RPA4	replication protein A4
8074853	0.1194071	0.0405	-2.3048573	-4.52624	-0.5125585	ZNF280A	zinc finger protein 280A
7903457	0.1194106	0.0405	-2.3047608	-4.5264	-0.43994532	PRMT6	protein arginine methyltransferase 6
8117543	0.1208895	0.0412	2.2957679	-4.5416	0.62226429	HIST1H2AH	histone cluster 1, H2ah
8114647	0.1214456	0.0414	2.292832	-4.54656	0.46415986	SLC25A2	solute carrier family 25 member 2
8081343	0.1214456	0.0414	-2.2928107	-4.5466	-0.50133496	TRMT10C	tRNA methyltransferase 10C, mitochondrial RNase P subunit
8016382	0.1237194	0.0425	-2.2783214	-4.57103	-0.45406404	SP6	Sp6 transcription factor
8154151	0.1244356	0.0428	-2.2738725	-4.57852	-0.40775668	PLPP6	phospholipid phosphatase 6
8053901	0.1244356	0.0428	-2.2738714	-4.57852	-0.47031364	TMEM127	transmembrane protein 127
7948101	0.1253303	0.0432	-2.2686429	-4.58731	-0.23911968	OR4A47	olfactory receptor family 4 subfamily A member 47
8092845	0.1263329	0.0437	-2.2624306	-4.59775	-0.30129914	GP5	glycoprotein V platelet
7974447	0.1267118	0.0439	-2.259987	-4.60186	-0.57413729	SOCS4	suppressor of cytokine signaling 4
8159687	0.1283662	0.0447	2.2495117	-4.61943	0.45494632	MRPL41	mitochondrial ribosomal protein L41
7973371	0.1284716	0.0448	-2.2487076	-4.62078	-0.23274504	C14orf119	chromosome 14 open reading frame 119
8136934	0.1294971	0.0453	-2.2423429	-4.63144	-0.38370568	TAS2R41	taste 2 receptor member 41
8006634	0.1298273	0.0455	-2.240369	-4.63474	-0.50337846	PIGW	phosphatidylinositol glycan anchor biosynthesis class W
8173745	0.1306231	0.0458	-2.2358321	-4.64233	-0.83903246	CYSLTR1	cysteinyl leukotriene receptor 1
7955107	0.1312324	0.0462	2.2313525	-4.64982	0.38671725	CCDC184	coiled-coil domain containing 184
7944911	0.1312677	0.0462	-2.2311535	-4.65015	-0.32289618	HEPN1	hepatocellular carcinoma, down-regulated 1
8173174	0.1332573	0.0471	-2.2205525	-4.66784	-1.03006436	USP51	ubiquitin specific peptidase 51
7913566	0.1339772	0.0475	2.216332	-4.67488	0.25470246	HTR1D	5-hydroxytryptamine receptor 1D
8160419	0.1351282	0.0481	-2.2092857	-4.68661	-0.38283821	IFNA13	interferon alpha 13
8143555	0.1362987	0.0487	2.202204	-4.69839	0.80498311	OR9A2	olfactory receptor family 9 subfamily A member 2
7914847	0.1364449	0.0487	2.2012026	-4.70006	0.29597329	C1orf216	chromosome 1 open reading frame 216
8107194	0.1375565	0.0494	-2.1941974	-4.71169	-0.62518664	C5orf30	chromosome 5 open reading frame 30
7906372	0.1392294	0.0503	-2.184094	-4.72844	-0.2928685	OR10Z1	olfactory receptor family 10 subfamily Z member 1
8129099	0.1397512	0.0505	-2.1809691	-4.73362	-0.27020761	TSPYL1	TSPY like 1
8102368	0.1399553	0.0506	2.1798031	-4.73555	0.32069414	NEUROG2	neurogenin 2
8124129	0.1408681	0.0511	-2.1748614	-4.74372	-0.35535886	NHLRC1	NHL repeat containing E3 ubiquitin protein ligase 1
7952373	0.1408681	0.0511	-2.1747589	-4.74389	-0.32804229	OR6X1	olfactory receptor family 6 subfamily X member 1
8108697	0.1422772	0.0518	-2.1665256	-4.7575	-0.43726736	PCDHB5	protocadherin beta 5
7940561	0.1428343	0.0522	2.1627617	-4.76371	0.35151289	FEN1	flap structure-specific endonuclease 1
8066195	0.1453395	0.0535	-2.1485341	-4.78715	-0.37186304	BLCAP	bladder cancer associated protein
8161166	0.1466727	0.0542	-2.1418528	-4.79813	-0.32380221	OR2S2	olfactory receptor family 2 subfamily S member 2 (gene/pseudogene)
8037647	0.147643	0.0546	2.1369193	-4.80624	0.34670193	FBXO46	F-box protein 46
8163960	0.1484717	0.0551	-2.1325086	-4.81347	-0.37228586	OR1L8	olfactory receptor family 1 subfamily L member 8
7948470	0.1491864	0.0555	-2.1283664	-4.82026	-0.27933514	PTGDR2	prostaglandin D2 receptor 2
7945859	0.1494859	0.0556	-2.1270922	-4.82235	-0.35287046	MRGPRE	MAS related GPR family member E
8048227	0.1498223	0.0558	-2.124994	-4.82579	-0.34556543	CXCR2	C-X-C motif chemokine receptor 2
8087731	0.1499266	0.0559	2.1243251	-4.82688	0.46373211	C3orf18	chromosome 3 open reading frame 18
