ID	Seqname	Position	Strand	Condition	ConditionNum	GeneName	GeneBiotype	Region	RBPNum	miRNANum	SplicingSiteNum	SNPNum	CellLine	CellLineNum	Technique	TechniqueNum	Quantification
m6A_hg38_150323	chr16	67843532	+	GSE73405;miCLIP;Homo_sapiens;HepG2;Heat_shock|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	3	THAP11	protein_coding	3'UTR/Exon	3	0	0	1	HepG2;CD8T;HEK293E	3	miCLIP ;m6A-CLIP-seq	2	1
m6A_hg38_150324	chr16	67843550	+	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl|GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin	6	THAP11	protein_coding	3'UTR/Exon	5	0	0	0	CD8T;A549;HeLa;LNCaP;RWPE;HEK293E	6	m6A-CLIP-seq;PA-m6A-seq;miCLIP 	3	1
m6A_hg38_150325	chr16	67843568	+	GSE86336;m6A-CLIP-seq;Homo_sapiens;HeLa;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;PCIF1_KO|GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl|GSE128699;miCLIP;Homo_sapiens;HCT116;METTL5_KO|GSE124509;m6ACE;Homo_sapiens;HEK293T;Ctrl|GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl|GSE147440;meCLIP;Homo_sapiens;MCF7;Ctrl|GSE147440;meCLIP;Homo_sapiens;MDAMB231;Ctrl|GSE134103;miCLIP;Homo_sapiens;HeLa;ribominuse|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	14	THAP11	protein_coding	3'UTR/Exon	13	0	0	0	HeLa;HEK293T;HCT116;LNCaP;RWPE;MCF7;MDAMB231;HEK293E	8	m6A-CLIP-seq;miCLIP ;PA-m6A-seq;m6ACE;meCLIP;miCLIP2	6	1
m6A_hg38_150326	chr16	67843596	+	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE125780;DART-seq;Homo_sapiens;HEK293T;Ctrl|GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	6	THAP11	protein_coding	3'UTR/Exon	11	1	0	0	CD8T;HEK293T;LNCaP;RWPE;HEK293E	5	m6A-CLIP-seq;DART-seq;miCLIP 	3	1
m6A_hg38_150327	chr16	67843622	+	GSE63753;miCLIP;Homo_sapiens;HEK293;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE124509;m6ACE;Homo_sapiens;HEK293T;sysy202111|GSE134103;miCLIP;Homo_sapiens;HeLa;ribominuse|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;ribo|GSE162357;m6A-SAC-seq;Homo_sapiens;HepG2;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d3	10	THAP11	protein_coding	3'UTR/Exon	17	0	0	0	HEK293 ;HEK293T;HeLa;HEK293E;HepG2;HSPC	6	miCLIP ;m6ACE;miCLIP2;m6A-SAC-seq	4	1
m6A_hg38_150328	chr16	67843637	+	GSE63753;miCLIP;Homo_sapiens;HEK293;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	2	THAP11	protein_coding	3'UTR/Exon	11	0	0	0	HEK293 ;HEK293E	2	miCLIP 	1	1
m6A_hg38_150330	chr16	67843686	+	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;PCIF1_KO|GSE124509;m6ACE;Homo_sapiens;HEK293T;Ctrl|GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HeLa;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d0	12	THAP11	protein_coding	3'UTR/Exon	3	1	0	0	MOLM13;HEK293T;LNCaP;RWPE;HEK293E;HeLa;HEK293 ;HSPC	8	miCLIP ;m6ACE;miCLIP2;m6A-SAC-seq	4	1
m6A_hg38_150331	chr16	67843700	+	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE73405;miCLIP;Homo_sapiens;HepG2;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin	4	THAP11	protein_coding	3'UTR/Exon	3	1	0	0	MOLM13;HepG2;CD8T;HEK293E	4	miCLIP ;m6A-CLIP-seq	2	1
m6A_hg38_150332	chr16	67843715	+	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE73405;miCLIP;Homo_sapiens;HepG2;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;PCIF1_KO|GSE128699;miCLIP;Homo_sapiens;HCT116;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HeLa;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;ribo|GSE162357;m6A-SAC-seq;Homo_sapiens;HepG2;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d0	13	THAP11	protein_coding	3'UTR/Exon	4	1	0	0	MOLM13;HepG2;HEK293T;HCT116;HEK293E;HeLa;HEK293 ;HSPC	8	miCLIP ;miCLIP2;m6A-SAC-seq	3	1
m6A_hg38_150333	chr16	67843776	+	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE124509;m6ACE;Homo_sapiens;HEK293T;sysy202111|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	4	THAP11	protein_coding	3'UTR/Exon	5	1	0	0	CD8T;A549;HEK293T;HEK293E	4	m6A-CLIP-seq;m6ACE;miCLIP 	3	1
m6A_hg38_150334	chr16	67843784	+	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;PCIF1_KO|GSE128699;miCLIP;Homo_sapiens;HCT116;Ctrl|GSE128699;miCLIP;Homo_sapiens;HCT116;METTL5_KO|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d0	11	THAP11	protein_coding	3'UTR/Exon	7	0	0	0	MOLM13;CD8T;A549;HEK293T;HCT116;HEK293E;HSPC	7	miCLIP ;m6A-CLIP-seq;miCLIP2;m6A-SAC-seq	4	1
m6A_hg38_150335	chr16	67843791	+	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE125780;DART-seq;Homo_sapiens;HEK293T;Ctrl|GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin	7	THAP11	protein_coding	3'UTR/Exon	8	1	0	0	MOLM13;CD8T;HEK293T;LNCaP;RWPE;HEK293E	6	miCLIP ;m6A-CLIP-seq;DART-seq;miCLIP2	4	1
m6A_hg38_150336	chr16	67843827	+	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE128699;miCLIP;Homo_sapiens;HCT116;METTL5_KO|GSE128699;miCLIP;Homo_sapiens;HCT116;ZCCHC4_KO|GSE124509;m6ACE;Homo_sapiens;HEK293T;ALKBH5_regulated|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HeLa;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl	10	THAP11	protein_coding	3'UTR/Exon	9	0	0	0	CD8T;A549;HCT116;HEK293T;HEK293E;HeLa;HEK293 	7	m6A-CLIP-seq;miCLIP ;m6ACE;miCLIP2;m6A-SAC-seq	5	1
m6A_hg38_150339	chr16	67843910	+	GSE122961;MAZTER-seq;Homo_sapiens;HEK293T;FTO_OE|GSE122961;MAZTER-seq;Homo_sapiens;ESC;Ctrl|GSE122961;MAZTER-seq;Homo_sapiens;ESC;FTO_KO|GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl	5	THAP11	protein_coding	3'UTR/Exon	2	3	0	1	HEK293T;ESC;LNCaP;RWPE	4	MAZTER-seq;miCLIP 	2	1
m6A_hg38_150340	chr16	67843972	+	GSE63753;miCLIP;Homo_sapiens;HEK293;Ctrl|GSE86336;m6A-CLIP-seq;Homo_sapiens;HeLa;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	7	THAP11	protein_coding	3'UTR/Exon	13	0	0	0	HEK293 ;HeLa;CD8T;HEK293T;HEK293E	5	miCLIP ;m6A-CLIP-seq;PA-m6A-seq;miCLIP2	4	1
m6A_hg38_150341	chr16	67844002	+	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE121942;miCLIP;Homo_sapiens;HepG2;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d6	6	THAP11	protein_coding	3'UTR/Exon	9	0	0	0	MOLM13;CD8T;HEK293T;HepG2;HEK293E;HSPC	6	miCLIP ;m6A-CLIP-seq;m6A-SAC-seq	3	1
m6A_hg38_150343	chr16	67844043	+	GSE73405;miCLIP;Homo_sapiens;HepG2;Heat_shock|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d0	2	THAP11	protein_coding	3'UTR/Exon	7	1	0	0	HepG2;HSPC	2	miCLIP ;m6A-SAC-seq	2	1
m6A_hg38_150344	chr16	67844073	+	GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;ribo|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d6	4	THAP11	protein_coding	3'UTR/Exon	5	0	0	0	HEK293E;HEK293 ;HSPC	3	miCLIP ;m6A-SAC-seq	2	1
m6A_hg38_152377	chr16	86568906	+	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin	2	FOXC2	protein_coding	3'UTR/Exon	4	0	0	0	CD8T;HEK293E	2	m6A-CLIP-seq;miCLIP 	2	1
m6A_hg38_152679	chr16	89100803	+	GSE125240;m6A-REF-seq;Homo_sapiens;Kidney;Ctrl|GSE86336;m6A-CLIP-seq;Homo_sapiens;HeLa;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;PCIF1_KO|GSE147440;meCLIP;Homo_sapiens;MCF7;Ctrl|GSE147440;meCLIP;Homo_sapiens;MDAMB231;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	7	ACSF3	protein_coding	Exon	4	0	0	1	Kidney;HeLa;HEK293T;MCF7;MDAMB231	5	m6A-REF-seq;m6A-CLIP-seq;miCLIP ;meCLIP;miCLIP2	5	1
m6A_hg38_152680	chr16	89100845	+	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE63753;miCLIP;Homo_sapiens;HEK293;sysy_antinbody|GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	5	ACSF3	protein_coding	Exon	2	0	0	0	MOLM13;HEK293 ;A549;HEK293E	4	miCLIP ;m6A-CLIP-seq	2	1
m6A_hg38_152683	chr16	89101262	+	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl	2	ACSF3	protein_coding	Exon	1	0	1	0	MOLM13;CD8T	2	miCLIP ;m6A-CLIP-seq	2	1
m6A_hg38_152684	chr16	89101294	+	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE54365;m6A-seq with improved protocol;Homo_sapiens;A549;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HeLa;Ctrl	5	ACSF3	protein_coding	Exon	9	0	1	0	CD8T;A549;HEK293T;HEK293E;HeLa	5	m6A-CLIP-seq;m6A-seq with improved protocol;miCLIP2;miCLIP ;m6A-SAC-seq	5	1
m6A_hg38_152696	chr16	89151211	+	GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl	2	ACSF3	protein_coding	Exon	0	0	0	0	A549;HEK293T	2	m6A-CLIP-seq;miCLIP 	2	1
m6A_hg38_152701	chr16	89154222	+	GSE86336;m6A-CLIP-seq;Homo_sapiens;HeLa;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	2	ACSF3	protein_coding	3'UTR/Exon	0	0	0	0	HeLa;HEK293T	2	m6A-CLIP-seq;miCLIP2	2	1
m6A_hg38_152705	chr16	89154304	+	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl	2	ACSF3	protein_coding	3'UTR/Exon	3	0	0	1	CD8T;HeLa	2	m6A-CLIP-seq;PA-m6A-seq	2	1
m6A_hg38_152706	chr16	89154310	+	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl|GSE134103;miCLIP;Homo_sapiens;HeLa;mRNA	3	ACSF3	protein_coding	3'UTR/Exon	2	0	0	1	CD8T;HeLa	2	m6A-CLIP-seq;PA-m6A-seq;miCLIP 	3	1
m6A_hg38_152707	chr16	89154341	+	GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;PCIF1_KO|GSE128699;miCLIP;Homo_sapiens;HCT116;Ctrl|GSE128699;miCLIP;Homo_sapiens;HCT116;METTL5_KO|GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl|GSE147440;meCLIP;Homo_sapiens;MCF7;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	8	ACSF3	protein_coding	3'UTR/Exon	6	1	0	0	CD8T;HEK293T;HCT116;LNCaP;RWPE;MCF7	6	m6A-CLIP-seq;miCLIP ;meCLIP;miCLIP2	4	1
m6A_hg38_152708	chr16	89154564	+	GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl|GSE134103;miCLIP;Homo_sapiens;HeLa;mRNA|GSE134103;miCLIP;Homo_sapiens;HeLa;ribominuse	4	ACSF3	protein_coding	3'UTR/Exon	1	0	0	1	LNCaP;RWPE;HeLa	3	miCLIP 	1	1
m6A_hg38_153242	chr16	89919178	+	GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;PCIF1_KO|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	3	MC1R	protein_coding	5'UTR/Exon	1	0	0	0	A549;HEK293T;HEK293E	3	m6A-CLIP-seq;miCLIP 	2	1
m6A_hg38_153244	chr16	89919205	+	GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	3	MC1R	protein_coding	5'UTR/Exon	0	0	0	0	HEK293T;HEK293E	2	miCLIP2;miCLIP 	2	1
m6A_hg38_153246	chr16	89919251	+	GSE63753;miCLIP;Homo_sapiens;HEK293;sysy_antinbody|GSE122948;miCLIP;Homo_sapiens;HEK293T;PCIF1_KO|GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin	4	MC1R	protein_coding	5'UTR/Exon	5	0	0	1	HEK293 ;HEK293T;HeLa;HEK293E	4	miCLIP ;PA-m6A-seq	2	1
m6A_hg38_153247	chr16	89919256	+	GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl|GSE128699;miCLIP;Homo_sapiens;HCT116;METTL5_KO|GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	7	MC1R	protein_coding	5'UTR/Exon	5	0	0	0	HEK293T;HeLa;HCT116;LNCaP;RWPE;HEK293E	6	miCLIP ;PA-m6A-seq	2	1
m6A_hg38_153248	chr16	89919285	+	GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE54921;PA-m6A-seq;Homo_sapiens;HeLa;Ctrl|GSE128699;miCLIP;Homo_sapiens;HCT116;METTL5_KO|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	5	MC1R	protein_coding	Exon	4	0	0	0	HEK293T;HeLa;HCT116;HEK293E	4	miCLIP ;PA-m6A-seq	2	1
m6A_hg38_153255	chr16	89920094	+	GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl	2	MC1R	protein_coding	Exon	2	0	0	1	LNCaP;RWPE	2	miCLIP 	1	1
m6A_hg38_153256	chr16	89920335	+	GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl|GSE134103;miCLIP;Homo_sapiens;HeLa;caRNA|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	4	MC1R	protein_coding	3'UTR/Exon	3	0	0	0	LNCaP;RWPE;HeLa;HEK293T	4	miCLIP ;miCLIP2	2	1
m6A_hg38_153257	chr16	89920400	+	GSE71154;m6A-CLIP-seq;Homo_sapiens;A549;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	2	MC1R	protein_coding	3'UTR/Exon	1	0	0	0	A549;HEK293E	2	m6A-CLIP-seq;miCLIP 	2	1
m6A_hg38_153258	chr16	89920446	+	GSE134103;miCLIP;Homo_sapiens;HeLa;mRNA|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl	2	MC1R	protein_coding	3'UTR/Exon	1	0	0	0	HeLa;HEK293T	2	miCLIP ;miCLIP2	2	1
m6A_hg38_153259	chr16	89920510	+	GSE147440;meCLIP;Homo_sapiens;MCF7;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	3	MC1R	protein_coding	3'UTR/Exon	1	0	0	0	MCF7;HEK293E	2	meCLIP;miCLIP 	2	1
m6A_hg38_153260	chr16	89920532	+	GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin	4	MC1R	protein_coding	3'UTR/Exon	1	0	0	0	HEK293T;LNCaP;RWPE;HEK293E	4	miCLIP 	1	1
m6A_hg38_153263	chr16	89920833	+	GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin	3	MC1R	protein_coding	3'UTR/Exon	0	0	0	0	HEK293T;HEK293E	2	miCLIP 	1	1
m6A_hg38_154722	chr16	3299996	-	GSE161304;miCLIP;Homo_sapiens;LNCaP;Ctrl|GSE161304;miCLIP;Homo_sapiens;RWPE;Ctrl	2	TIGD7	protein_coding	Exon	0	0	0	0	LNCaP;RWPE	2	miCLIP 	1	1
m6A_hg38_155531	chr16	11255150	-	GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d6	2	SOCS1	protein_coding	Exon	1	0	0	0	HEK293E;HSPC	2	miCLIP ;m6A-SAC-seq	2	1
m6A_hg38_157940	chr16	30443773	-	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HeLa;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;ribo|GSE162357;m6A-SAC-seq;Homo_sapiens;HepG2;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d0|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d3|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d6|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d9	13	SEPHS2	protein_coding	3'UTR/Exon	12	0	0	0	MOLM13;HEK293T;HEK293E;HeLa;HEK293 ;HepG2;HSPC	7	miCLIP ;miCLIP2;m6A-SAC-seq	3	1
m6A_hg38_157941	chr16	30443785	-	GSE121942;miCLIP;Homo_sapiens;HepG2;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin	2	SEPHS2	protein_coding	3'UTR/Exon	16	0	0	0	HepG2;HEK293E	2	miCLIP 	1	1
m6A_hg38_157942	chr16	30443819	-	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE73405;miCLIP;Homo_sapiens;HepG2;Ctrl|GSE86336;m6A-CLIP-seq;Homo_sapiens;HeLa;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d3|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d6|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d9	10	SEPHS2	protein_coding	3'UTR/Exon	19	0	0	0	MOLM13;HepG2;HeLa;HEK293T;HEK293E;HSPC	6	miCLIP ;m6A-CLIP-seq;miCLIP2;m6A-SAC-seq	4	1
m6A_hg38_157943	chr16	30443834	-	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE63753;miCLIP;Homo_sapiens;HEK293;Ctrl|GSE73405;miCLIP;Homo_sapiens;HepG2;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HeLa;Ctrl|GSE162357;m6A-SAC-seq;Homo_sapiens;HEK293;ribo|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d0|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d3|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d9	12	SEPHS2	protein_coding	3'UTR/Exon	14	0	0	0	MOLM13;HEK293 ;HepG2;CD8T;HEK293T;HEK293E;HeLa;HSPC	8	miCLIP ;m6A-CLIP-seq;miCLIP2;m6A-SAC-seq	4	1
m6A_hg38_157944	chr16	30443848	-	GSE98623;miCLIP;Homo_sapiens;MOLM13;Ctrl|GSE73405;miCLIP;Homo_sapiens;HepG2;Ctrl|GSE71154;m6A-CLIP-seq;Homo_sapiens;CD8T;Ctrl|GSE122948;miCLIP;Homo_sapiens;HEK293T;Ctrl|GSE163491;miCLIP2;Homo_sapiens;HEK293T;Ctrl|GSE152633;miCLIP;Homo_sapiens;HEK293E;insulin|GSE152633;miCLIP;Homo_sapiens;HEK293E;torin|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d3|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d6|GSE162357;m6A-SAC-seq;Homo_sapiens;HSPC;ribo-d9	10	SEPHS2	protein_coding	3'UTR/Exon	15	1	0	0	MOLM13;HepG2;CD8T;HEK293T;HEK293E;HSPC	6	miCLIP ;m6A-CLIP-seq;miCLIP2;m6A-SAC-seq	4	1
